Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Jeff Teague (11491613) (LOCKED),Jeff Teague,11491613,PG/G/UTIL,6200,In Progress,MIN,33.33
C,Jusuf Nurkic (11491619),Jusuf Nurkic,11491619,C/UTIL,6200,WAS@POR 10/22/2018 10:00PM ET,POR,29.12
PF/C,Al Horford (11491625) (LOCKED),Al Horford,11491625,PF/C/F/UTIL,6200,In Progress,BOS,33.33
PF/C,Domantas Sabonis (11491621) (LOCKED),Domantas Sabonis,11491621,PF/C/F/UTIL,6100,In Progress,IND,34.5
SG/SF,Tyreke Evans (11491642) (LOCKED),Tyreke Evans,11491642,SG/SF/F/G/UTIL,6100,In Progress,IND,28.5
PG,Ricky Rubio (11491616),Ricky Rubio,11491616,PG/G/UTIL,6100,MEM@UTA 10/22/2018 09:00PM ET,UTA,21.88
SG/SF,Andrew Wiggins (11491637) (LOCKED),Andrew Wiggins,11491637,SG/SF/F/G/UTIL,6000,In Progress,MIN,32
C,Myles Turner (11491647) (LOCKED),Myles Turner,11491647,C/UTIL,6000,In Progress,IND,25.17
PF/C,DeMarcus Cousins (11491629),DeMarcus Cousins,11491629,PF/C/F/UTIL,5900,PHO@GS 10/22/2018 10:30PM ET,GS,0
SF/PF,Harrison Barnes (11491633) (LOCKED),Harrison Barnes,11491633,SF/PF/F/UTIL,5900,In Progress,DAL,0
SG/SF,Gordon Hayward (11491649) (LOCKED),Gordon Hayward,11491649,SG/SF/F/G/UTIL,5800,In Progress,BOS,26.25
PG/SF,Brandon Ingram (11491656),Brandon Ingram,11491656,PG/SF/F/G/UTIL,5700,SA@LAL 10/22/2018 10:30PM ET,LAL,24.75
C,Dwight Howard (11491654),Dwight Howard,11491654,C/UTIL,5700,WAS@POR 10/22/2018 10:00PM ET,WAS,0
SF/PF,Otto Porter Jr. (11491668),Otto Porter Jr.,11491668,SF/PF/F/UTIL,5600,WAS@POR 10/22/2018 10:00PM ET,WAS,26
SG,Klay Thompson (11491665),Klay Thompson,11491665,SG/G/UTIL,5600,PHO@GS 10/22/2018 10:30PM ET,GS,21.58
PG,Lonzo Ball (11491672),Lonzo Ball,11491672,PG/G/UTIL,5500,SA@LAL 10/22/2018 10:30PM ET,LAL,22.5
SF/PF,Rudy Gay (11491698),Rudy Gay,11491698,SF/PF/F/UTIL,5500,SA@LAL 10/22/2018 10:30PM ET,SA,25.5
