Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Keita Bates-Diop (11533195),Keita Bates-Diop,11533195,SF/PF/F/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,1.25
C,Justin Patton (11533199),Justin Patton,11533199,C/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,0
PG,Jared Terrell (11533201),Jared Terrell,11533201,PG/G/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,0
SG/SF,James Nunnally (11533204),James Nunnally,11533204,SG/SF/F/G/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,10
SG/SF,C.J. Williams (11533209),C.J. Williams,11533209,SG/SF/F/G/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,-0.5
SF/PF,Luol Deng (11533214),Luol Deng,11533214,SF/PF/F/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,MIN,12.25
SG,Alex Caruso (11533218),Alex Caruso,11533218,SG/G/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,LAL,0
PF/C,Moritz Wagner (11533221),Moritz Wagner,11533221,PF/C/F/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,LAL,0
C,Ivica Zubac (11533225),Ivica Zubac,11533225,C/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,LAL,3.62
SF,Isaac Bonga (11533227),Isaac Bonga,11533227,SF/F/UTIL,3000,LAL@MIN 10/29/2018 08:00PM ET,LAL,0
SG/SF,DeVaughn Akoon-Purcell (11533230),DeVaughn Akoon-Purcell,11533230,SG/SF/F/G/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,DEN,1
C,Thomas Welsh (11533235),Thomas Welsh,11533235,C/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,DEN,2.75
PF,Tyler Lydon (11533237),Tyler Lydon,11533237,PF/F/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,DEN,1.62
SF/PF,Michael Porter Jr. (11533240),Michael Porter Jr.,11533240,SF/PF/F/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,DEN,0
SF/PF,Jarred Vanderbilt (11533244),Jarred Vanderbilt,11533244,SF/PF/F/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,DEN,0
SF/PF,Darius Miller (11533248),Darius Miller,11533248,SF/PF/F/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,NO,7.25
SG/SF,Kenrich Williams (11533252),Kenrich Williams,11533252,SG/SF/F/G/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,NO,1.25
SG/SF,Trevon Bluiett (11533257),Trevon Bluiett,11533257,SG/SF/F/G/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,NO,0
PG/SG,Tim Frazier (11533262),Tim Frazier,11533262,PG/SG/G/UTIL,3000,NO@DEN 10/29/2018 09:00PM ET,NO,6.75
SF/PF,Wenyen Gabriel (11533266),Wenyen Gabriel,11533266,SF/PF/F/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,SAC,0
SF/PF,Troy Williams (11533270),Troy Williams,11533270,SF/PF/F/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,SAC,6.75
C,Kosta Koufos (11533274),Kosta Koufos,11533274,C/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,SAC,0
SG/SF,Ben McLemore (11533276),Ben McLemore,11533276,SG/SF/F/G/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,SAC,3
SF,Yante Maten (11533281),Yante Maten,11533281,SF/F/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,MIA,0
SG/SF,Duncan Robinson (11533284),Duncan Robinson,11533284,SG/SF/F/G/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,MIA,10.5
PF,Udonis Haslem (11533289),Udonis Haslem,11533289,PF/F/UTIL,3000,SAC@MIA 10/29/2018 07:30PM ET,MIA,0.25
PF/C,Kristaps Porzingis (11533292),Kristaps Porzingis,11533292,PF/C/F/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,NY,0
PF/C,Isaiah Hicks (11533296),Isaiah Hicks,11533296,PF/C/F/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,NY,0
PG/SG,Ron Baker (11533300),Ron Baker,11533300,PG/SG/G/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,NY,4.7
PF/C,Luke Kornet (11533304),Luke Kornet,11533304,PF/C/F/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,NY,0.5
SG/SF,Courtney Lee (11533308),Courtney Lee,11533308,SG/SF/F/G/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,NY,0
C,Alan Williams (11533313),Alan Williams,11533313,C/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,BKN,0
SG/SF,Treveon Graham (11533315),Treveon Graham,11533315,SG/SF/F/G/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,BKN,3.75
SG/SF,Theo Pinson (11533320),Theo Pinson,11533320,SG/SF/F/G/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,BKN,3.88
SF/PF,Rodions Kurucs (11533325),Rodions Kurucs,11533325,SF/PF/F/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,BKN,14
SG/SF,Dzanan Musa (11533329),Dzanan Musa,11533329,SG/SF/F/G/UTIL,3000,BKN@NY 10/29/2018 07:30PM ET,BKN,5.75
SG/SF,Furkan Korkmaz (11533334),Furkan Korkmaz,11533334,SG/SF/F/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,1.94
PG/SG,Shake Milton (11533339),Shake Milton,11533339,PG/SG/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,0
PF,Jonah Bolden (11533343),Jonah Bolden,11533343,PF/F/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,0
PG,Demetrius Jackson (11533346),Demetrius Jackson,11533346,PG/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,0
PG/SG,Jerryd Bayless (11533349),Jerryd Bayless,11533349,PG/SG/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,0
SG/SF,Zhaire Smith (11533353),Zhaire Smith,11533353,SG/SF/F/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,PHI,0
PG,Jaylen Adams (11533358),Jaylen Adams,11533358,PG/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,ATL,1.38
SG/SF,Daniel Hamilton (11533361),Daniel Hamilton,11533361,SG/SF/F/G/UTIL,3000,ATL@PHI 10/29/2018 07:00PM ET,ATL,0
PF/C,Drew Eubanks (11533366),Drew Eubanks,11533366,PF/C/F/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,SA,2
PF/C,Chimezie Metu (11533370),Chimezie Metu,11533370,PF/C/F/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,SA,5
PG,Dejounte Murray (11533374),Dejounte Murray,11533374,PG/G/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,SA,0
SF,Quincy Pondexter (11533377),Quincy Pondexter,11533377,SF/F/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,SA,4
PG/SG,Lonnie Walker IV (11533380),Lonnie Walker IV,11533380,PG/SG/G/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,SA,0
PF,Ray Spalding (11533384),Ray Spalding,11533384,PF/F/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,DAL,0
PG/SG,Daryl Macon (11533387),Daryl Macon,11533387,PG/SG/G/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,DAL,0
SF/PF,Kostas Antetokounmpo (11533391),Kostas Antetokounmpo,11533391,SF/PF/F/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,DAL,0
C,Salah Mejri (11533395),Salah Mejri,11533395,C/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,DAL,0
SG/SF,Ryan Broekhoff (11533397),Ryan Broekhoff,11533397,SG/SF/F/G/UTIL,3000,DAL@SA 10/29/2018 08:30PM ET,DAL,2.38
