Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Christian Wood (11533158),Christian Wood,11533158,PF/C/F/UTIL,3000,TOR@MIL 10/29/2018 08:00PM ET,MIL,3.25
PG/SG,Matthew Dellavedova (11533162),Matthew Dellavedova,11533162,PG/SG/G/UTIL,3000,TOR@MIL 10/29/2018 08:00PM ET,MIL,6
SG,Jodie Meeks (11533166),Jodie Meeks,11533166,SG/G/UTIL,3000,TOR@MIL 10/29/2018 08:00PM ET,MIL,0
C,Meyers Leonard (11533169),Meyers Leonard,11533169,C/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,POR,8.31
SG,Gary Trent Jr. (11533171),Gary Trent Jr.,11533171,SG/G/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,POR,0
PG/SG,Anfernee Simons (11533174),Anfernee Simons,11533174,PG/SG/G/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,POR,0
PF/C,Ike Anigbogu (11533178),Ike Anigbogu,11533178,PF/C/F/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,IND,2.75
PF,Alize Johnson (11533182),Alize Johnson,11533182,PF/F/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,IND,2.33
PG/SG,Aaron Holiday (11533185),Aaron Holiday,11533185,PG/SG/G/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,IND,1.65
PG,Edmond Sumner (11533189),Edmond Sumner,11533189,PG/G/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,IND,1.25
SF,Ben Moore (11533192),Ben Moore,11533192,SF/F/UTIL,3000,POR@IND 10/29/2018 07:00PM ET,IND,0
