Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
27,1255365455,meandewd,9.73,310.25,UTIL Clint Capela G Victor Oladipo C JaVale McGee SF Josh Richardson PF Justise Winslow SG Tyler Johnson PG Trae Young F Kent Bazemore,,LaMarcus Aldridge,F,9.51%,47
27,1255049066,SonOfDad,0,310.25,C Wendell Carter Jr. PG Victor Oladipo SF Nicolas Batum G Donovan Mitchell UTIL Nikola Jokic PF Paul Millsap F Justise Winslow SG Tyler Johnson,,Trae Young,G,8.83%,56
30,1255207797,Levihill,19.46,309,C Wendell Carter Jr. SG Victor Oladipo UTIL Nikola Jokic F Brandon Ingram SF Kyle Kuzma PF Justise Winslow PG Tyler Johnson G Trae Young,,CJ McCollum,G,8.08%,25.5
31,1255296357,timetofly,9.73,308.5,SG James Harden C Wendell Carter Jr. G Victor Oladipo UTIL JaVale McGee SF Josh Richardson PF Justise Winslow PG Tyler Johnson F Omari Spellman,,Hassan Whiteside,UTIL,7.33%,22
31,1255501475,bearz1,9.73,308.5,C Wendell Carter Jr. UTIL Victor Oladipo PG Kemba Walker F Al-Farouq Aminu G Josh Richardson SF Justise Winslow PF Omari Spellman SG Jrue Holiday,,Cedi Osman,SF,7.27%,22
33,1255465969,thund23,9.73,308.25,C Wendell Carter Jr. UTIL Victor Oladipo PF Al-Farouq Aminu PG Dwyane Wade SF Justise Winslow G Tyler Johnson SG DeMar DeRozan F LaMarcus Aldridge,,Trey Lyles,PF,6.65%,19.5
34,1255249910,SirBear,0,308,C Wendell Carter Jr. PG Antonio Blakeney UTIL Nikola Jokic F Josh Richardson SF Justise Winslow G Tyler Johnson PF LaMarcus Aldridge SG Jrue Holiday,,P.J. Tucker,SF,6.40%,16.75
35,1254659789,packerbravefan,0,307.25,G Zach LaVine C Wendell Carter Jr. PG Kemba Walker F Cedi Osman SF Josh Richardson PF Justise Winslow SG Tyler Johnson UTIL Trae Young,,Chris Paul,PG,5.66%,32.5
36,1254631545,Mcoleman1902,0,305.75,C Wendell Carter Jr. PG Kemba Walker F Josh Richardson SF Justise Winslow SG Tyler Johnson UTIL Omari Spellman PF LaMarcus Aldridge G Jrue Holiday,,Kent Bazemore,SF,5.59%,16.75
37,1255088124,Cmefly80,9.73,305,C Wendell Carter Jr. F Justin Holiday SG Victor Oladipo UTIL JaVale McGee SF Josh Richardson PF Justise Winslow PG Tyler Johnson G DeMar DeRozan,,Brandon Ingram,F,5.22%,16.25
37,1255123106,mvyletel1928,9.73,305,SG James Harden C Wendell Carter Jr. PF Al-Farouq Aminu F Josh Richardson SF Justise Winslow PG Tyler Johnson UTIL Alex Len G Jrue Holiday,,Kyle Kuzma,F,5.22%,22
39,1255359345,eskinner0906,0,304.75,C Wendell Carter Jr. G Victor Oladipo PG Kemba Walker F Paul Millsap SG Dwyane Wade SF Justise Winslow UTIL Tyler Johnson PF LaMarcus Aldridge,,Paul Millsap,F,4.54%,27.75
40,1255451292,namder,0,304.5,C Wendell Carter Jr. G Victor Oladipo PG Kemba Walker SF Josh Richardson F Justise Winslow SG Jeremy Lin PF LaMarcus Aldridge UTIL Marco Belinelli,,Jamal Murray,PG,4.29%,30.75
41,1254538584,cw333,9.73,304,UTIL Wendell Carter Jr. G Kemba Walker C JaVale McGee SF Josh Richardson SG Dwyane Wade PF Justise Winslow PG Tyler Johnson F LaMarcus Aldridge,,Taurean Prince,F,4.16%,27.5
41,1254558406,jfish1334,9.73,304,UTIL Wendell Carter Jr. G Kemba Walker C JaVale McGee SF Josh Richardson SG Dwyane Wade PF Justise Winslow PG Tyler Johnson F LaMarcus Aldridge,,Bryn Forbes,UTIL,4.16%,16.75
41,1255243210,Davis3451,9.73,304,UTIL Wendell Carter Jr. PG Kemba Walker C JaVale McGee SF Josh Richardson SG Dwyane Wade F Justise Winslow G Tyler Johnson PF LaMarcus Aldridge,,Darren Collison,PG,3.85%,19.5
44,1255101097,tavery01,0,303.75,C Wendell Carter Jr. UTIL Jamal Murray SF Josh Richardson PF Justise Winslow G Tyler Johnson PG Trae Young SG Kent Bazemore F DeMar DeRozan,,Jeremy Lin,SG,3.85%,14
45,1255415813,dothemaff,9.73,303.5,SG Zach LaVine C Wendell Carter Jr. PF Al-Farouq Aminu UTIL Hassan Whiteside SF Justise Winslow PG Tyler Johnson G Trae Young F Nikola Mirotic,,E'Twaun Moore,SF,3.54%,17.25
46,1254967374,maxsubset,9.73,302.75,C Wendell Carter Jr. G Kemba Walker UTIL Damian Lillard SF Josh Richardson PF Justise Winslow SG Tyler Johnson PG Trae Young F Omari Spellman,,Ricky Rubio,PG,3.42%,30.5
47,1254300846,neffer16,19.46,301.75,C Wendell Carter Jr. PG Kemba Walker PF Al-Farouq Aminu UTIL JaVale McGee G Josh Richardson SF Justise Winslow SG Tyler Johnson F LaMarcus Aldridge,,Cameron Payne,UTIL,2.98%,20.75
47,1254627237,mrmatos,19.46,301.75,C Wendell Carter Jr. PG Kemba Walker PF Al-Farouq Aminu UTIL JaVale McGee G Josh Richardson SF Justise Winslow SG Tyler Johnson F LaMarcus Aldridge,,Rodney McGruder,SG,2.80%,31
47,1254637549,egordz,19.46,301.75,C Wendell Carter Jr. PG Kemba Walker PF Al-Farouq Aminu UTIL JaVale McGee G Josh Richardson SF Justise Winslow SG Tyler Johnson F LaMarcus Aldridge,,Al Horford,F,2.61%,27.5
47,1254710091,Kmac_17,19.46,301.75,C Wendell Carter Jr. PG Kemba Walker PF Al-Farouq Aminu UTIL JaVale McGee G Josh Richardson SF Justise Winslow SG Tyler Johnson F LaMarcus Aldridge,,Rodney Hood,UTIL,2.49%,14.75
47,1254840069,stanlee24,19.46,301.75,C Wendell Carter Jr. PG Kemba Walker SF Al-Farouq Aminu UTIL JaVale McGee G Josh Richardson PF Justise Winslow SG Tyler Johnson F LaMarcus Aldridge,,Marcus Morris,PF,2.49%,37
47,1255107666,Orochi,19.46,301.75,UTIL Wendell Carter Jr. PG Kemba Walker SF Al-Farouq Aminu C JaVale McGee SG Josh Richardson PF Justise Winslow G Tyler Johnson F LaMarcus Aldridge,,Tristan Thompson,C,2.30%,20.5
47,1255145974,papagates,0,301.75,PF Jabari Parker C Wendell Carter Jr. G Cameron Payne PG Victor Oladipo UTIL Nikola Jokic SG Dwyane Wade SF Justise Winslow F LaMarcus Aldridge,,Mason Plumlee,PF,2.24%,17.5
54,1255442201,Scuba3321,9.73,300.25,C Clint Capela PG Victor Oladipo UTIL Jusuf Nurkic SF Josh Richardson PF Justise Winslow SG Tyler Johnson G Trae Young F Kent Bazemore,,Zach Collins,PF,2.18%,13.75
54,1255525109,rqp1980,9.73,300.25,C Wendell Carter Jr. PG Victor Oladipo UTIL Nikola Jokic F Paul Millsap G Lonzo Ball SF Justise Winslow SG Tyler Johnson PF LaMarcus Aldridge,,Nikola Mirotic,PF,2.11%,46
54,1255530414,thetimboslice9,0,300.25,C Wendell Carter Jr. SG Victor Oladipo SF Gordon Hayward G Donovan Mitchell UTIL Nikola Jokic PF Justise Winslow PG Tyler Johnson F Taurean Prince,,Carmelo Anthony,F,2.05%,26.25
57,1254384301,Itownlax23,9.73,299.75,C Wendell Carter Jr. G Victor Oladipo PG Kemba Walker PF Al-Farouq Aminu SF Justise Winslow SG Tyler Johnson F Taurean Prince UTIL Jrue Holiday,,Gordon Hayward,SG,2.05%,22.75
57,1254678862,Lightsout242,9.73,299.75,SG James Harden UTIL Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Nicolas Batum C JaVale McGee PF Justise Winslow PG Tyler Johnson,,Nik Stauskas,SF,1.99%,7.5
57,1254871512,ef87tz,9.73,299.75,SG James Harden UTIL Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Nicolas Batum C JaVale McGee PF Justise Winslow PG Tyler Johnson,,DeAndre' Bembry,F,1.93%,20
57,1255270301,jpeter61,9.73,299.75,C Wendell Carter Jr. G Victor Oladipo PG Kemba Walker PF Al-Farouq Aminu SF Justise Winslow SG Tyler Johnson F Taurean Prince UTIL Jrue Holiday,,Malik Monk,G,1.93%,25.25
57,1255452589,EvanSlowski,9.73,299.75,G James Harden C Wendell Carter Jr. SF Justin Holiday SG Victor Oladipo F Nicolas Batum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Anthony Davis,F,1.93%,44
57,1254234195,tildo21,0,299.75,C Clint Capela PG Zach LaVine UTIL Wendell Carter Jr. G Victor Oladipo F Josh Richardson PF Justise Winslow SG Tyler Johnson SF Kent Bazemore,,Caleb Swanigan,UTIL,1.68%,2
57,1254252443,Mem1984,0,299.75,C Clint Capela PG Zach LaVine UTIL Wendell Carter Jr. G Victor Oladipo F Josh Richardson PF Justise Winslow SG Tyler Johnson SF Kent Bazemore,,Gerald Green,SG,1.55%,12
57,1254507474,antonino_derosa,0,299.75,UTIL Clint Capela G Zach LaVine C Wendell Carter Jr. PG Victor Oladipo F Josh Richardson PF Justise Winslow SG Tyler Johnson SF Kent Bazemore,,Marco Belinelli,G,1.55%,24.75
57,1254947583,Mozart81,0,299.75,C Clint Capela PG Zach LaVine UTIL Wendell Carter Jr. G Victor Oladipo F Josh Richardson PF Justise Winslow SG Tyler Johnson SF Kent Bazemore,,Sam Dekker,PF,1.55%,12.75
66,1254781153,wdimitt19,19.46,299.25,C Wendell Carter Jr. PG Kemba Walker F Al-Farouq Aminu UTIL JaVale McGee SF Josh Richardson PF Justise Winslow SG Tyler Johnson G Jrue Holiday,,Cody Zeller,C,1.49%,17.5
66,1255223712,zombiedave,19.46,299.25,C Wendell Carter Jr. SG Victor Oladipo UTIL Jusuf Nurkic SF Al-Farouq Aminu G Josh Richardson PF Justise Winslow PG Tyler Johnson F DeMar DeRozan,,Michael Kidd-Gilchrist,SF,1.37%,19
66,1255466523,WrigleyTheDog,19.46,299.25,C Wendell Carter Jr. PG Kemba Walker F Al-Farouq Aminu UTIL JaVale McGee SF Josh Richardson PF Justise Winslow G Tyler Johnson SG Jrue Holiday,,Jae Crowder,F,1.31%,37.25
66,1254408445,mikek088,0,299.25,UTIL James Harden C Wendell Carter Jr. PG Victor Oladipo SG Malik Monk F Rodney Hood SF Josh Richardson PF Justise Winslow G Tyler Johnson,,Kelly Olynyk,PF,1.31%,0.75
66,1254861146,dddennis,0,299.25,G Zach LaVine C Wendell Carter Jr. SG Victor Oladipo PG Kemba Walker F Trey Lyles SF Josh Richardson PF Justise Winslow UTIL Tyler Johnson,,Donovan Mitchell,G,1.12%,35.25
71,1255368481,ybomb,9.73,299,UTIL Wendell Carter Jr. F Justin Holiday C JaVale McGee SF Josh Richardson PF Justise Winslow PG Tyler Johnson SG DeMar DeRozan G Jrue Holiday,,Derrick Favors,F,1.12%,21.75
71,1254968143,whitey1017,0,299,PF Jabari Parker C Wendell Carter Jr. G Victor Oladipo F Cedi Osman UTIL Nikola Jokic SF Justise Winslow PG Tyler Johnson SG Jrue Holiday,,Myles Turner,UTIL,1.06%,20.5
73,1255314366,emge,9.73,298.75,UTIL Clint Capela F P.J. Tucker PG Victor Oladipo C JaVale McGee SF Josh Richardson PF Justise Winslow SG Tyler Johnson G Jrue Holiday,,Pau Gasol,C,1.06%,13
73,1255491455,bigez0990,9.73,298.75,PG Zach LaVine C Wendell Carter Jr. SF Justin Holiday PF Al-Farouq Aminu UTIL Hassan Whiteside SG Josh Richardson F Justise Winslow G Trae Young,,Gary Harris,SG,0.93%,25.5
75,1255525251,sackdeez,9.73,298.5,PG James Harden C Wendell Carter Jr. F Marcus Morris G Evan Turner SG Josh Richardson SF Justise Winslow PF Omari Spellman UTIL Jrue Holiday,,Jeremy Lamb,SF,0.93%,33
75,1255226832,qforshort,0,298.5,C Wendell Carter Jr. UTIL Nikola Jokic SF Josh Richardson SG Dwyane Wade F Justise Winslow PG Tyler Johnson PF Rudy Gay G Jrue Holiday,,Kyrie Irving,PG,0.93%,32.5
77,1254294617,kozaksergiy,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Tim Frazier,UTIL,0.93%,3.5
77,1254338541,boney1781,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Domantas Sabonis,C,0.75%,30.25
77,1254343736,FMW50,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Tony Parker,G,0.75%,21.5
77,1254346135,ricosauve3,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Patty Mills,G,0.62%,39
77,1254346788,Alphawarrior43,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Rajon Rondo,G,0.62%,40.75
77,1254347441,gdbraden,9.73,297.75,G James Harden UTIL Wendell Carter Jr. F Justin Holiday SG Victor Oladipo SF Jayson Tatum C JaVale McGee PF Justise Winslow PG Tyler Johnson,,Miles Bridges,SF,0.62%,18.25
77,1254348789,danielgordon147,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Thaddeus Young,UTIL,0.62%,23.5
77,1254380707,munoz716,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Rudy Gobert,C,0.56%,31
77,1254433366,VinceM28,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Julius Randle,UTIL,0.50%,23.5
77,1254434238,flyingillini0806,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Juancho Hernangómez,SF,0.50%,16.5
77,1254448763,bmcwhinnie,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Dewayne Dedmon,UTIL,0.50%,28.25
77,1254471512,matthew_elizalde,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Collin Sexton,PG,0.44%,9.75
77,1254477300,dewayne202,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Cristiano Felicio,C,0.44%,5.25
77,1254480079,Strickspicks23,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Dante Cunningham,PF,0.37%,33.75
77,1254515797,drbaldy,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Larry Nance Jr.,PF,0.37%,12.5
77,1254523061,nicaragua69,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Marvin Williams,PF,0.37%,11.25
77,1254528610,DankLordHalo,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Alex Poythress,SF,0.37%,10.75
77,1254555033,saints5386,9.73,297.75,SG James Harden UTIL Wendell Carter Jr. F Justin Holiday PG Victor Oladipo SF Jayson Tatum C JaVale McGee PF Justise Winslow G Tyler Johnson,,Joe Ingles,SG,0.37%,22
77,1254560116,sereditario,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Alex Len,UTIL,0.37%,24.5
77,1254567597,jddjrfl,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Jaylen Brown,F,0.31%,24.25
77,1254570860,RevRyan75,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Ryan Arcidiacono,PG,0.31%,14.25
77,1254584948,number1fav7777,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Lance Stephenson,PG,0.31%,12
77,1254587340,Al_DaDon,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Tyreke Evans,SG,0.31%,26
77,1254602041,bobo1977,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Josh Hart,SG,0.25%,15.75
77,1254610132,wobblezG,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Monte Morris,G,0.25%,9
77,1254613406,ahus75,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Terry Rozier,G,0.25%,19.5
77,1254621763,A-LaB-06,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday PG Victor Oladipo PF Jayson Tatum UTIL JaVale McGee F Justise Winslow G Tyler Johnson,,Jordan Clarkson,SG,0.19%,21.5
77,1254627028,Aggie_10,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Bojan Bogdanovic,F,0.19%,27.25
77,1254642159,djsbroncos,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Danté Exum,G,0.19%,8.75
77,1254644266,truson,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,James Ennis III,F,0.19%,25.25
77,1254646730,Phelly21,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Guillermo Hernangómez,UTIL,0.12%,28.25
77,1254657397,TooEasy95,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Torrey Craig,SG,0.12%,15
77,1254661828,Boomshakalaka_69,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,George Hill,SG,0.12%,8.75
77,1254667825,Catcher4357,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Royce O'Neale,F,0.12%,13.75
77,1254685734,thatdudesheff,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Vince Carter,SG,0.12%,20
77,1254705895,8EIGHT8,9.73,297.75,SG James Harden UTIL Wendell Carter Jr. F Justin Holiday PG Victor Oladipo SF Jayson Tatum C JaVale McGee PF Justise Winslow G Tyler Johnson,,Eric Gordon,UTIL,0.12%,0
77,1254706310,Branson45,9.73,297.75,SG James Harden C Wendell Carter Jr. SF Justin Holiday G Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow PG Tyler Johnson,,Grayson Allen,SG,0.12%,0
77,1254708509,jayballin08,9.73,297.75,UTIL Victor Oladipo PG Darren Collison G Ricky Rubio PF Paul Millsap C JaVale McGee F Josh Richardson SF Justise Winslow SG Jrue Holiday,,Jake Layman,PF,0.12%,18.75
77,1254724742,pipolechap,9.73,297.75,G James Harden C Wendell Carter Jr. SF Justin Holiday PG Victor Oladipo F Jayson Tatum UTIL JaVale McGee PF Justise Winslow SG Tyler Johnson,,Malik Beasley,G,0.12%,16
