Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Josh Richardson (11505812),Josh Richardson,11505812,SG/SF/F/G/UTIL,6500,NY@MIA 10/24/2018 07:30PM ET,MIA,31.75
SF,Taurean Prince (11505809) (LOCKED),Taurean Prince,11505809,SF/F/UTIL,6500,DAL@ATL 10/24/2018 07:00PM ET,ATL,36
PG,Rajon Rondo (11505817),Rajon Rondo,11505817,PG/G/UTIL,6400,LAL@PHO 10/24/2018 10:00PM ET,LAL,39.38
PG/SG,D'Angelo Russell (11505823) (LOCKED),D'Angelo Russell,11505823,PG/SG/G/UTIL,6300,BKN@CLE 10/24/2018 07:00PM ET,BKN,28.08
PG,Dennis Smith Jr. (11505820) (LOCKED),Dennis Smith Jr.,11505820,PG/G/UTIL,6300,DAL@ATL 10/24/2018 07:00PM ET,DAL,24
PG,Lonzo Ball (11505827),Lonzo Ball,11505827,PG/G/UTIL,6300,LAL@PHO 10/24/2018 10:00PM ET,LAL,26.17
PG,Goran Dragic (11505830),Goran Dragic,11505830,PG/G/UTIL,6200,NY@MIA 10/24/2018 07:30PM ET,MIA,35.17
SF/PF,Dario Saric (11505833),Dario Saric,11505833,SF/PF/F/UTIL,6100,PHI@MIL 10/24/2018 09:30PM ET,PHI,29.69
PG/SG,Kris Dunn (11505837),Kris Dunn,11505837,PG/SG/G/UTIL,6000,CHA@CHI 10/24/2018 08:00PM ET,CHI,23
SF/PF,Otto Porter Jr. (11505845),Otto Porter Jr.,11505845,SF/PF/F/UTIL,6000,WAS@GS 10/24/2018 10:30PM ET,WAS,29.17
PF/C,John Collins (11505841) (LOCKED),John Collins,11505841,PF/C/F/UTIL,6000,DAL@ATL 10/24/2018 07:00PM ET,ATL,0
C,Jarrett Allen (11505849) (LOCKED),Jarrett Allen,11505849,C/UTIL,5900,BKN@CLE 10/24/2018 07:00PM ET,BKN,29.33
PF/C,DeMarcus Cousins (11505851),DeMarcus Cousins,11505851,PF/C/F/UTIL,5900,WAS@GS 10/24/2018 10:30PM ET,GS,0
SG/SF,Cedi Osman (11505858) (LOCKED),Cedi Osman,11505858,SG/SF/F/G/UTIL,5800,BKN@CLE 10/24/2018 07:00PM ET,CLE,35
SG,Klay Thompson (11505865),Klay Thompson,11505865,SG/G/UTIL,5800,WAS@GS 10/24/2018 10:30PM ET,GS,23.75
PG,Jeff Teague (11505855),Jeff Teague,11505855,PG/G/UTIL,5800,MIN@TOR 10/24/2018 07:30PM ET,MIN,32
SG/SF,Eric Gordon (11505868),Eric Gordon,11505868,SG/SF/F/G/UTIL,5800,UTA@HOU 10/24/2018 08:00PM ET,HOU,25.75
PG/SG,Josh Hart (11505873),Josh Hart,11505873,PG/SG/G/UTIL,5800,LAL@PHO 10/24/2018 10:00PM ET,LAL,34.58
