Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
31,1249455264,rhetthuffaker20,0,313.5,C Joel Embiid SF Paul George PG John Wall UTIL Willie Cauley-Stein SG Buddy Hield F Jerami Grant PF Pascal Siakam G Jerian Grant,,Cedi Osman,F,4.74%,31.75
33,1249392140,Jim_Wooskie,0,312.75,PG Russell Westbrook PF Aaron Gordon G Bradley Beal C Willie Cauley-Stein UTIL Al Horford SG Buddy Hield SF Jerami Grant F Pascal Siakam,,Mike Conley,G,4.69%,37.25
34,1249576097,trid,0,312.25,F Kawhi Leonard G Chris Paul C Clint Capela SG Bradley Beal SF Buddy Hield UTIL Collin Sexton PF Pascal Siakam PG Jerian Grant,,Trae Young,G,4.55%,31.25
35,1249031337,DenverCityMike,0,310.75,C Andre Drummond PG Kemba Walker SF Aaron Gordon SG Bradley Beal UTIL Jusuf Nurkic G Buddy Hield F Jerami Grant PF Sam Dekker,,Hassan Whiteside,C,4.26%,35.5
36,1249060998,KlairVoyant,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Justin Jackson,F,4.21%,4.5
36,1249126897,bman26,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Zach Collins,PF,4.21%,21
36,1249128114,bdetrick33,0,310.25,C Joel Embiid PG Kemba Walker UTIL Bradley Beal SG Buddy Hield F Carmelo Anthony G Nicolas Batum SF Robert Covington PF Pascal Siakam,,Al-Farouq Aminu,PF,3.97%,14
36,1249160213,MattMoose,0,310.25,PG Russell Westbrook UTIL Aaron Gordon G Bradley Beal C Al Horford SG Buddy Hield SF Carmelo Anthony F Nicolas Batum PF Pascal Siakam,,Ben Simmons,G,3.92%,32
36,1249355600,Olsen319,0,310.25,PG Russell Westbrook UTIL Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield SF Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Blake Griffin,PF,3.82%,48.25
36,1249371030,jer4940,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,P.J. Tucker,F,3.77%,25.5
36,1249387202,moklovin,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Jeremy Lamb,SF,3.72%,12.75
36,1249455102,Kcinemod,0,310.25,C Joel Embiid G Kemba Walker PG Kyle Lowry SG Buddy Hield SF Carmelo Anthony F Nicolas Batum UTIL Collin Sexton PF Pascal Siakam,,Andre Drummond,C,3.72%,42.5
36,1249566773,trainallday,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Jusuf Nurkic,C,3.58%,40
36,1249578537,ghostspider74,0,310.25,PG Russell Westbrook UTIL Aaron Gordon SG Bradley Beal C Al Horford G Buddy Hield F Carmelo Anthony SF Nicolas Batum PF Pascal Siakam,,Dewayne Dedmon,C,3.48%,14
36,1249614126,iampanalo,0,310.25,PG Russell Westbrook SF Aaron Gordon SG Bradley Beal C Al Horford F Buddy Hield UTIL Carmelo Anthony G Nicolas Batum PF Pascal Siakam,,Al Horford,F,3.34%,25.75
36,1249706466,nwurm42,0,310.25,PG Russell Westbrook UTIL Aaron Gordon G Bradley Beal C Al Horford SG Buddy Hield SF Carmelo Anthony F Nicolas Batum PF Pascal Siakam,,Kyrie Irving,UTIL,3.34%,47.75
48,1249243081,drewvaziri,0,309.25,C Joel Embiid UTIL Hassan Whiteside PG Kyrie Irving SG Bradley Beal G Buddy Hield PF Carmelo Anthony SF Jerami Grant F Pascal Siakam,,Damian Lillard,G,3.00%,37.25
48,1249293486,InSearchofaWin,0,309.25,C Joel Embiid PG Kemba Walker PF Aaron Gordon SG Bradley Beal UTIL Nemanja Bjelica SF Nicolas Batum F Pascal Siakam G Michael Carter-Williams,,Markelle Fultz,G,2.66%,16
48,1249334365,SBlack15,0,309.25,C Nikola Vucevic PG Kemba Walker UTIL Marc Gasol SG Bradley Beal F Buddy Hield SF Carmelo Anthony G Collin Sexton PF Pascal Siakam,,JJ Redick,SG,2.18%,22.25
48,1249549887,jcorr721,0,309.25,PG Russell Westbrook UTIL Kyrie Irving SF Aaron Gordon G Eric Gordon SG Buddy Hield PF Carmelo Anthony C Serge Ibaka F Sam Dekker,,Otto Porter Jr.,SF,1.93%,30.5
48,1249553592,gargamel99,0,309.25,C Joel Embiid UTIL Hassan Whiteside PG Kyrie Irving SG Bradley Beal G Buddy Hield PF Carmelo Anthony SF Jerami Grant F Pascal Siakam,,Frank Mason III,PG,1.84%,17.5
48,1249679436,nuckfuggets,0,309.25,G Russell Westbrook PG Kemba Walker SG Bradley Beal C Jusuf Nurkic SF Buddy Hield F Carmelo Anthony PF Pascal Siakam UTIL Michael Kidd-Gilchrist,,Tobias Harris,PF,1.84%,23.25
54,1249169367,Willynilly,0,309,PG Chris Paul PF Paul George SF Danilo Gallinari G Buddy Hield SG Lou Williams F JJ Redick C Serge Ibaka UTIL Pascal Siakam,,Kyle Anderson,UTIL,1.79%,30.75
54,1249322978,Markhole,0,309,C Joel Embiid PG Kyrie Irving SF Aaron Gordon G Bradley Beal UTIL Carmelo Anthony PF Kelly Olynyk SG Nicolas Batum F Pascal Siakam,,Robert Covington,PF,1.69%,35.5
54,1249691249,biglew35,0,309,PG Russell Westbrook G John Wall SF Aaron Gordon C Jusuf Nurkic SG Buddy Hield F Al-Farouq Aminu UTIL Jerami Grant PF Pascal Siakam,,Jason Smith,C,1.60%,24.5
54,1249694733,Bucovinas,0,309,C Joel Embiid PG Kyrie Irving SF Aaron Gordon G Bradley Beal UTIL Carmelo Anthony PF Kelly Olynyk SG Nicolas Batum F Pascal Siakam,,Josh Richardson,SF,1.40%,26
54,1249706971,KevinYeah,0,309,C Joel Embiid PG Kyrie Irving UTIL Aaron Gordon G Bradley Beal SF Carmelo Anthony PF Kelly Olynyk SG Nicolas Batum F Pascal Siakam,,Shai Gilgeous-Alexander,PG,1.40%,10.5
59,1249204555,JayScoop,0,308.75,G Russell Westbrook C Joel Embiid UTIL Clint Capela SG Buddy Hield F Al-Farouq Aminu SF Jerami Grant PG Collin Sexton PF Pascal Siakam,,Montrezl Harrell,PF,1.31%,17
60,1249586101,TMTmike,0,308.5,PG Kemba Walker UTIL Kyle Lowry SF Aaron Gordon SG Bradley Beal F Evan Fournier G Buddy Hield C Serge Ibaka PF Pascal Siakam,,Rodney Hood,UTIL,1.21%,39.25
61,1249074475,m.bosch4,0,308.25,UTIL Joel Embiid G Kemba Walker SF Aaron Gordon SG Bradley Beal F Carmelo Anthony C Serge Ibaka PG Collin Sexton PF Pascal Siakam,,Sam Dekker,F,1.11%,36.25
61,1249636365,fflmaster,0,308.25,UTIL Joel Embiid PF Blake Griffin C Hassan Whiteside G Kyrie Irving SG Buddy Hield SF Jerami Grant PG Shai Gilgeous-Alexander F Pascal Siakam,,Goran Dragic,PG,1.06%,13.25
61,1249687595,jruby7112,0,308.25,G Russell Westbrook PG Kemba Walker SG Bradley Beal SF Buddy Hield F Nicolas Batum C Serge Ibaka UTIL Jeremy Lamb PF Pascal Siakam,,Rodney McGruder,G,1.02%,24.75
64,1249320381,Nubbs519,0,308,PG Kemba Walker G Kyrie Irving SF Aaron Gordon SG Bradley Beal C Al Horford UTIL Kent Bazemore F Buddy Hield PF Pascal Siakam,,Cody Zeller,C,0.92%,24
65,1249140413,TrippinB,0,307.75,C Joel Embiid PG Kemba Walker UTIL Blake Griffin SG Buddy Hield F Jaren Jackson Jr. G Nicolas Batum PF Pascal Siakam SF Sam Dekker,,Jonathan Isaac,F,0.92%,16.25
65,1249474733,ehlowel,0,307.75,PG Kemba Walker C Marc Gasol UTIL Aaron Gordon SG Bradley Beal SF Cedi Osman G Buddy Hield F Carmelo Anthony PF Pascal Siakam,,Paul George,PF,0.92%,58
67,1249267669,kjbarfield,0,307,PG Kemba Walker C Hassan Whiteside G Kyrie Irving SG Bradley Beal UTIL Kent Bazemore F Buddy Hield SF Nicolas Batum PF Pascal Siakam,,De'Aaron Fox,PG,0.87%,25.5
67,1249341638,shaderict,0,307,PF Paul George G Kyrie Irving SG Bradley Beal C Willie Cauley-Stein SF Buddy Hield F Carmelo Anthony UTIL Serge Ibaka PG George Hill,,DeAndre' Bembry,F,0.82%,20
69,1249454548,theheaters,0,306.75,G Russell Westbrook PG Chris Paul SF Nemanja Bjelica SG Buddy Hield UTIL Carmelo Anthony C Serge Ibaka F P.J. Tucker PF Pascal Siakam,,Jayson Tatum,SF,0.73%,28
70,1249589958,rookie82,0,306.5,C Joel Embiid UTIL Clint Capela SF Aaron Gordon G Bradley Beal SG Buddy Hield F Carmelo Anthony PG D.J. Augustin PF Pascal Siakam,,Michael Kidd-Gilchrist,SF,0.73%,25.5
71,1248934610,mrchrislevin,0,306.25,G Russell Westbrook PG Kemba Walker SG Bradley Beal F Cedi Osman SF Buddy Hield C Serge Ibaka UTIL Jeff Green PF Pascal Siakam,,Ian Mahinmi,C,0.73%,14.5
71,1248988947,Awesemo,0,306.25,UTIL Russell Westbrook PG Kemba Walker G Bradley Beal SF Cedi Osman SG Buddy Hield C Serge Ibaka F Jeff Green PF Pascal Siakam,,D.J. Augustin,G,0.68%,20
71,1249308651,fvillanu,0,306.25,G Russell Westbrook PG Kemba Walker SG Bradley Beal F Cedi Osman SF Buddy Hield C Serge Ibaka UTIL Jeff Green PF Pascal Siakam,,Marcus Morris,F,0.63%,30.25
71,1249362392,dkiefr19,0,306.25,UTIL Russell Westbrook PG Kemba Walker SG Bradley Beal SF Cedi Osman G Buddy Hield C Serge Ibaka F Jeff Green PF Pascal Siakam,,Jordan Clarkson,G,0.63%,21
71,1249439368,FatStackz,0,306.25,G Russell Westbrook PG Kemba Walker SG Bradley Beal UTIL Cedi Osman SF Buddy Hield C Serge Ibaka F Jeff Green PF Pascal Siakam,,Kelly Olynyk,C,0.63%,25.75
71,1249522538,troger,0,306.25,PG Russell Westbrook G Kemba Walker SG Bradley Beal UTIL Cedi Osman SF Buddy Hield C Serge Ibaka F Jeff Green PF Pascal Siakam,,Lou Williams,PG,0.58%,24.75
77,1249359690,steelman1973,0,306,PG Russell Westbrook G Kyrie Irving PF Aaron Gordon SG Bradley Beal C Kelly Olynyk F Nicolas Batum SF Jeremy Lamb UTIL Pascal Siakam,,Avery Bradley,UTIL,0.53%,19.25
78,1248926119,TheKurgan100,0,305.75,PG Russell Westbrook G John Wall SG Bradley Beal C Jusuf Nurkic SF Buddy Hield PF Al-Farouq Aminu UTIL Jerami Grant F Pascal Siakam,,Garrett Temple,G,0.53%,30
78,1249126202,edoublin,0,305.75,PG Kemba Walker UTIL Blake Griffin SG Bradley Beal C Willie Cauley-Stein PF Nemanja Bjelica G Buddy Hield SF Carmelo Anthony F Pascal Siakam,,Taurean Prince,UTIL,0.53%,17.5
78,1249135382,soberdash1,0,305.75,PG Russell Westbrook G John Wall SG Bradley Beal C Jusuf Nurkic SF Buddy Hield F Al-Farouq Aminu UTIL Jerami Grant PF Pascal Siakam,,Omari Spellman,F,0.53%,9.5
78,1249161790,McLuvin,0,305.75,PG Kemba Walker F Blake Griffin G Bradley Beal C Willie Cauley-Stein SF Nemanja Bjelica SG Buddy Hield UTIL Carmelo Anthony PF Pascal Siakam,,Steven Adams,C,0.48%,40.5
78,1249254532,GoBlue84,0,305.75,PG Chris Paul G Kemba Walker F Aaron Gordon SF Nemanja Bjelica SG Buddy Hield UTIL Carmelo Anthony C Serge Ibaka PF Pascal Siakam,,Dwyane Wade,G,0.44%,29.75
78,1249328569,IGrift,0,305.75,PG Kemba Walker C Blake Griffin SG Bradley Beal UTIL Willie Cauley-Stein F Nemanja Bjelica G Buddy Hield SF Carmelo Anthony PF Pascal Siakam,,George Hill,G,0.44%,26.5
78,1249405994,jaybucky,0,305.75,PG Russell Westbrook G John Wall SG Bradley Beal C Jusuf Nurkic UTIL Buddy Hield SF Al-Farouq Aminu F Jerami Grant PF Pascal Siakam,,Jonas Valanciunas,UTIL,0.39%,32.5
78,1249577119,gfoy71,0,305.75,PG Russell Westbrook G John Wall SG Bradley Beal C Jusuf Nurkic SF Buddy Hield PF Al-Farouq Aminu F Jerami Grant UTIL Pascal Siakam,,Vince Carter,SG,0.39%,17.25
78,1249608736,CJNIII,0,305.75,PG Russell Westbrook G John Wall SG Bradley Beal C Jusuf Nurkic UTIL Buddy Hield F Al-Farouq Aminu SF Jerami Grant PF Pascal Siakam,,Kelly Oubre Jr.,SG,0.39%,25.5
78,1249703544,tresocho38,0,305.75,PG Kemba Walker C Blake Griffin SG Bradley Beal UTIL Willie Cauley-Stein F Nemanja Bjelica G Buddy Hield SF Carmelo Anthony PF Pascal Siakam,,Ish Smith,G,0.39%,23.5
88,1249079939,woozler,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal F Nemanja Bjelica G Buddy Hield SF Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Tyler Johnson,SG,0.39%,22.5
88,1249102180,deedzdmv,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal PF Nemanja Bjelica G Buddy Hield F Carmelo Anthony SF P.J. Tucker UTIL Pascal Siakam,,Reggie Jackson,G,0.34%,12.5
88,1249115586,randygtx,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield UTIL Carmelo Anthony F P.J. Tucker PF Pascal Siakam,,Danilo Gallinari,UTIL,0.34%,37.75
88,1249185849,adam205,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal F Nemanja Bjelica G Buddy Hield SF Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Michael Carter-Williams,PG,0.34%,15.75
88,1249234164,jrs1draftkings,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield F Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Danny Green,F,0.34%,24.5
88,1249267963,bfoster,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield F Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Alex Len,UTIL,0.29%,42.75
88,1249339384,VerbalAcorn,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal F Nemanja Bjelica G Buddy Hield PF Carmelo Anthony SF P.J. Tucker UTIL Pascal Siakam,,Nik Stauskas,SG,0.29%,14.25
88,1249365424,rocko3807,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield F Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Jerian Grant,PG,0.29%,15.5
88,1249509567,McFly79,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield F Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Tristan Thompson,C,0.24%,40.75
88,1249542643,bwitkowski,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal SF Nemanja Bjelica G Buddy Hield F Carmelo Anthony PF P.J. Tucker UTIL Pascal Siakam,,Dario Saric,F,0.24%,16.25
88,1249582800,Witness23,0,305.5,G Russell Westbrook PG Kemba Walker PF Nemanja Bjelica SG Evan Fournier SF Buddy Hield UTIL Otto Porter Jr. C Serge Ibaka F Pascal Siakam,,Dennis Schroder,SG,0.19%,21
88,1249635614,hooty8124,0,305.5,C Joel Embiid PG Kemba Walker G Bradley Beal PF Nemanja Bjelica SG Buddy Hield SF Carmelo Anthony UTIL P.J. Tucker F Pascal Siakam,,Terrence Ross,SF,0.19%,29.5
88,1249650553,IQlogic,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal F Nemanja Bjelica G Buddy Hield SF Carmelo Anthony UTIL P.J. Tucker PF Pascal Siakam,,Patrick Beverley,PG,0.19%,23.75
88,1249668051,TigerWoulds,0,305.5,C Joel Embiid PG Kemba Walker SG Bradley Beal PF Nemanja Bjelica G Buddy Hield F Carmelo Anthony SF P.J. Tucker UTIL Pascal Siakam,,Justise Winslow,SF,0.19%,21.25
88,1249678917,screed0839,0,305.5,C Joel Embiid PG Kemba Walker G Bradley Beal UTIL Nemanja Bjelica SG Buddy Hield PF Carmelo Anthony SF P.J. Tucker F Pascal Siakam,,Gordon Hayward,SF,0.19%,15
103,1249263272,john2376,0,305.25,SG Kawhi Leonard PG Kemba Walker G Bradley Beal C Willie Cauley-Stein SF Nemanja Bjelica F Buddy Hield UTIL Gerald Green PF Pascal Siakam,,Yogi Ferrell,SG,0.19%,0
103,1249299621,breadslinger88,0,305.25,PG Russell Westbrook G Kyrie Irving SF Aaron Gordon C Larry Nance Jr. PF Nemanja Bjelica SG Buddy Hield F Jeff Green UTIL Pascal Siakam,,Marcus Smart,SG,0.15%,14
103,1249633005,twinbal7,0,305.25,F Kawhi Leonard PG Kemba Walker SG Bradley Beal C Willie Cauley-Stein PF Nemanja Bjelica G Buddy Hield SF Gerald Green UTIL Pascal Siakam,,Nerlens Noel,UTIL,0.15%,10.5
106,1249053812,nate480,0,304.75,PG Russell Westbrook G Kyle Lowry C Marc Gasol SG Bradley Beal PF Al Horford F Pascal Siakam SF Michael Kidd-Gilchrist UTIL Tyler Johnson,,Marcin Gortat,C,0.15%,12.5
106,1249187884,boro99,0,304.75,C Nikola Vucevic PG Kemba Walker G Kyrie Irving UTIL Willie Cauley-Stein SF Nemanja Bjelica SG Buddy Hield PF Al-Farouq Aminu F Pascal Siakam,,Jaylen Brown,SG,0.15%,29.25
106,1249532989,apmurray1234,0,304.75,C Joel Embiid PG Kemba Walker UTIL Willie Cauley-Stein SF Nemanja Bjelica SG Buddy Hield PF Carmelo Anthony G Nicolas Batum F Pascal Siakam,,Reggie Bullock,G,0.15%,22.25
109,1249496379,Pillagingpirate,0,304,UTIL Kawhi Leonard PG Kemba Walker C Clint Capela SG Bradley Beal G Buddy Hield SF Carmelo Anthony PF Pascal Siakam F Jason Smith,,Terry Rozier,G,0.10%,12.75
110,1248922748,kearbymoney,0,303.75,SG Kawhi Leonard PG Kemba Walker F Aaron Gordon UTIL Bradley Beal G Nicolas Batum C Serge Ibaka SF Jeff Green PF Pascal Siakam,,JaMychal Green,PF,0.10%,0
111,1249138794,strubes28,0,303.25,C Joel Embiid PG Kyrie Irving PF Aaron Gordon G Bradley Beal UTIL Al Horford SG Nicolas Batum SF Jeremy Lamb F Pascal Siakam,,Marvin Bagley III,F,0.10%,27.75
112,1249357585,forgetaboutit23,0,303,PG Kemba Walker UTIL Kyle Lowry C Hassan Whiteside SG Kent Bazemore F Nemanja Bjelica G Buddy Hield SF Robert Covington PF Pascal Siakam,,Malik Monk,G,0.10%,25.5
113,1249261008,COGolfer25,0,302.75,PG Russell Westbrook C Joel Embiid PF Aaron Gordon SG Buddy Hield UTIL Carmelo Anthony SF Jerami Grant G Markelle Fultz F Pascal Siakam,,Khem Birch,PF,0.10%,0
114,1249470473,thugologist,0,302.5,UTIL Russell Westbrook G Kemba Walker SG Bradley Beal SF Buddy Hield F Jaren Jackson Jr. C Serge Ibaka PG Collin Sexton PF Pascal Siakam,,Miles Plumlee,C,0.10%,2.75
114,1249697816,EyesWide73,0,302.5,G Russell Westbrook SG Kawhi Leonard PG Kemba Walker C Serge Ibaka SF DeAndre' Bembry UTIL Collin Sexton PF Zach Collins F Pascal Siakam,,Marquese Chriss,PF,0.10%,8
116,1249304516,tlum06,0,302,PG Kemba Walker G Mike Conley C Marc Gasol SG Bradley Beal UTIL Nemanja Bjelica F Buddy Hield SF Jeff Green PF Pascal Siakam,,Shelvin Mack,G,0.10%,33
116,1249310886,blizzybeatz,0,302,C Andre Drummond UTIL Hassan Whiteside PG Kyrie Irving SF Aaron Gordon SG CJ McCollum G Buddy Hield PF Jeff Green F Pascal Siakam,,Frank Kaminsky,PF,0.05%,0
