Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,1234620701,lomax77,149.51,173.5,G LOCKED PG Kemba Walker UTIL Nikola Vucevic SG Joe Ingles SF Evan Fournier C LOCKED PF Michael Kidd-Gilchrist F Kyle O'Quinn,,Michael Kidd-Gilchrist,UTIL,6.25%,15.75
12,1234640707,c4nier,179.38,171.75,C Karl-Anthony Towns SF Jimmy Butler PG Kemba Walker G Luka Doncic PF LOCKED F Wesley Matthews SG Danny Green UTIL LOCKED,,Serge Ibaka,C,5.22%,26.5
12,1235262074,DBOY0301,121.93,171.75,UTIL Giannis Antetokounmpo G Kemba Walker C Enes Kanter PF Serge Ibaka SG Nicolas Batum SF LOCKED PG Derrick Rose F Dorian Finney-Smith,,Justin Holiday,SG,4.51%,5.5
14,1234929266,tigervol23,147.94,170.75,SG Kawhi Leonard UTIL DeAndre Jordan PG Kyle Lowry G Dennis Smith Jr. PF Jaren Jackson Jr. F Wesley Matthews C Brook Lopez SF Dorian Finney-Smith,,DeAndre Jordan,C,4.30%,20.25
15,1235546959,palip07,96.86,167.75,F Kawhi Leonard SG Zach LaVine SF Tim Hardaway Jr. PF Bobby Portis C Al Horford UTIL Malcolm Brogdon G Fred VanVleet PG Derrick Rose,,Kris Dunn,PG,4.30%,16
16,1235595537,gsf310,137.33,164,SG Kawhi Leonard PG Kemba Walker C Nikola Vucevic SF LOCKED F Jaren Jackson Jr. UTIL Jae Crowder G Fred VanVleet PF Gorgui Dieng,,Derrick Rose,G,4.19%,11.25
17,1234925560,cmoney1223,144.86,163.5,SF Jimmy Butler PG Kemba Walker C Enes Kanter SG Eric Bledsoe UTIL LOCKED F Serge Ibaka PF LOCKED G Terrence Ross,,Dorian Finney-Smith,F,4.19%,8.75
18,1234938076,jscottp99,164.56,161.25,F Kawhi Leonard SF Jimmy Butler G Kyle Lowry C Al Horford PG Malcolm Brogdon PF Jaren Jackson Jr. SG LOCKED UTIL LOCKED,,J.J. Barea,G,4.13%,8.75
19,1234752577,bballa247,109.18,159.5,SF Jimmy Butler F Aaron Gordon UTIL Zach LaVine G Jeff Teague C Serge Ibaka SG Nicolas Batum PG Malcolm Brogdon PF Jaren Jackson Jr.,,Joe Ingles,G,3.81%,17.25
20,1234879662,ryanperrybond,177.81,159,F Kawhi Leonard SF Jimmy Butler UTIL Kemba Walker PG Luka Doncic SG LOCKED PF Jabari Parker C Ersan Ilyasova G LOCKED,,Giannis Antetokounmpo,SF,3.81%,31.75
21,1234928968,venarda,139.83,158.5,F Kawhi Leonard SF Jimmy Butler PG Kemba Walker G Luka Doncic PF LOCKED SG Fred VanVleet UTIL Justin Holiday C Wendell Carter Jr.,,Nicolas Batum,SF,3.59%,23.25
22,1234866381,steelers76,165.63,156.5,SF Kawhi Leonard SG Jimmy Butler PG Kemba Walker C Enes Kanter F Jaren Jackson Jr. G LOCKED UTIL LOCKED PF Michael Kidd-Gilchrist,,Dennis Smith Jr.,G,3.37%,8
23,1235147957,singletaryk,189.29,155.25,SF Kawhi Leonard SG Jimmy Butler G Luka Doncic UTIL Joe Ingles PG Trey Burke PF Jaren Jackson Jr. C LOCKED F Ersan Ilyasova,,Malcolm Brogdon,PG,3.15%,11.75
24,1235385000,eafterhours,155.1,154.5,PG Victor Oladipo C DeAndre Jordan SG Jimmy Butler UTIL LOCKED SF Evan Fournier PF Taj Gibson G Derrick Rose F Kyle O'Quinn,,Kyrie Irving,G,2.99%,44.5
25,1234835325,BeanoTheKid,112.12,154.25,SF Jayson Tatum G LOCKED C Enes Kanter PG Luka Doncic PF Al Horford F Nicolas Batum SG J.J. Barea UTIL Marcus Smart,,Zach LaVine,SG,2.99%,22.5
26,1234950586,chuckgalbo,133.96,153,SG Kawhi Leonard G LOCKED PG Zach LaVine C Al Horford PF Serge Ibaka F Jaren Jackson Jr. UTIL Fred VanVleet SF Dorian Finney-Smith,,Karl-Anthony Towns,C,2.94%,35.75
27,1235386287,cpadave,171.94,152,SG Kawhi Leonard C DeAndre Jordan G Dennis Smith Jr. PG Trey Burke UTIL Serge Ibaka F LOCKED PF Jaren Jackson Jr. SF Wesley Matthews,,Garrett Temple,G,2.77%,3.5
28,1235121328,backgold,197.17,151.5,UTIL Giannis Antetokounmpo G Victor Oladipo C Nikola Vucevic SG LOCKED F Wesley Matthews SF Jabari Parker PF Jae Crowder PG Shelvin Mack,,Jabari Parker,SF,2.66%,20
28,1235589807,sillywood,149.8,151.5,G Victor Oladipo SF Jimmy Butler PG Kemba Walker UTIL Jeff Teague PF LOCKED F Jaren Jackson Jr. SG Fred VanVleet C Ersan Ilyasova,,Ersan Ilyasova,UTIL,2.45%,14.75
30,1235376382,ZickaBay,180.2,151,PF Giannis Antetokounmpo C Enes Kanter SF Tim Hardaway Jr. G Luka Doncic SG LOCKED F Wesley Matthews UTIL Wendell Carter Jr. PG Allonzo Trier,,Allonzo Trier,UTIL,2.39%,13.25
31,1235580605,DavidCoppafeel,187.83,150.25,SF Kawhi Leonard F Jimmy Butler PG Kemba Walker G Kyle Lowry PF LOCKED C LOCKED SG LOCKED UTIL Antonio Blakeney,,Myles Turner,C,2.23%,20
32,1235553110,mrbridgewater,188.56,149.75,F Kawhi Leonard SF Jimmy Butler G Kemba Walker PG Luka Doncic PF Jaren Jackson Jr. SG LOCKED C LOCKED UTIL Damyean Dotson,,Tim Hardaway Jr.,G,2.18%,25
32,1234866853,timothyadodson,185.19,149.75,PF LOCKED PG Kyle Lowry SG Eric Bledsoe UTIL Dennis Smith Jr. C Al Horford G LOCKED F Serge Ibaka SF LOCKED,,Trey Burke,SG,1.96%,30.75
34,1235214974,meraider22,140.56,149,SF Kawhi Leonard SG Jimmy Butler C Enes Kanter PG Zach LaVine PF Serge Ibaka UTIL LOCKED F Jae Crowder G Terrence Ross,,Al Horford,C,1.96%,31
35,1234781967,Lepitre20,208.26,148.5,F Jimmy Butler G Kemba Walker UTIL Kyle Lowry SF Joe Ingles PF Jaren Jackson Jr. SG LOCKED C LOCKED PG J.J. Barea,,Kyle Lowry,G,1.96%,48
35,1234628698,pfiedziu,164.56,148.5,F Kawhi Leonard SG Jimmy Butler G Luka Doncic C Serge Ibaka PG Malcolm Brogdon SF LOCKED PF Jaren Jackson Jr. UTIL Wesley Matthews,,Omri Casspi,PF,1.85%,1.5
37,1235297819,GibsonAlex91,225.81,148.25,SF Jimmy Butler UTIL Kemba Walker PG Kyle Lowry SG Eric Bledsoe F LOCKED PF LOCKED C LOCKED G LOCKED,,Jayson Tatum,PF,1.74%,25.5
38,1234773184,FlyntCoal,197.51,148,SF Kawhi Leonard F Jimmy Butler G Kemba Walker PG Luka Doncic UTIL LOCKED PF Jaren Jackson Jr. C Wendell Carter Jr. SG LOCKED,,Jae Crowder,F,1.58%,3.25
38,1235082104,stender39,197.51,148,UTIL Kawhi Leonard SF Jimmy Butler PG Kemba Walker G Luka Doncic PF LOCKED F Jaren Jackson Jr. C Wendell Carter Jr. SG LOCKED,,Victor Oladipo,SG,1.41%,26
38,1235173945,wmgilpin,167.79,148,SG Kawhi Leonard SF Jimmy Butler C Enes Kanter PG Luka Doncic UTIL LOCKED G Wesley Matthews F Justin Holiday PF Ersan Ilyasova,,Danny Green,F,1.41%,32.25
41,1235497226,Bbleehehh9,153.81,147,SF Kawhi Leonard SG Jimmy Butler PF LOCKED PG Luka Doncic G Trey Burke UTIL Fred VanVleet F Justin Holiday C Wendell Carter Jr.,,Nikola Vucevic,UTIL,1.14%,47.25
42,1234824597,funsizedkelbel,191.79,146.5,SF Jimmy Butler G Kemba Walker C Enes Kanter PG Luka Doncic PF LOCKED SG LOCKED F Wesley Matthews UTIL Ersan Ilyasova,,Frank Ntilikina,PG,0.98%,9.75
42,1235463650,tsfrederick333,187.49,146.5,SG Kawhi Leonard F Jayson Tatum G Eric Bledsoe PG Kris Dunn C Myles Turner PF Jaren Jackson Jr. UTIL LOCKED SF LOCKED,,Domantas Sabonis,C,0.98%,7.25
44,1234685067,babyface64,205.62,146,PG Kemba Walker SF Jayson Tatum UTIL Enes Kanter G Zach LaVine SG Joe Ingles PF Jaren Jackson Jr. C LOCKED F LOCKED,,Eric Bledsoe,SG,0.92%,36.25
44,1234679113,BillyMcFvckfit,191.64,146,SF Kawhi Leonard UTIL Kemba Walker SG LOCKED C Bobby Portis F Evan Fournier PF Jaren Jackson Jr. PG LOCKED G Garrett Temple,,Noah Vonleh,C,0.87%,10.25
46,1235484099,soria1511,144.86,145.75,SF Kawhi Leonard SG Jimmy Butler C Enes Kanter PG Luka Doncic PF LOCKED G Fred VanVleet UTIL Justin Holiday F Ersan Ilyasova,,Andrew Wiggins,SF,0.87%,3.5
47,1235271406,sprom,182.84,144.75,PF Giannis Antetokounmpo SF Jimmy Butler C Enes Kanter PG LOCKED SG LOCKED F Wesley Matthews G Danny Green UTIL Allonzo Trier,,Dwight Powell,C,0.82%,6.75
48,1235377405,MMAKO,184.12,144.5,G Kemba Walker C Nikola Vucevic SF LOCKED UTIL Tim Hardaway Jr. PF Bobby Portis SG J.J. Barea PG LOCKED F Dorian Finney-Smith,,Shelvin Mack,G,0.82%,5.5
48,1235538773,gustavo0413,157.96,144.5,SG Kawhi Leonard C DeAndre Jordan PG Dennis Smith Jr. F Serge Ibaka G Nicolas Batum UTIL LOCKED PF Jaren Jackson Jr. SF Wesley Matthews,,Khris Middleton,F,0.76%,33.75
50,1234684854,britt1431,194.14,144,C Nikola Vucevic UTIL Kyle Lowry PF Jayson Tatum G LOCKED PG LOCKED F Nicolas Batum SF LOCKED SG LOCKED,,Damyean Dotson,G,0.71%,15
51,1235019006,Njh1188,210.76,143.25,SF Kawhi Leonard F Jimmy Butler G Kyle Lowry PG Luka Doncic UTIL LOCKED PF LOCKED C Wendell Carter Jr. SG LOCKED,,Jeff Teague,PG,0.65%,20.75
51,1235190039,B_Heals152,210.76,143.25,SF Kawhi Leonard F Jimmy Butler PG Kyle Lowry G Luka Doncic UTIL LOCKED PF LOCKED C Wendell Carter Jr. SG LOCKED,,Rudy Gobert,C,0.65%,9
51,1235227142,ghostspider74,210.76,143.25,SF Kawhi Leonard F Jimmy Butler UTIL Kyle Lowry PG Luka Doncic G LOCKED PF LOCKED C Wendell Carter Jr. SG LOCKED,,Pascal Siakam,F,0.60%,12.25
51,1235250661,simanbarr,210.76,143.25,SF Kawhi Leonard F Jimmy Butler PG Kyle Lowry G Luka Doncic UTIL LOCKED PF LOCKED C Wendell Carter Jr. SG LOCKED,,Marc Gasol,C,0.54%,14.25
51,1235485408,jacobhwang,210.76,143.25,SF Kawhi Leonard F Jimmy Butler PG Kyle Lowry G Luka Doncic UTIL LOCKED PF LOCKED C Wendell Carter Jr. SG LOCKED,,Evan Fournier,G,0.49%,39
51,1235489256,1gnrfan,129.81,143.25,SG Kawhi Leonard SF Jimmy Butler UTIL LOCKED C Enes Kanter PG Luka Doncic F Dorian Finney-Smith G Terrence Ross PF Michael Kidd-Gilchrist,,Terrence Ross,F,0.49%,8.75
57,1235020211,wioux,191.79,142.5,SG Kawhi Leonard SF Jimmy Butler C Enes Kanter PG Luka Doncic UTIL LOCKED F Wesley Matthews PF Ersan Ilyasova G LOCKED,,Aaron Gordon,F,0.44%,22.5
58,1234719401,GimmeUrLunchMoney,221.17,141.75,UTIL Zach LaVine G Luka Doncic SG Eric Bledsoe F Bobby Portis SF Joe Ingles PG Jeff Teague PF Jaren Jackson Jr. C LOCKED,,Jaylen Brown,F,0.44%,17.75
58,1234777814,bjjball44,194.87,141.75,SG Kawhi Leonard F LOCKED PG Kyrie Irving G Kris Dunn UTIL LOCKED PF Jaren Jackson Jr. SF Wesley Matthews C Ersan Ilyasova,,Gordon Hayward,F,0.44%,23
60,1235233557,the_dirt,210.42,141.5,F LOCKED UTIL Nikola Vucevic C Enes Kanter G Kyrie Irving SF LOCKED PF Jaren Jackson Jr. SG LOCKED PG Derrick Rose,,Cody Zeller,C,0.38%,14.25
60,1234952451,JJarosz32,208.12,141.5,PG Kemba Walker C Enes Kanter G Zach LaVine SG LOCKED PF Al Horford SF LOCKED UTIL LOCKED F Wesley Matthews,,Brook Lopez,C,0.38%,19.25
62,1234797876,erik9129,188.56,140.25,SG Jimmy Butler PG Kemba Walker C Enes Kanter G Luka Doncic UTIL LOCKED SF LOCKED PF Jaren Jackson Jr. F Michael Kidd-Gilchrist,,Antonio Blakeney,UTIL,0.38%,0
63,1235109457,screed0839,171.01,140,SF Kawhi Leonard PG Victor Oladipo SG LOCKED F Joe Ingles C Al Horford PF Jaren Jackson Jr. G Fred VanVleet UTIL Omri Casspi,,John Henson,UTIL,0.38%,20
64,1235428482,HartAttackU,203.04,139.25,G Victor Oladipo F Jimmy Butler C Enes Kanter PG Luka Doncic SF LOCKED PF Jaren Jackson Jr. SG Wesley Matthews UTIL Wendell Carter Jr.,,Kyle O'Quinn,PF,0.33%,12
65,1235500900,UC_KMF,222.24,139,G Victor Oladipo PG Kemba Walker C Enes Kanter UTIL Luka Doncic SF Joe Ingles PF LOCKED F Garrett Temple SG LOCKED,,Gorgui Dieng,C,0.33%,7
66,1234775763,Mbermes01,177.81,138.75,SF Kawhi Leonard F Jimmy Butler C Enes Kanter PG Luka Doncic PF LOCKED SG LOCKED G Fred VanVleet UTIL Wendell Carter Jr.,,Marcus Smart,SG,0.33%,15.75
66,1235545635,CrispyKevB,177.81,138.75,SF Kawhi Leonard F Jimmy Butler C Enes Kanter PG Luka Doncic PF LOCKED SG LOCKED G Fred VanVleet UTIL Wendell Carter Jr.,,Ricky Rubio,UTIL,0.33%,5
68,1235541718,SleepyPhysicist,240.29,138.25,UTIL Karl-Anthony Towns SF Jimmy Butler G Kyrie Irving PG Eric Bledsoe F LOCKED PF LOCKED C LOCKED SG LOCKED,,Terry Rozier,SG,0.33%,9.5
69,1235269425,egranat8,210.76,137.5,UTIL Victor Oladipo PG Kemba Walker G Kyle Lowry PF Bobby Portis SF LOCKED SG LOCKED C LOCKED F Dorian Finney-Smith,,Donovan Mitchell,PG,0.33%,3
69,1234584965,RaulG41025,204.89,137.5,SG Kawhi Leonard F LOCKED PG Kyrie Irving UTIL LOCKED C Serge Ibaka SF LOCKED PF Jaren Jackson Jr. G Wesley Matthews,,Taj Gibson,UTIL,0.27%,24.25
69,1234859289,aangulo,199.31,137.5,PG Kyle Lowry C Enes Kanter SG LOCKED SF Joe Ingles F Domantas Sabonis UTIL Serge Ibaka PF Jaren Jackson Jr. G LOCKED,,Mario Hezonja,UTIL,0.27%,18.5
72,1235398035,CoachTonyTate,158.84,137.25,C DeAndre Jordan SF Jimmy Butler PG Kemba Walker PF LOCKED SG Malcolm Brogdon F Wesley Matthews UTIL Noah Vonleh G Allonzo Trier,,OG Anunoby,UTIL,0.22%,17.5
73,1234725781,Arbjon15,192.29,137,SF Jimmy Butler F LOCKED PG Kyrie Irving C Myles Turner G LOCKED UTIL Evan Fournier SG Malcolm Brogdon PF LOCKED,,Thaddeus Young,PF,0.22%,17.25
73,1235461497,peanut45,148.67,137,SF Aaron Gordon PF Jayson Tatum C Rudy Gobert SG Tim Hardaway Jr. PG Eric Bledsoe F Jae Crowder G Fred VanVleet UTIL LOCKED,,Marcus Morris,F,0.22%,15.25
75,1234932042,gsd4,223.17,136.75,SF Kawhi Leonard C Enes Kanter PG Luka Doncic G Trey Burke SG LOCKED UTIL LOCKED PF LOCKED F Wesley Matthews,,Marvin Williams,PF,0.16%,10
75,1234607759,Clipp312s,188.56,136.75,SG Jimmy Butler PG Kemba Walker C Enes Kanter UTIL Luka Doncic SF LOCKED PF Jaren Jackson Jr. G LOCKED F Pascal Siakam,,Jonas Valanciunas,C,0.16%,38
77,1235168505,JJ8478,191.79,136.5,PG LOCKED SG Jimmy Butler C Enes Kanter UTIL Luka Doncic G LOCKED F Wesley Matthews PF Ersan Ilyasova SF Danny Green,,Tyreke Evans,F,0.16%,1.5
78,1234783614,aplewandowski,188.56,136,SF Kawhi Leonard F Jimmy Butler C Enes Kanter PG Luka Doncic UTIL LOCKED PF Jaren Jackson Jr. SG Fred VanVleet G LOCKED,,Malik Monk,UTIL,0.16%,17.5
78,1234786695,dkinder86,188.56,136,SG Kawhi Leonard SF Jimmy Butler C Enes Kanter PG Luka Doncic F LOCKED PF Jaren Jackson Jr. G Fred VanVleet UTIL LOCKED,,Robin Lopez,C,0.16%,3.5
78,1235215370,tmquint11,188.56,136,SG Kawhi Leonard F Jimmy Butler C Enes Kanter UTIL Luka Doncic SF LOCKED PF Jaren Jackson Jr. G Fred VanVleet PG LOCKED,,Doug McDermott,UTIL,0.11%,2.5
81,1235529146,daybreak,204.89,135.5,SG Kawhi Leonard G LOCKED C Nikola Vucevic PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SF OG Anunoby,,Mohamed Bamba,C,0.11%,13.75
81,1234960415,Meekmoo,197.51,135.5,SF Kawhi Leonard C Karl-Anthony Towns PF LOCKED PG Kyrie Irving SG LOCKED UTIL Fred VanVleet G LOCKED F Omri Casspi,,Jeremy Lamb,G,0.11%,23
83,1234976436,rscheidt27,201.81,135.25,SF Jimmy Butler UTIL Kemba Walker F Khris Middleton PG Luka Doncic PF LOCKED SG LOCKED C LOCKED G Fred VanVleet,,Derrick Favors,C,0.11%,8
83,1234754898,JackBurtonHere,196.44,135.25,SG Kawhi Leonard SF Jimmy Butler C Nikola Vucevic F LOCKED PF Jaren Jackson Jr. PG J.J. Barea UTIL Dorian Finney-Smith G LOCKED,,Chandler Parsons,F,0.11%,0.75
85,1234377455,bsiegler61,185.19,134.75,SF Kawhi Leonard F LOCKED C Enes Kanter PG Luka Doncic PF LOCKED G Wesley Matthews SG Fred VanVleet UTIL Wendell Carter Jr.,,Cory Joseph,UTIL,0.11%,12.75
86,1235204347,DangL96,155.38,134.5,SF Kawhi Leonard F Jimmy Butler PG Luka Doncic C LOCKED PF Bobby Portis SG Fred VanVleet G Derrick Rose UTIL Wendell Carter Jr.,,Miles Bridges,F,0.11%,10
87,1235238191,ramz9857,191.79,134.25,SG Jimmy Butler PG Kemba Walker C Enes Kanter UTIL Luka Doncic G LOCKED F LOCKED SF Justin Holiday PF Ersan Ilyasova,,Donte DiVincenzo,G,0.11%,2.25
88,1235589908,m.zuleger,234.76,134,SF Kawhi Leonard C Karl-Anthony Towns G Kemba Walker PG LOCKED PF LOCKED F Wesley Matthews UTIL LOCKED SG LOCKED,,Jonathon Simmons,F,0.11%,9.5
88,1234527213,Itownlax23,177.81,134,SF Jimmy Butler G Kemba Walker C LOCKED PG Luka Doncic PF LOCKED F Wesley Matthews SG Fred VanVleet UTIL Ersan Ilyasova,,Bojan Bogdanovic,SG,0.05%,18
90,1235561457,jackma246,188.56,133.75,F Jimmy Butler PG Kemba Walker SF LOCKED UTIL Eric Bledsoe G LOCKED PF Jaren Jackson Jr. SG J.J. Barea C Cody Zeller,,Jarell Martin,F,0.05%,0
91,1235236132,kevinmar,219.94,133.25,C DeAndre Jordan PG Kemba Walker PF LOCKED UTIL Enes Kanter F Jaren Jackson Jr. SG LOCKED G LOCKED SF Danny Green,,Daniel Theis,F,0.05%,17.5
91,1234788947,mattness,211.49,133.25,F Jimmy Butler G Kemba Walker C Enes Kanter PG Luka Doncic UTIL LOCKED PF Jaren Jackson Jr. SG LOCKED SF Dorian Finney-Smith,,Danté Exum,PG,0.05%,3.25
91,1235485518,timwats25,211.49,133.25,F Jimmy Butler PG Kemba Walker C Enes Kanter UTIL Luka Doncic G LOCKED PF Jaren Jackson Jr. SG LOCKED SF Dorian Finney-Smith,,,
91,1235426844,mattsartori,209.69,133.25,SF Kawhi Leonard C LOCKED PG Luka Doncic PF Al Horford G LOCKED SG LOCKED F Wesley Matthews UTIL Taj Gibson,,,
95,1235035972,jesmith87,218.87,132.5,F Kawhi Leonard C Enes Kanter PG Luka Doncic G Kris Dunn UTIL LOCKED PF Jaren Jackson Jr. SG LOCKED SF Wesley Matthews,,,
96,1234785513,doubs96,157.68,132.25,G Kemba Walker PF Aaron Gordon PG Zach LaVine C LOCKED SF Andrew Wiggins UTIL Myles Turner SG Bojan Bogdanovic F Garrett Temple,,,
97,1234803183,willclarke31,200.74,132,SF Giannis Antetokounmpo SG LOCKED PF Al Horford UTIL LOCKED C Jonas Valanciunas G LOCKED F Jabari Parker PG Derrick Rose,,,
98,1234605190,guayaco007,224.74,131.75,SF Jimmy Butler PG Kemba Walker C Enes Kanter G Luka Doncic PF LOCKED SG LOCKED F Wesley Matthews UTIL LOCKED,,,
98,1235526284,jrmich44,200.74,131.75,SG Jimmy Butler PG Kemba Walker F LOCKED G Luka Doncic SF LOCKED UTIL Wesley Matthews PF Ersan Ilyasova C Wendell Carter Jr.,,,
100,1234929223,hawks_boss,224.24,131.5,SF Kawhi Leonard G Kemba Walker F LOCKED PG Eric Bledsoe PF LOCKED UTIL LOCKED C Ersan Ilyasova SG LOCKED,,,
100,1235597234,jward721,218.14,131.5,UTIL Kawhi Leonard C DeAndre Jordan G Kemba Walker PG Luka Doncic PF LOCKED F LOCKED SF Dorian Finney-Smith SG LOCKED,,,
102,1234634285,impala94,242.87,131,G Kyle Lowry F LOCKED UTIL Enes Kanter PG Kyrie Irving SF LOCKED PF Jaren Jackson Jr. SG LOCKED C LOCKED,,,
103,1234774534,Trickssz,184.26,130.75,SG Kawhi Leonard SF LOCKED G Joe Ingles C Domantas Sabonis UTIL Al Horford PF Serge Ibaka F Jaren Jackson Jr. PG LOCKED,,,
104,1234975923,tr1balman,224.74,130.5,PF LOCKED C Karl-Anthony Towns G Luka Doncic PG Eric Bledsoe SF Nicolas Batum F LOCKED UTIL Wendell Carter Jr. SG LOCKED,,,
105,1235498614,chrisicemanallen,213.29,130.25,PG Kemba Walker C Enes Kanter SF Tim Hardaway Jr. SG Joe Ingles F Domantas Sabonis PF Jaren Jackson Jr. G LOCKED UTIL LOCKED,,,
105,1234746970,BDholla89,201.81,130.25,SF Giannis Antetokounmpo G Jimmy Butler PG Kyle Lowry UTIL LOCKED F LOCKED SG Fred VanVleet C Wendell Carter Jr. PF LOCKED,,,
107,1234800507,dleroy1012,179.61,130,SF Jimmy Butler PG Kemba Walker F LOCKED C Enes Kanter G Malcolm Brogdon PF Jaren Jackson Jr. SG LOCKED UTIL Michael Kidd-Gilchrist,,,
107,1235453385,jabbo123,179.61,130,SF Jimmy Butler PG Kemba Walker F LOCKED C Enes Kanter G Malcolm Brogdon PF Jaren Jackson Jr. SG LOCKED UTIL Michael Kidd-Gilchrist,,,
107,1234994528,Stealthyj47,164.06,130,PG Kemba Walker F LOCKED G LOCKED C Enes Kanter SF Tim Hardaway Jr. SG Fred VanVleet UTIL Garrett Temple PF Michael Kidd-Gilchrist,,,
107,1234757629,Baggman71,162.99,130,UTIL LOCKED SG Kawhi Leonard G Dennis Smith Jr. F Serge Ibaka PF Jaren Jackson Jr. SF Wesley Matthews C Brook Lopez PG Frank Ntilikina,,,
107,1235461774,swhogan35,156.11,130,UTIL Victor Oladipo SG Jimmy Butler SF Jayson Tatum G Kris Dunn PF LOCKED F Jaren Jackson Jr. PG Fred VanVleet C Ersan Ilyasova,,,
112,1235383954,ceustis,233.19,129.5,UTIL Kyle Lowry PF LOCKED PG Luka Doncic C LOCKED G Eric Bledsoe F LOCKED SF Nicolas Batum SG LOCKED,,,
112,1234733498,Buck29040,186.26,129.5,SF LOCKED PG Kyle Lowry C Enes Kanter SG LOCKED G LOCKED F Justin Holiday UTIL Danny Green PF Michael Kidd-Gilchrist,,,
114,1234767428,bigxmac,178.31,129,PG Victor Oladipo UTIL LOCKED G Luka Doncic F Al Horford C Myles Turner SG LOCKED SF Wesley Matthews PF Pascal Siakam,,,
114,1235160556,mshmitty19,177.81,129,F Jimmy Butler PG Kemba Walker SF LOCKED G Luka Doncic C Bobby Portis SG LOCKED PF Ersan Ilyasova UTIL Michael Kidd-Gilchrist,,,
116,1234708503,cliassyfp,205.96,128.75,SG Kawhi Leonard G Kemba Walker C LOCKED PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SF Michael Kidd-Gilchrist,,,
116,1234783130,dlo0999,205.96,128.75,SG Kawhi Leonard G Kemba Walker C LOCKED PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SF Michael Kidd-Gilchrist,,,
116,1234868441,bigbossAJ,205.96,128.75,SG Kawhi Leonard G Kemba Walker C LOCKED PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SF Michael Kidd-Gilchrist,,,
116,1235139826,floergirl3010,205.96,128.75,SG Kawhi Leonard G Kemba Walker C LOCKED PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SF Michael Kidd-Gilchrist,,,
116,1235442440,djacksosfg,182.84,128.75,SG Kawhi Leonard C DeAndre Jordan SF Jimmy Butler F Tim Hardaway Jr. UTIL LOCKED PF Noah Vonleh PG LOCKED G Allonzo Trier,,,
121,1234773306,NeFoo,210.76,128.5,SF Kawhi Leonard F Jimmy Butler SG LOCKED PG Luka Doncic C Serge Ibaka PF LOCKED UTIL Jabari Parker G LOCKED,,,
