Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
446,1235153883,lolskee,242.14,106,SF Kawhi Leonard C LOCKED PG Kyrie Irving SG LOCKED G LOCKED F Nicolas Batum PF LOCKED UTIL LOCKED,,,
446,1235493667,joestigers87,242.14,106,SF Kawhi Leonard C LOCKED PG Kyrie Irving SG LOCKED G LOCKED F Nicolas Batum PF LOCKED UTIL LOCKED,,,
446,1234735272,Calmax,157.27,106,SF Giannis Antetokounmpo PG LOCKED SG Tim Hardaway Jr. F LOCKED C Noah Vonleh G Marcus Smart PF Marvin Williams UTIL Allonzo Trier,,,
451,1234823018,Cubbiesftw23,244.44,105.75,SF Kawhi Leonard G Jimmy Butler C LOCKED PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL Wendell Carter Jr. SG LOCKED,,,
451,1235501186,YRNJoe,244.44,105.75,SG Kawhi Leonard SF Jimmy Butler PF LOCKED PG Luka Doncic F LOCKED UTIL Jaren Jackson Jr. C Wendell Carter Jr. G LOCKED,,,
451,1235174996,jlfeeley,202.54,105.75,SF LOCKED F Jimmy Butler UTIL Bobby Portis SG Trey Burke PF Jaren Jackson Jr. G LOCKED PG Fred VanVleet C Ersan Ilyasova,,,
454,1235531309,jchat3,259.49,105.5,F Kawhi Leonard G Victor Oladipo UTIL LOCKED PG Trey Burke SF LOCKED PF Jaren Jackson Jr. SG LOCKED C LOCKED,,,
454,1234877154,echoc,247.67,105.5,SF Jimmy Butler C LOCKED SG LOCKED G Luka Doncic PG Trey Burke PF LOCKED F Wesley Matthews UTIL Wendell Carter Jr.,,,
454,1235301141,rickybobbyns,243.37,105.5,UTIL DeAndre Jordan SF Jimmy Butler PF LOCKED PG Luka Doncic F Jaren Jackson Jr. SG LOCKED G Wesley Matthews C Wendell Carter Jr.,,,
454,1234930978,fostboss,217.07,105.5,SG Kawhi Leonard PG LOCKED UTIL Luka Doncic C Al Horford G LOCKED PF LOCKED F Justin Holiday SF Dorian Finney-Smith,,,
454,1235277387,billsfan777,210.76,105.5,SF Kawhi Leonard C LOCKED UTIL LOCKED PG Luka Doncic G LOCKED SG Fred VanVleet F Justin Holiday PF Taj Gibson,,,
459,1235545232,mcb4283,261.06,105.25,C Karl-Anthony Towns SF Jimmy Butler PG Kemba Walker PF LOCKED F LOCKED UTIL LOCKED SG LOCKED G Shelvin Mack,,,
459,1234868761,rddalton21,259.49,105.25,SG Jimmy Butler UTIL Kemba Walker SF LOCKED G Trey Burke PG LOCKED F LOCKED PF Jaren Jackson Jr. C LOCKED,,,
459,1235556634,jackstalk,244.44,105.25,SF Jimmy Butler PG Kemba Walker C LOCKED G Luka Doncic F LOCKED PF Jaren Jackson Jr. SG J.J. Barea UTIL LOCKED,,,
459,1235424885,skimiami,233.69,105.25,G LOCKED F Jimmy Butler SF Jayson Tatum SG LOCKED PG LOCKED C Jonas Valanciunas UTIL Jabari Parker PF LOCKED,,,
459,1235283749,carlson187,232.12,105.25,UTIL LOCKED SF Khris Middleton G Luka Doncic SG Gordon Hayward PG LOCKED F Serge Ibaka PF LOCKED C LOCKED,,,
464,1235573922,datboyzz,224.74,105,UTIL Jimmy Butler F LOCKED C Enes Kanter PG Luka Doncic PF LOCKED SG LOCKED SF Wesley Matthews G Fred VanVleet,,,
464,1235478245,flantj,220.44,105,SF Kawhi Leonard SG Jimmy Butler G Luka Doncic C Bobby Portis UTIL LOCKED F LOCKED PF Jaren Jackson Jr. PG Antonio Blakeney,,,
464,1234865874,mikek088,212.56,105,SG Kawhi Leonard SF Jimmy Butler F LOCKED C Enes Kanter PF LOCKED G LOCKED PG Fred VanVleet UTIL Omri Casspi,,,
467,1234843986,brandon1230wal,244.44,104.75,SF Kawhi Leonard SG LOCKED PG Kris Dunn C Myles Turner G LOCKED PF LOCKED F Jaren Jackson Jr. UTIL Jabari Parker,,,
468,1235128453,NILKNARF,242.14,104.5,SF Kawhi Leonard G LOCKED PG Luka Doncic SG LOCKED UTIL LOCKED C Serge Ibaka PF LOCKED F Wesley Matthews,,,
469,1235268591,highlight87,253.62,104.25,SG Kawhi Leonard PF LOCKED C Enes Kanter PG Luka Doncic SF LOCKED F Jaren Jackson Jr. UTIL LOCKED G Shelvin Mack,,,
469,1235498809,Jonestown15,244.44,104.25,SG Jimmy Butler C LOCKED SF LOCKED PG Luka Doncic PF LOCKED F Jaren Jackson Jr. G Wesley Matthews UTIL Danny Green,,,
469,1234593955,BSalad13,238.72,104.25,UTIL Jimmy Butler PF LOCKED C Enes Kanter PG Luka Doncic SF LOCKED SG LOCKED G Wesley Matthews F Ersan Ilyasova,,,
469,1235228203,7Klub,208.99,104.25,UTIL Rudy Gobert G LOCKED SF Tim Hardaway Jr. SG Joe Ingles F Domantas Sabonis C Serge Ibaka PF Jaren Jackson Jr. PG J.J. Barea,,,
473,1235151216,Kcinemod,246.24,104,G Jimmy Butler PG Kemba Walker SG LOCKED C Enes Kanter UTIL LOCKED SF LOCKED PF Jaren Jackson Jr. F Omri Casspi,,,
473,1234789657,cjc4104,233.19,104,SF Kawhi Leonard F LOCKED UTIL Enes Kanter G Luka Doncic PG LOCKED SG LOCKED C LOCKED PF Michael Kidd-Gilchrist,,,
473,1234989147,Nikhil1989,233.19,104,SG Kawhi Leonard F LOCKED SF LOCKED C Enes Kanter PG Luka Doncic UTIL LOCKED G LOCKED PF Michael Kidd-Gilchrist,,,
473,1235555693,Sprizouse,223.67,104,SG Zach LaVine SF Tim Hardaway Jr. PG Luka Doncic C Al Horford F Andrew Wiggins G LOCKED UTIL LOCKED PF LOCKED,,,
473,1235420531,zacolb35,210.76,104,SF Kawhi Leonard SG Jimmy Butler F LOCKED C Bobby Portis PG Kris Dunn G LOCKED UTIL Fred VanVleet PF LOCKED,,,
478,1234874376,ehenderson79,257.69,103.75,SF Jimmy Butler PG Kemba Walker G Luka Doncic C LOCKED PF LOCKED SG LOCKED UTIL LOCKED F Wesley Matthews,,,
478,1235558521,Deputy_Dingis,257.69,103.75,SF Jimmy Butler PG Kemba Walker C LOCKED UTIL Luka Doncic PF LOCKED G LOCKED F Wesley Matthews SG LOCKED,,,
478,1235131700,Bucovinas,244.44,103.75,F Jimmy Butler UTIL Kemba Walker G LOCKED SG Kris Dunn PG LOCKED SF LOCKED PF Jaren Jackson Jr. C Wendell Carter Jr.,,,
478,1234802057,y2knonsense,233.19,103.75,SF Kawhi Leonard F LOCKED C Enes Kanter PG Luka Doncic PF LOCKED G LOCKED SG Fred VanVleet UTIL LOCKED,,,
478,1235546677,viper4211,225.81,103.75,G Kawhi Leonard SF Jimmy Butler SG LOCKED C Enes Kanter PG LOCKED F LOCKED UTIL LOCKED PF Michael Kidd-Gilchrist,,,
478,1235389353,SmellTheGlove,209.19,103.75,PF Giannis Antetokounmpo SF Kawhi Leonard C Bobby Portis PG LOCKED F LOCKED SG Justin Holiday G LOCKED UTIL Michael Kidd-Gilchrist,,,
484,1234692738,cparkerh5,266.87,103.5,G Kemba Walker PF LOCKED SG LOCKED F Joe Ingles UTIL Trey Burke PG LOCKED SF LOCKED C Wendell Carter Jr.,,,
484,1234758418,echad252,266.87,103.5,G Kemba Walker PF LOCKED SF LOCKED UTIL Joe Ingles SG Trey Burke PG LOCKED F LOCKED C Wendell Carter Jr.,,,
484,1234929087,KEISDEON,266.87,103.5,G Kemba Walker PF LOCKED SG LOCKED F Joe Ingles UTIL Trey Burke PG LOCKED SF LOCKED C Wendell Carter Jr.,,,
484,1235043248,Moe_MakeItOut,237.06,103.5,SF Kawhi Leonard F Jimmy Butler G Jeff Teague PG Ricky Rubio UTIL LOCKED PF LOCKED C LOCKED SG Wesley Matthews,,,
484,1235470578,zmitch,234.42,103.5,SG Jimmy Butler SF LOCKED C Enes Kanter PG Luka Doncic PF Bobby Portis F Jaren Jackson Jr. G J.J. Barea UTIL LOCKED,,,
484,1235262862,DunkMaster,233.69,103.5,F Kawhi Leonard SF Jimmy Butler SG LOCKED PF Bobby Portis PG LOCKED G Wesley Matthews UTIL LOCKED C Wendell Carter Jr.,,,
484,1235013513,Takenodaysoff,226.31,103.5,SF Kawhi Leonard F Jimmy Butler PF LOCKED G Luka Doncic PG LOCKED SG J.J. Barea C LOCKED UTIL Cory Joseph,,,
491,1234606831,Jd619641,233.69,103.25,SF Kawhi Leonard F Jimmy Butler PG Luka Doncic C Bobby Portis G LOCKED PF LOCKED SG J.J. Barea UTIL LOCKED,,,
491,1234849795,bigbfarro,233.69,103.25,SF Kawhi Leonard F Jimmy Butler UTIL Luka Doncic C Bobby Portis PG LOCKED PF LOCKED G J.J. Barea SG LOCKED,,,
491,1234963511,CallMeWehttam,233.69,103.25,SF Kawhi Leonard F Jimmy Butler UTIL Luka Doncic C Bobby Portis PG LOCKED PF LOCKED SG J.J. Barea G LOCKED,,,
491,1234990158,JMan10879,233.69,103.25,SF Kawhi Leonard F Jimmy Butler UTIL Luka Doncic C Bobby Portis PG LOCKED PF LOCKED G J.J. Barea SG LOCKED,,,
491,1235032897,justinreis13,233.69,103.25,SF Kawhi Leonard F Jimmy Butler G Luka Doncic C Bobby Portis PG LOCKED PF LOCKED UTIL J.J. Barea SG LOCKED,,,
491,1235169942,Workaholics,233.69,103.25,SF Kawhi Leonard F Jimmy Butler G Luka Doncic C Bobby Portis PG LOCKED PF LOCKED UTIL J.J. Barea SG LOCKED,,,
491,1235300395,kozatron,233.69,103.25,SF Kawhi Leonard F Jimmy Butler G Luka Doncic C Bobby Portis PG LOCKED PF LOCKED UTIL J.J. Barea SG LOCKED,,,
491,1235375118,ncjonyoung,233.69,103.25,SF Kawhi Leonard F Jimmy Butler PG Luka Doncic C Bobby Portis G LOCKED PF LOCKED SG J.J. Barea UTIL LOCKED,,,
491,1235420484,fromunda1,233.69,103.25,SF Kawhi Leonard F Jimmy Butler UTIL Luka Doncic C Bobby Portis PG LOCKED PF LOCKED G J.J. Barea SG LOCKED,,,
491,1234683804,BirdsOfPray,228.89,103.25,G LOCKED C DeAndre Jordan PG Kyle Lowry UTIL LOCKED PF Jaren Jackson Jr. SG LOCKED SF Dorian Finney-Smith F Michael Kidd-Gilchrist,,,
491,1235294525,kylebcrossley,227.82,103.25,UTIL LOCKED PG Zach LaVine G Dennis Smith Jr. F Evan Fournier SF Nicolas Batum PF Jaren Jackson Jr. SG LOCKED C LOCKED,,,
502,1234618825,Rog57,251.82,103,G LOCKED C Nikola Vucevic SG LOCKED PG Luka Doncic SF Nicolas Batum F LOCKED PF Jaren Jackson Jr. UTIL LOCKED,,,
502,1234787758,sparky102,235.49,103,SF Kawhi Leonard PG LOCKED SG Jimmy Butler F LOCKED PF Jaren Jackson Jr. G Wesley Matthews C Ersan Ilyasova UTIL LOCKED,,,
502,1235034761,nhirt1,219.21,103,G Kemba Walker PF LOCKED UTIL LOCKED PG Luka Doncic F Nicolas Batum SF LOCKED C LOCKED SG Fred VanVleet,,,
502,1235128269,showmethemoney13,210.76,103,F Kawhi Leonard SF Jimmy Butler SG LOCKED PG Luka Doncic PF LOCKED UTIL Fred VanVleet G Justin Holiday C LOCKED,,,
506,1235552183,Double-Js,258.42,102.75,SF Jimmy Butler C LOCKED PG Luka Doncic SG Trey Burke UTIL LOCKED PF LOCKED F Jaren Jackson Jr. G Wesley Matthews,,,
507,1235014873,norcalhangman,251.82,102.5,SF Kawhi Leonard PF LOCKED PG Kyrie Irving C Marc Gasol SG LOCKED G LOCKED F Justin Holiday UTIL LOCKED,,,
507,1235293417,mileyvirus,227.04,102.5,SF Jimmy Butler C Nikola Vucevic F LOCKED UTIL LOCKED PG Malcolm Brogdon PF Jaren Jackson Jr. SG LOCKED G Derrick Rose,,,
509,1234875697,balzdeep1652,258.42,102.25,SG Jimmy Butler C Enes Kanter G Luka Doncic UTIL LOCKED PG LOCKED F LOCKED PF Jaren Jackson Jr. SF Jabari Parker,,,
509,1234860014,Joannasmith,234.76,102.25,SF Jimmy Butler UTIL Kemba Walker G LOCKED SG Zach LaVine PG LOCKED F LOCKED C LOCKED PF Michael Kidd-Gilchrist,,,
509,1235465146,FreePlay31,220.44,102.25,PF LOCKED C Karl-Anthony Towns F LOCKED PG Luka Doncic SF Nicolas Batum UTIL Marcus Smart SG LOCKED G Shelvin Mack,,,
512,1235294703,GSKI6986,221.51,102,SF Kawhi Leonard G Jimmy Butler C LOCKED PG Kris Dunn PF LOCKED F Jaren Jackson Jr. SG Fred VanVleet UTIL LOCKED,,,
512,1234586321,Transcending,215.79,102,SF Jimmy Butler PF LOCKED C Enes Kanter PG Luka Doncic G LOCKED UTIL LOCKED SG Fred VanVleet F Ersan Ilyasova,,,
512,1235229667,jpeter61,215.79,102,SF Jimmy Butler PF LOCKED C Enes Kanter PG Luka Doncic G LOCKED F LOCKED SG Fred VanVleet UTIL Ersan Ilyasova,,,
512,1235400118,usmcpatsfan,214.13,102,SG Jimmy Butler PG Kemba Walker C LOCKED G LOCKED SF LOCKED PF Jaren Jackson Jr. UTIL Fred VanVleet F Kyle O'Quinn,,,
516,1235356389,Beric6312,251.82,101.75,SG Kawhi Leonard SF LOCKED UTIL Luka Doncic C Al Horford PG LOCKED PF LOCKED F Jaren Jackson Jr. G LOCKED,,,
516,1235354358,Cth27,241.07,101.75,SF Kawhi Leonard C DeAndre Jordan G Luka Doncic F Bobby Portis PG LOCKED PF LOCKED UTIL J.J. Barea SG LOCKED,,,
518,1234602610,spundin,242.87,101.5,SG Kawhi Leonard C DeAndre Jordan G LOCKED PG LOCKED UTIL LOCKED F Jaren Jackson Jr. SF Wesley Matthews PF Ersan Ilyasova,,,
518,1235473264,robg1217,234.76,101.5,SF Jimmy Butler PG Kemba Walker C LOCKED UTIL Luka Doncic F LOCKED PF LOCKED G Fred VanVleet SG LOCKED,,,
520,1235068216,rsalas77,233.69,101.25,SF Jimmy Butler C LOCKED SG LOCKED G Luka Doncic PG LOCKED PF Serge Ibaka F Wesley Matthews UTIL Wendell Carter Jr.,,,
521,1234497430,Yingjuen,245.51,101,SF Jimmy Butler PG Kemba Walker F LOCKED G LOCKED C Serge Ibaka PF LOCKED UTIL Jaren Jackson Jr. SG LOCKED,,,
521,1235437000,ATLien87,242.87,101,PG LOCKED C DeAndre Jordan UTIL Kemba Walker G LOCKED PF Jaren Jackson Jr. SG LOCKED SF Wesley Matthews F Noah Vonleh,,,
521,1235373178,Kutendo,226.54,101,SG Jimmy Butler F LOCKED C Enes Kanter UTIL Tim Hardaway Jr. PG LOCKED PF Jaren Jackson Jr. G LOCKED SF Michael Kidd-Gilchrist,,,
521,1235146645,hyunwooeyi,222.24,101,SG Jimmy Butler F LOCKED C Enes Kanter PG Luka Doncic SF LOCKED PF Jaren Jackson Jr. UTIL Jae Crowder G Fred VanVleet,,,
521,1235016993,matt727,202.31,101,SF Kawhi Leonard SG Jimmy Butler PG Luka Doncic G Andrew Wiggins UTIL LOCKED PF LOCKED C Dwight Powell F Dorian Finney-Smith,,,
526,1235568226,Ajicey125,244.44,100.75,G LOCKED UTIL Kyle Lowry F LOCKED C Al Horford SF LOCKED PF Jaren Jackson Jr. SG LOCKED PG Derrick Rose,,,
526,1234961175,wlcjr1963,229.96,100.75,PG LOCKED G Kyle Lowry F LOCKED UTIL LOCKED C Serge Ibaka PF Jaren Jackson Jr. SG LOCKED SF Michael Kidd-Gilchrist,,,
528,1235365619,genitous,240.29,100.5,SG Jimmy Butler F LOCKED C Enes Kanter UTIL LOCKED SF LOCKED G Wesley Matthews PG J.J. Barea PF Taj Gibson,,,
529,1234823829,javiersalas1987,228.89,100.25,SF LOCKED PG Kyle Lowry SG LOCKED UTIL LOCKED C Derrick Favors PF Serge Ibaka F Jaylen Brown G LOCKED,,,
529,1234632376,treza1998,217.8,100.25,SF Giannis Antetokounmpo PF LOCKED G Luka Doncic UTIL Kris Dunn SG Marcus Smart C Wendell Carter Jr. PG LOCKED F Omri Casspi,,,
529,1234998627,elite3200,209.19,100.25,C DeAndre Jordan PF LOCKED F Tim Hardaway Jr. PG Luka Doncic G LOCKED SF LOCKED SG Fred VanVleet UTIL Malik Monk,,,
532,1235060336,71bullets,232.12,100,SF Kawhi Leonard PF LOCKED PG Kyrie Irving C LOCKED SG LOCKED UTIL Malcolm Brogdon F Justin Holiday G LOCKED,,,
532,1235205126,bkouba88,232.12,100,SF Kawhi Leonard PF LOCKED PG Kyrie Irving C LOCKED SG LOCKED UTIL Malcolm Brogdon F Justin Holiday G LOCKED,,,
534,1234730251,boro99,247.67,99.75,SG Jimmy Butler SF LOCKED C Enes Kanter PG Zach LaVine G Luka Doncic UTIL LOCKED F Justin Holiday PF LOCKED,,,
534,1235022137,metin317,228.11,99.75,UTIL Kawhi Leonard PG Victor Oladipo SF Jimmy Butler F LOCKED G LOCKED C Noah Vonleh SG Garrett Temple PF LOCKED,,,
536,1235379119,jmatanick,266.14,99.5,PF LOCKED SF Kawhi Leonard PG Kyle Lowry UTIL LOCKED F LOCKED G LOCKED C Wendell Carter Jr. SG LOCKED,,,
536,1235464819,mzarogoza,255.05,99.5,SF Giannis Antetokounmpo G LOCKED PG Luka Doncic F Bobby Portis PF LOCKED UTIL Jabari Parker C Wendell Carter Jr. SG LOCKED,,,
536,1234610323,jjmla1,242.87,99.5,G Kemba Walker SF LOCKED UTIL Zach LaVine C Bobby Portis PG Malcolm Brogdon PF LOCKED F Jaren Jackson Jr. SG LOCKED,,,
536,1235427666,bhicks32,227.82,99.5,UTIL LOCKED PG Kemba Walker SF Jayson Tatum F Bobby Portis PF Jaren Jackson Jr. C LOCKED SG J.J. Barea G LOCKED,,,
540,1234844035,mrchrislevin,257.69,99.25,UTIL LOCKED SF Jimmy Butler PG Kemba Walker G Luka Doncic PF LOCKED SG LOCKED F LOCKED C Wendell Carter Jr.,,,
540,1234706983,Merrill612,190.72,99.25,SF Jimmy Butler PF Aaron Gordon SG LOCKED C Enes Kanter UTIL LOCKED PG Malcolm Brogdon F Marcus Morris G LOCKED,,,
542,1235036573,fishingwithfish,262.57,99,C DeAndre Jordan PG Kemba Walker SG LOCKED SF Joe Ingles G LOCKED PF Jaren Jackson Jr. F LOCKED UTIL J.J. Barea,,,
542,1235521866,seaste0321,256.12,99,SF Kawhi Leonard UTIL DeAndre Jordan C Enes Kanter PF Bobby Portis PG LOCKED F LOCKED G LOCKED SG LOCKED,,,
542,1234834190,mjadams81,211.83,99,F Kawhi Leonard G Jimmy Butler C LOCKED PG LOCKED SF Nicolas Batum PF LOCKED SG LOCKED UTIL Michael Kidd-Gilchrist,,,
545,1234858134,beanscrow,266.87,98.75,SF Kawhi Leonard SG LOCKED C Enes Kanter PG Luka Doncic PF LOCKED F Jaren Jackson Jr. UTIL LOCKED G LOCKED,,,
545,1235171521,wilson1,266.87,98.75,SF Kawhi Leonard C Enes Kanter PG Luka Doncic SG LOCKED G LOCKED PF LOCKED F Jaren Jackson Jr. UTIL LOCKED,,,
545,1235515171,JKirbs,266.87,98.75,SF Kawhi Leonard F LOCKED C Enes Kanter PG Luka Doncic G LOCKED PF Jaren Jackson Jr. SG LOCKED UTIL LOCKED,,,
545,1235561829,skateboy429,266.87,98.75,SF Kawhi Leonard UTIL LOCKED C Enes Kanter PG Luka Doncic F LOCKED PF Jaren Jackson Jr. G LOCKED SG LOCKED,,,
545,1234501204,B_Mcafee90,255.05,98.75,C DeAndre Jordan UTIL Enes Kanter G Luka Doncic PF Bobby Portis PG Kris Dunn SG LOCKED SF LOCKED F LOCKED,,,
545,1235053247,otto637,218.87,98.75,PG LOCKED SF LOCKED UTIL Khris Middleton PF Bobby Portis SG Joe Ingles C Serge Ibaka G LOCKED F Terrence Ross,,,
545,1235057393,HardenGOAT,211.49,98.75,SG Jimmy Butler PF LOCKED C Enes Kanter G Gordon Hayward PG LOCKED SF LOCKED F Jaren Jackson Jr. UTIL Fred VanVleet,,,
552,1234885839,LakersNYanks,235.49,98.5,SF Jimmy Butler SG LOCKED UTIL Enes Kanter PG Zach LaVine C LOCKED F Jaren Jackson Jr. G LOCKED PF Michael Kidd-Gilchrist,,,
552,1235488909,jm1970,216.29,98.5,SF Jimmy Butler F LOCKED PG Luka Doncic C Myles Turner UTIL Gordon Hayward G Malcolm Brogdon PF LOCKED SG LOCKED,,,
552,1235044731,chrsc2003,201.81,98.5,SF LOCKED SG Kawhi Leonard F Jimmy Butler PF LOCKED UTIL LOCKED G Fred VanVleet PG Frank Ntilikina C Wendell Carter Jr.,,,
555,1234614590,Kenny31694,247.67,98.25,F Jimmy Butler UTIL LOCKED C Enes Kanter G Luka Doncic PG LOCKED PF LOCKED SG Wesley Matthews SF Dorian Finney-Smith,,,
555,1234998063,nsteinwart,247.17,98.25,PF Giannis Antetokounmpo SF Kawhi Leonard PG LOCKED F LOCKED G LOCKED C Wendell Carter Jr. SG LOCKED UTIL Damyean Dotson,,,
555,1234666881,SlaymondGreen,234.76,98.25,UTIL LOCKED SF Jimmy Butler C LOCKED PG LOCKED PF Serge Ibaka F LOCKED G Wesley Matthews SG Danny Green,,,
558,1235524301,mwilliams52581,276.55,98,C DeAndre Jordan UTIL Enes Kanter PG Luka Doncic F Joe Ingles SF LOCKED G LOCKED PF Jaren Jackson Jr. SG LOCKED,,,
558,1234487496,chuck1414,235.49,98,SG Jimmy Butler PF LOCKED C Enes Kanter PG Luka Doncic G LOCKED SF LOCKED F Jaren Jackson Jr. UTIL Michael Kidd-Gilchrist,,,
560,1234911452,Daxx1,275.82,97.75,F Kawhi Leonard C DeAndre Jordan PG Luka Doncic SF Joe Ingles G LOCKED PF LOCKED UTIL LOCKED SG LOCKED,,,
560,1234742671,geardaddy,235.49,97.75,G Jimmy Butler SF LOCKED C Enes Kanter PG Luka Doncic PF LOCKED F Jaren Jackson Jr. UTIL LOCKED SG Fred VanVleet,,,
560,1235094027,jasonkim812,235.49,97.75,F Jimmy Butler G LOCKED C Enes Kanter PG Luka Doncic SF LOCKED PF Jaren Jackson Jr. SG LOCKED UTIL Fred VanVleet,,,
560,1235141023,sportsfan882,235.49,97.75,SF Jimmy Butler G LOCKED C Enes Kanter PG Luka Doncic F LOCKED PF Jaren Jackson Jr. UTIL LOCKED SG Fred VanVleet,,,
560,1235604697,stuppy,235.49,97.75,SF Jimmy Butler UTIL LOCKED C Enes Kanter PG Luka Doncic PF LOCKED F Jaren Jackson Jr. SG LOCKED G Fred VanVleet,,,
560,1235605695,thegoodsurgeon,235.49,97.75,SF Jimmy Butler UTIL LOCKED C Enes Kanter PG Luka Doncic PF LOCKED F Jaren Jackson Jr. G LOCKED SG Fred VanVleet,,,
560,1234890455,champceb,234.76,97.75,SG Kawhi Leonard SF Jimmy Butler C LOCKED PG Luka Doncic PF LOCKED G LOCKED UTIL LOCKED F Michael Kidd-Gilchrist,,,
560,1234892257,BoostPinoy,234.76,97.75,SG Kawhi Leonard SF Jimmy Butler C LOCKED PG Luka Doncic PF LOCKED G LOCKED UTIL LOCKED F Michael Kidd-Gilchrist,,,
560,1235576637,bhcolt11,234.76,97.75,SG Kawhi Leonard SF Jimmy Butler C LOCKED PG Luka Doncic PF LOCKED G LOCKED UTIL LOCKED F Michael Kidd-Gilchrist,,,
560,1234587184,AndiN1,217.36,97.75,F Kawhi Leonard C DeAndre Jordan SF Jimmy Butler SG LOCKED PG LOCKED PF LOCKED UTIL Doug McDermott G Damyean Dotson,,,
570,1235349066,bigike7886,259.99,97.5,C Karl-Anthony Towns SF Jimmy Butler PG Luka Doncic UTIL LOCKED PF Bobby Portis F LOCKED SG LOCKED G Shelvin Mack,,,
570,1235453887,wammmmmy,234.76,97.5,SG Kawhi Leonard SF Jimmy Butler PF LOCKED PG Luka Doncic F LOCKED C LOCKED G Fred VanVleet UTIL LOCKED,,,
570,1235120885,folantime,228.11,97.5,F Jimmy Butler PG Kemba Walker SF LOCKED C LOCKED UTIL Malcolm Brogdon PF Jaren Jackson Jr. SG LOCKED G Derrick Rose,,,
570,1235608085,Gierczy7,224.74,97.5,SG Kawhi Leonard SF Jimmy Butler PF LOCKED F LOCKED PG Luka Doncic C Wendell Carter Jr. G LOCKED UTIL Donte DiVincenzo,,,
574,1234888141,seanjunk,271.9,97.25,SF LOCKED C Enes Kanter F Khris Middleton G Tim Hardaway Jr. PG LOCKED PF Jaren Jackson Jr. SG LOCKED UTIL LOCKED,,,
574,1234921463,WinkyChrist,255.05,97.25,SF Giannis Antetokounmpo PG Luka Doncic PF Bobby Portis SG LOCKED G LOCKED UTIL LOCKED F Wesley Matthews C Wendell Carter Jr.,,,
574,1234799288,loyalNYer0822,193.36,97.25,SG Victor Oladipo F LOCKED PG LOCKED UTIL Al Horford SF Andrew Wiggins G LOCKED C Serge Ibaka PF Noah Vonleh,,,
577,1234845703,RS7RAIN,245.51,97,SG Kawhi Leonard F Jimmy Butler G LOCKED PG LOCKED C Serge Ibaka SF LOCKED PF Jaren Jackson Jr. UTIL LOCKED,,,
577,1235433449,cmapp,245.51,97,SF Kawhi Leonard SG Jimmy Butler C LOCKED PG LOCKED UTIL Serge Ibaka PF LOCKED F Jaren Jackson Jr. G LOCKED,,,
577,1234892200,day9292,226.54,97,SG Kawhi Leonard G Jimmy Butler SF LOCKED PG Malcolm Brogdon PF LOCKED F Jaren Jackson Jr. UTIL LOCKED C Ersan Ilyasova,,,
577,1234751548,mingaling322,210.76,97,F Kawhi Leonard G LOCKED SF Jimmy Butler C Bobby Portis PG LOCKED SG J.J. Barea UTIL LOCKED PF Michael Kidd-Gilchrist,,,
581,1234770746,mlipinski21,280.85,96.75,PF LOCKED C Enes Kanter PG Luka Doncic SG Eric Bledsoe UTIL LOCKED SF LOCKED F Jaren Jackson Jr. G LOCKED,,,
581,1234885686,jaredoutlet,266.87,96.75,SF Kawhi Leonard SG LOCKED C Enes Kanter F Joe Ingles PG LOCKED PF LOCKED G LOCKED UTIL Wendell Carter Jr.,,,
581,1235359391,Mgrzes298,244.44,96.75,SF Jimmy Butler SG LOCKED G Luka Doncic PG Kris Dunn C Serge Ibaka PF LOCKED F Jaren Jackson Jr. UTIL LOCKED,,,
581,1235084961,peatear25,203.82,96.75,UTIL LOCKED G LOCKED F Bobby Portis SF Joe Ingles PF Al Horford C Serge Ibaka SG LOCKED PG Terry Rozier,,,
585,1235588215,nbean518,244.44,96.5,SF Jimmy Butler UTIL Kemba Walker C LOCKED PG Luka Doncic PF LOCKED F Jaren Jackson Jr. SG LOCKED G Antonio Blakeney,,,
585,1234954084,sportsfreak_15,243.94,96.5,PG Kemba Walker PF LOCKED SG LOCKED C Enes Kanter F LOCKED UTIL Jaren Jackson Jr. G LOCKED SF Michael Kidd-Gilchrist,,,
587,1235265099,Bazarre,258.42,96,SG Jimmy Butler PF LOCKED C Enes Kanter PG Zach LaVine SF LOCKED F Jaren Jackson Jr. G LOCKED UTIL Wendell Carter Jr.,,,
587,1235550640,uncsucks,243.94,96,F Giannis Antetokounmpo SF Kawhi Leonard PG LOCKED PF LOCKED UTIL Jaren Jackson Jr. C LOCKED G Fred VanVleet SG LOCKED,,,
587,1235176154,chefty,212.56,96,G Kawhi Leonard F LOCKED C Enes Kanter SG Andrew Wiggins PG LOCKED SF LOCKED PF Jaren Jackson Jr. UTIL Michael Kidd-Gilchrist,,,
590,1234704493,youngbandit09,259.49,95.5,F Jimmy Butler PG Kemba Walker SF LOCKED C Enes Kanter G LOCKED SG LOCKED UTIL Garrett Temple PF LOCKED,,,
590,1234617340,adam205,258.42,95.5,SG Jimmy Butler PF LOCKED C Enes Kanter G Luka Doncic PG LOCKED SF LOCKED F Jaren Jackson Jr. UTIL Wendell Carter Jr.,,,
590,1234618054,thomasgore,258.42,95.5,SG Jimmy Butler PF LOCKED C Enes Kanter G Luka Doncic PG LOCKED SF LOCKED F Jaren Jackson Jr. UTIL Wendell Carter Jr.,,,
