Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
327,1244155203,PGchillin,9.16,159.6,QB Jared Goff RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Panthers ,,,
327,1244226861,hooweex,9.16,159.6,QB Jared Goff RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Panthers ,,,
327,1244813152,brianf9290,9.16,159.6,QB Jared Goff RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Panthers ,,,
336,1236340381,alvee20,4.58,159.54,QB Jameis Winston RB James Conner RB Kareem Hunt FLEX Marlon Mack WR A.J. Green WR Geronimo Allison WR Chris Godwin TE O.J. Howard DST Chiefs ,,,
336,1237137295,PaulieWaInuts,9.16,159.54,QB Aaron Rodgers RB James Conner RB Kareem Hunt WR Robert Woods WR Tyler Boyd WR Doug Baldwin FLEX Courtland Sutton TE O.J. Howard DST Steelers ,,,
338,1244204614,GREGOLANDO,13.74,159.44,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Davante Adams WR Martavis Bryant WR Anthony Miller TE O.J. Howard DST Jets ,,,
339,1240982976,Delaweez81,9.16,159.36,QB Andrew Luck FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Robert Woods WR Chester Rogers WR Seth Roberts TE Ed Dickson DST Steelers ,,,
340,1239065723,ezio040,9.73,159.2,QB Jared Goff RB James Conner RB Phillip Lindsay WR A.J. Green WR Robert Woods WR T.Y. Hilton FLEX Larry Fitzgerald TE C.J. Uzomah DST Steelers ,,,
341,1243359849,lewiszach85,5.15,159.18,QB Case Keenum FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Michael Crabtree WR Jordy Nelson WR Larry Fitzgerald TE Vance McDonald DST Steelers ,,,
342,1244610283,jaebberwock,9.73,159.14,QB Aaron Rodgers RB James Conner RB Joe Mixon FLEX Kareem Hunt WR Robert Woods WR Jordy Nelson WR Larry Fitzgerald TE C.J. Uzomah DST Steelers ,,,
343,1242886919,hudsonfreak34,9.73,159.1,QB Jared Goff RB James Conner FLEX Kareem Hunt RB Nick Chubb WR Robert Woods WR T.Y. Hilton WR Larry Fitzgerald TE Greg Olsen DST Colts ,,,
344,1243985130,Justincallahan,0,159.06,QB Andrew Luck RB Phillip Lindsay RB Adrian Peterson WR Tyler Boyd WR T.Y. Hilton FLEX John Brown WR DeSean Jackson TE Travis Kelce DST Steelers ,,,
345,1239744316,kymonkeyhammers,9.73,159.04,QB Aaron Rodgers RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR Davante Adams WR Doug Baldwin WR Larry Fitzgerald TE C.J. Uzomah DST Steelers ,,,
346,1243797722,Giants1112,9.16,158.94,QB Aaron Rodgers FLEX Todd Gurley II RB Joe Mixon RB Adrian Peterson WR Golden Tate WR Martavis Bryant WR D.J. Moore TE O.J. Howard DST Bears ,,,
347,1244244376,Anthony9911,9.16,158.9,QB Jared Goff RB James Conner FLEX Kareem Hunt RB Phillip Lindsay WR Odell Beckham Jr. WR Robert Woods WR Martavis Bryant TE Vance McDonald DST Steelers ,,,
348,1243508073,ekim8,14.31,158.84,QB Aaron Rodgers RB James Conner FLEX David Johnson RB Isaiah Crowell WR A.J. Green WR Davante Adams WR Josh Reynolds TE O.J. Howard DST Steelers ,,,
349,1244624485,Pepper65,9.16,158.8,QB Jared Goff RB Kareem Hunt RB Marlon Mack WR Davante Adams WR Tyler Boyd WR Michael Crabtree TE Eric Ebron FLEX David Njoku DST Chiefs ,,,
349,1244925463,wayne212,9.16,158.8,QB Jared Goff RB Kareem Hunt RB Marlon Mack WR Davante Adams WR Tyler Boyd WR Michael Crabtree TE Eric Ebron FLEX David Njoku DST Chiefs ,,,
351,1237700407,justinreis13,13.74,158.74,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Adam Humphries TE O.J. Howard DST Steelers ,,,
352,1244315713,beeks82,14.31,158.7,QB Jared Goff RB James Conner RB Kareem Hunt WR Brandin Cooks WR Robert Woods FLEX Chris Godwin WR Anthony Miller TE Jared Cook DST 49ers ,,,
353,1243923839,z24lax,13.74,158.64,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Sammy Watkins WR Martavis Bryant TE C.J. Uzomah DST Steelers ,,,
354,1241261231,22Mossski30,9.16,158.6,QB Jared Goff RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Steelers ,,,
354,1241444757,akjeer,9.16,158.6,QB Jared Goff RB James Conner FLEX Kareem Hunt RB Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Steelers ,,,
354,1244618999,EchoCharlie4,9.16,158.6,QB Jared Goff RB James Conner FLEX Kareem Hunt RB Phillip Lindsay WR A.J. Green WR Robert Woods WR Anthony Miller TE C.J. Uzomah DST Steelers ,,,
357,1242702042,corndoggiz,4.58,158.56,QB Andrew Luck RB James Conner FLEX Kareem Hunt RB Isaiah Crowell WR Robert Woods WR Tyler Boyd WR Kenny Golladay TE O.J. Howard DST Steelers ,,,
358,1242703738,mikemiz23,9.16,158.54,QB Aaron Rodgers RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR Robert Woods WR Tyler Boyd WR Jordy Nelson TE Chris Herndon DST Steelers ,,,
358,1244299070,cbesch24,9.16,158.54,QB Aaron Rodgers RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR Robert Woods WR Tyler Boyd WR Jordy Nelson TE Chris Herndon DST Steelers ,,,
358,1245078398,aantonucci,9.16,158.54,QB Aaron Rodgers RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR Robert Woods WR Tyler Boyd WR Jordy Nelson TE Chris Herndon DST Steelers ,,,
361,1236473911,nivek94,13.74,158.5,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Michael Crabtree WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
361,1239118200,alomar111,13.74,158.5,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Michael Crabtree WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
361,1242182254,TeamEstrogen35,13.74,158.5,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Michael Crabtree WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
361,1242664480,jbills27,13.74,158.5,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Michael Crabtree WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
361,1245073093,dconner1984,13.74,158.5,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Michael Crabtree WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
366,1243196678,coachguru,9.73,158.44,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Taylor Gabriel WR Larry Fitzgerald WR Martavis Bryant TE Vance McDonald DST Steelers ,,,
366,1244580562,junew123,9.73,158.44,QB Aaron Rodgers RB Joe Mixon RB Kareem Hunt FLEX Kerryon Johnson WR Robert Woods WR Jordy Nelson WR Larry Fitzgerald TE Jared Cook DST Redskins ,,,
368,1236377971,libb23,5.15,158.32,QB Patrick Mahomes RB Todd Gurley II RB James Conner FLEX Kareem Hunt WR Taylor Gabriel WR Michael Crabtree WR Anthony Miller TE Ricky Seals-Jones DST Steelers ,,,
368,1236304131,krldwsn,0,158.32,QB Russell Wilson RB James Conner RB Joe Mixon FLEX Kareem Hunt WR Doug Baldwin WR Courtland Sutton WR Martavis Bryant TE Travis Kelce DST Steelers ,,,
370,1244903211,smitty1919,13.74,158.3,QB Jared Goff RB Todd Gurley II FLEX James Conner RB Kareem Hunt WR Demaryius Thomas WR Marquez Valdes-Scantling WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
371,1245054916,Hollywood1984,0,158.26,QB Andrew Luck RB James Conner RB Kareem Hunt FLEX Trenton Cannon WR Tyler Boyd WR Emmanuel Sanders WR T.Y. Hilton TE O.J. Howard DST Steelers ,,,
372,1243231896,bsaul,9.73,158.24,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Kerryon Johnson WR T.Y. Hilton WR Larry Fitzgerald WR Martavis Bryant TE O.J. Howard DST Steelers ,,,
373,1244597095,thegeneral7,4.58,158.22,QB Patrick Mahomes RB James Conner RB Kareem Hunt FLEX Kerryon Johnson WR Robert Woods WR Martavis Bryant WR Anthony Miller TE Travis Kelce DST Steelers ,,,
374,1238988981,theMush415,9.16,158.2,QB Jared Goff RB James Conner FLEX Kareem Hunt RB Phillip Lindsay WR Robert Woods WR Tyler Boyd WR Martavis Bryant TE David Njoku DST Steelers ,,,
375,1244471023,jcorr721,0.57,158.16,QB Andrew Luck RB Saquon Barkley RB James Conner FLEX Phillip Lindsay WR Emmanuel Sanders WR T.Y. Hilton WR Larry Fitzgerald TE Chris Herndon DST Jets ,,,
376,1236657966,LordBaltic,4.58,158.14,QB Jameis Winston RB James Conner RB Joe Mixon FLEX Kareem Hunt WR Robert Woods WR Sammy Watkins WR Martavis Bryant TE David Njoku DST Steelers ,,,
377,1239550623,DeadlyTedly,0,158.12,QB Patrick Mahomes RB James Conner RB Kareem Hunt FLEX Phillip Lindsay WR Tyler Boyd WR Michael Crabtree WR Jordy Nelson TE David Njoku DST Steelers ,,,
378,1237548167,gdbauer7,14.88,158.1,QB Jared Goff FLEX Todd Gurley II RB Joe Mixon RB Phillip Lindsay WR Robert Woods WR Golden Tate WR Anthony Miller TE Ricky Seals-Jones DST 49ers ,,,
379,1236808383,mbika,9.73,158.04,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR John Brown WR Jordy Nelson WR Larry Fitzgerald TE Vance McDonald DST Steelers ,,,
379,1244343522,killab2482,9.16,158.04,QB Jameis Winston FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Demaryius Thomas WR Anthony Miller TE O.J. Howard DST Steelers ,,,
381,1242606396,josborne,0,158,QB Andy Dalton RB James Conner RB Kerryon Johnson WR A.J. Green FLEX Tyler Boyd WR Kenny Golladay WR Antonio Callaway TE Evan Engram DST Lions ,,,
382,1236397086,ToeTagginTambo,5.15,157.84,QB Jameis Winston FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
382,1236469363,brittinghamt,5.15,157.84,QB Jameis Winston FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
382,1236588446,mrmoz555,5.15,157.84,QB Jameis Winston FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
382,1236720720,ddulohery21,5.15,157.84,QB Jameis Winston RB Todd Gurley II RB James Conner FLEX Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
382,1237719993,thugologist,5.15,157.84,QB Jameis Winston RB Todd Gurley II FLEX James Conner RB Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
382,1238447501,foringer55,5.15,157.84,QB Jameis Winston FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR Demaryius Thomas WR Larry Fitzgerald WR Anthony Miller TE David Njoku DST Steelers ,,,
388,1237445829,SportingChance,14.31,157.8,QB Jared Goff FLEX Todd Gurley II RB Joe Mixon RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Larry Fitzgerald TE C.J. Uzomah DST Steelers ,,,
388,1241638463,asknudsen,5.15,157.8,QB Matthew Stafford RB Todd Gurley II RB Saquon Barkley FLEX James Conner WR Larry Fitzgerald WR Chester Rogers WR Martavis Bryant TE Vance McDonald DST Steelers ,,,
390,1236586620,jj2fast4u,9.16,157.6,QB Jared Goff FLEX Todd Gurley II RB James Conner RB Kareem Hunt WR T.Y. Hilton WR Martavis Bryant WR Anthony Miller TE O.J. Howard DST Steelers ,,,
391,1243240503,kallmedadddyyy,9.16,157.58,QB Ben Roethlisberger RB Todd Gurley II RB Phillip Lindsay FLEX Chris Carson WR Robert Woods WR Tyler Boyd WR Taylor Gabriel TE Vance McDonald DST Steelers ,,,
392,1236538366,tommy709,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1236553478,seager20,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1237288941,Jovan914,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1237580107,sbstewart,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1237852700,chiggy725,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1239202167,Stockmannn,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1239212541,Rains,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1239460794,jjones576,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1239537192,nickperks11,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1240731407,Wulfgar17,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1240825378,Double_L,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1240838908,BoostedRS,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1240886504,FalconsFan07,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1241007907,Ajgruppo,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1241663114,jtrill9,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1241851912,EAZY388,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1241857063,bamablonde,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242160653,ykya111,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242220101,slizzick06,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242260857,jlowins22,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242270450,da1andonlybc,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242281130,ReidBolin13,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242341990,pepperminto,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242361342,cannedfruit,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242363602,Alphawarrior43,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242407688,pipolechap,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242447891,CMalaspina,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242504023,Tcutroop,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242525909,wright_gh,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242661147,TMM75,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242874254,tidehigh71,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242919162,only1u,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1242993257,Robbyd713,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243070128,darobelo,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243080125,vicktim1899,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243252343,blaze151974,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243266769,ChrisKernn,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243485386,Colebusta007,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243673352,BigDrive54,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243842365,bobmarx76,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243886270,Heatallday33,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243912382,fuhonky,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243934930,CaliElite,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243952797,DogToaster,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1243961746,keyur1122,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244039524,poboy88,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244112221,DuckyOnQuack,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244113618,Miztos,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244125359,omarck75,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244134876,Hydrolyzable,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244189074,MommysMoney420,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244235171,jddowning10,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244248756,ericglopez,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244302211,YodaGotti,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II FLEX James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244324564,dandaman1693,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244333221,ddudek08,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244343484,mcniiick9,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244411171,Joey5270,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244424964,cjm1119,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244461357,iMythic,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244462834,WrigleyTheDog,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244479236,Jbj802,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244489725,Vertuhcle,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244499817,dhook42,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244577935,dallas1fan21,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244601298,miketerps1,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244662222,thesandlot24,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244741933,mightygut44,13.74,157.54,QB Aaron Rodgers FLEX Todd Gurley II RB James Conner RB Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
392,1244775817,Phelly21,13.74,157.54,QB Aaron Rodgers RB Todd Gurley II RB James Conner FLEX Phillip Lindsay WR Robert Woods WR Jordy Nelson WR Anthony Miller TE O.J. Howard DST Steelers ,,,
