Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Marvin Williams (11564065) (LOCKED),Marvin Williams,11564065,SF/PF/F/UTIL,3800,Final,CHA,17.67
PF/C,Mason Plumlee (11564239) (LOCKED),Mason Plumlee,11564239,PF/C/F/UTIL,3800,Final,DEN,19.22
PG/SG,Jeremy Lin (11564452) (LOCKED),Jeremy Lin,11564452,PG/SG/G/UTIL,3800,Final,ATL,14.06
SF/PF,Juancho Hernangomez (11564248) (LOCKED),Juancho Hernangomez,11564248,SF/PF/F/UTIL,3700,Final,DEN,14.54
PG/SG,Patty Mills (11564510) (LOCKED),Patty Mills,11564510,PG/SG/G/UTIL,3700,Final,SA,14.21
PG/SG,Tim Frazier (11564565) (LOCKED),Tim Frazier,11564565,PG/SG/G/UTIL,3700,Final,NO,12.3
PG,Michael Carter-Williams (11563845) (LOCKED),Michael Carter-Williams,11563845,PG/G/UTIL,3600,Final,HOU,12.5
SF,Royce O'Neale (11564179) (LOCKED),Royce O'Neale,11564179,SF/F/UTIL,3600,Final,UTA,8.69
SG/SF,Nik Stauskas (11564289) (LOCKED),Nik Stauskas,11564289,SG/SF/F/G/UTIL,3600,In Progress,POR,18.09
PF,Cheick Diallo (11564569) (LOCKED),Cheick Diallo,11564569,PF/F/UTIL,3600,Final,NO,12.65
C,Aron Baynes (11564016) (LOCKED),Aron Baynes,11564016,C/UTIL,3500,Final,BOS,15.65
SG,Malik Beasley (11564236) (LOCKED),Malik Beasley,11564236,SG/G/UTIL,3500,Final,DEN,11.09
PF/C,Marquese Chriss (11563848) (LOCKED),Marquese Chriss,11563848,PF/C/F/UTIL,3400,Final,HOU,4
PG,Antonio Blakeney (11563907) (LOCKED),Antonio Blakeney,11563907,PG/G/UTIL,3400,Final,CHI,17.36
PF/C,Daniel Theis (11564018) (LOCKED),Daniel Theis,11564018,PF/C/F/UTIL,3400,Final,BOS,11.65
SF,Miles Bridges (11564074) (LOCKED),Miles Bridges,11564074,SF/F/UTIL,3400,Final,CHA,16.06
C,Cristiano Felicio (11563910) (LOCKED),Cristiano Felicio,11563910,C/UTIL,3300,Final,CHI,16.5
SG,Chandler Hutchison (11563912) (LOCKED),Chandler Hutchison,11563912,SG/G/UTIL,3300,Final,CHI,10.56
SF/PF,Doug McDermott (11563956) (LOCKED),Doug McDermott,11563956,SF/PF/F/UTIL,3300,Final,IND,11.11
PG,Aaron Holiday (11563974) (LOCKED),Aaron Holiday,11563974,PG/G/UTIL,3300,Final,IND,1.65
C,Guillermo Hernangomez (11564072) (LOCKED),Guillermo Hernangomez,11564072,C/UTIL,3300,Final,CHA,15.12
PF,Jake Layman (11564294) (LOCKED),Jake Layman,11564294,PF/F/UTIL,3300,In Progress,POR,9.03
