Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
13,1247948289,ronsulewski,125.09,270,F LeBron James SF Khris Middleton UTIL Jrue Holiday SG Eric Bledsoe G Klay Thompson PG Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,Kelly Olynyk,PF,13.16%,9
13,1247949152,hartonc15,125.09,270,F LeBron James SF Khris Middleton UTIL Jrue Holiday SG Eric Bledsoe G Klay Thompson PG Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,JaVale McGee,C,11.31%,23.25
13,1248165267,marccolcer,125.09,270,F LeBron James SF Khris Middleton PG Jrue Holiday SG Eric Bledsoe UTIL Klay Thompson G Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,Nikola Jokic,C,7.18%,6.5
17,1247084611,dogpound383,83.46,268,PG Stephen Curry C Joel Embiid SG Jrue Holiday G Klay Thompson SF Robert Covington UTIL Justin Holiday F Pascal Siakam PF Mitchell Robinson,,Karl-Anthony Towns,UTIL,7.12%,49
17,1248022954,foulke29,83.46,268,G Stephen Curry UTIL Joel Embiid PG Jrue Holiday SG Klay Thompson SF Robert Covington F Justin Holiday PF Pascal Siakam C Mitchell Robinson,,Mitchell Robinson,PF,6.91%,19
19,1247618141,lofty35,106.19,267.5,C Joel Embiid PG Kyle Lowry UTIL Draymond Green SF Khris Middleton SG Klay Thompson G Monte Morris PF Ersan Ilyasova F Pascal Siakam,,LeBron James,PF,6.58%,41.5
20,1247657684,powersw1990,90.88,264.5,PG Ben Simmons SF Khris Middleton SG Jrue Holiday G Goran Dragic C Willie Cauley-Stein UTIL JaVale McGee F Ersan Ilyasova PF Pascal Siakam,,Goran Dragic,PG,5.22%,32.25
21,1248057231,TYLSWARB,89.44,264.25,SF Ben Simmons G Kyle Lowry SG Khris Middleton PG Jrue Holiday PF Nemanja Bjelica C Jarrett Allen UTIL Ersan Ilyasova F Pascal Siakam,,Wendell Carter Jr.,F,4.89%,32.75
22,1247537577,temporary,86.88,264,PF Kevin Durant PG Ben Simmons SG Khris Middleton UTIL Klay Thompson SF Harrison Barnes C Brook Lopez G Evan Turner F Pascal Siakam,,Dennis Smith Jr.,PG,4.79%,13.5
23,1248236765,scottism84,96.33,262.25,C Joel Embiid SF Khris Middleton UTIL Julius Randle PG Eric Bledsoe F Jabari Parker SG Klay Thompson G Buddy Hield PF Pascal Siakam,,Caris LeVert,SF,4.62%,17
23,1248161981,Jeddy3,93.59,262.25,G Kyle Lowry C Hassan Whiteside SG Tim Hardaway Jr. UTIL Jrue Holiday SF Caris LeVert PG Eric Bledsoe PF Ersan Ilyasova F Pascal Siakam,,Norman Powell,SG,4.57%,16
25,1247908826,FLO_Proggressive,65.66,260,PG Ben Simmons PF Draymond Green UTIL Jrue Holiday G Goran Dragic C Willie Cauley-Stein SF Robert Covington SG Damyean Dotson F Ersan Ilyasova,,Nemanja Bjelica,PF,4.46%,38.75
26,1247709262,tdanish7,105.43,259.75,SG Stephen Curry SF Jimmy Butler C Draymond Green PG Eric Bledsoe F Nemanja Bjelica G Wesley Matthews UTIL Ersan Ilyasova PF Pascal Siakam,,Jabari Parker,SF,4.24%,23.25
27,1248009353,smoeller16,139.99,258.75,F Jimmy Butler UTIL Kyle Lowry SF Nikola Mirotic PG Jrue Holiday G Eric Bledsoe SG Klay Thompson C Ersan Ilyasova PF Pascal Siakam,,Jamal Murray,G,4.19%,21.5
27,1247854486,Not2Good,93.37,258.75,UTIL Nikola Jokic C Karl-Anthony Towns SF Josh Richardson SG Eric Bledsoe F Nemanja Bjelica G Jeff Teague PG Markelle Fultz PF Pascal Siakam,,DeAndre Jordan,UTIL,3.97%,19.75
29,1247457492,kaep33,114.07,257.75,UTIL Joel Embiid C Karl-Anthony Towns PG Jrue Holiday SG Eric Bledsoe G Klay Thompson F Robert Covington PF Pascal Siakam SF Juancho Hernangómez,,Derrick Rose,G,3.59%,18
30,1247688506,Jrgates82,131.15,256.75,SF DeMar DeRozan UTIL Kyle Lowry PF Nikola Mirotic PG Eric Bledsoe SG Klay Thompson C Serge Ibaka G Malcolm Brogdon F Ersan Ilyasova,,Danny Green,SF,3.48%,16.75
31,1247521129,bholden34,92.24999,256.25,UTIL Victor Oladipo PG Kyle Lowry F Draymond Green SF Khris Middleton SG Eric Bledsoe G Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,Ben Simmons,PG,3.43%,52
31,1248124344,BFredricks,54.9,256.25,UTIL Damian Lillard C Karl-Anthony Towns PF Draymond Green SG Klay Thompson SF Dario Saric PG Jeff Teague F Thaddeus Young G DeAndre' Bembry,,Dewayne Dedmon,F,3.43%,19.75
33,1247881705,MacdaddyAG,106.19,255.75,G Kyle Lowry C Draymond Green F Khris Middleton PG Jrue Holiday UTIL Eric Bledsoe SG Klay Thompson SF Dario Saric PF Pascal Siakam,,Robert Covington,SF,3.21%,30
34,1247871298,Alan29,97.64,254,PG Ben Simmons G Kyle Lowry F Khris Middleton SG Jrue Holiday SF Robert Covington UTIL Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,E'Twaun Moore,UTIL,3.10%,5.75
34,1247887942,Flipperbaby,97.64,254,SF Ben Simmons UTIL Kyle Lowry SG Khris Middleton PG Jrue Holiday F Robert Covington G Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,Paul Millsap,F,3.10%,3.75
34,1248090066,sparky625yanks,26.5,254,PF Kevin Durant C Enes Kanter SF Caris LeVert PG Goran Dragic SG JJ Redick G Buddy Hield UTIL Markelle Fultz F DeAndre' Bembry,,Jarrett Allen,UTIL,2.99%,26.25
37,1247829251,Brettjreinhart,103.8,253.5,SF LeBron James PF Kevin Durant SG Klay Thompson G Kent Bazemore F Nemanja Bjelica PG Jeff Teague UTIL Gorgui Dieng C Jahlil Okafor,,Frank Ntilikina,SF,2.94%,31.75
38,1247666367,cpavlik,108.68,253,C Karl-Anthony Towns PF Draymond Green SF Khris Middleton PG Jrue Holiday SG Eric Bledsoe G Klay Thompson F Al-Farouq Aminu UTIL Brook Lopez,,Zach LaVine,SG,2.88%,37
39,1247885063,saklarin9,132.07,249.75,C Nikola Jokic SF Ben Simmons SG Jrue Holiday G Goran Dragic UTIL Klay Thompson F Ersan Ilyasova PF Pascal Siakam PG Frank Jackson,,Damyean Dotson,F,2.88%,14.5
39,1247825286,kmj888,88.83,249.75,SF LeBron James C Joel Embiid SG Tim Hardaway Jr. PG Jrue Holiday F Ersan Ilyasova PF Pascal Siakam UTIL Zach Collins G Norman Powell,,Frank Jackson,UTIL,2.77%,1.25
41,1247776168,LiMedina13,102.88,249.5,PG Kyle Lowry C Hassan Whiteside SF Khris Middleton G Jrue Holiday SG Klay Thompson UTIL Jeff Teague PF Marvin Bagley III F Danny Green,,Klay Thompson,G,2.72%,66.25
41,1247828499,JodiVerizon,98.91,249.5,UTIL Kevin Durant C Joel Embiid SG Jrue Holiday G Klay Thompson PG Jeff Teague SF Justin Holiday PF Pascal Siakam F Mitchell Robinson,,DeMar DeRozan,UTIL,2.66%,24.75
41,1248130519,BBonkers26,98.91,249.5,UTIL Kevin Durant C Joel Embiid SG Jrue Holiday G Klay Thompson PG Jeff Teague SF Justin Holiday PF Pascal Siakam F Mitchell Robinson,,Willie Cauley-Stein,UTIL,2.61%,44.75
41,1248242491,MariaRed,98.91,249.5,UTIL Kevin Durant C Joel Embiid SG Jrue Holiday G Klay Thompson PG Jeff Teague SF Justin Holiday PF Pascal Siakam F Mitchell Robinson,,Monte Morris,UTIL,2.50%,11.75
45,1247570399,bowlme33,107.35,249.25,SG Jimmy Butler PG Kyle Lowry UTIL DeAndre Jordan SF Khris Middleton F Buddy Hield C Serge Ibaka G Malcolm Brogdon PF Ersan Ilyasova,,Jonas Valanciunas,C,2.45%,5.25
46,1247511870,jackson_0824,84.4,248.5,G Victor Oladipo UTIL Jimmy Butler PG Kyle Lowry SF Khris Middleton SG Eric Bledsoe C Noah Vonleh PF Ersan Ilyasova F Pascal Siakam,,Damian Lillard,G,2.39%,21.75
47,1247400885,npt78,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Markelle Fultz,UTIL,2.34%,31.5
47,1247403146,gochiefs75,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Jahlil Okafor,C,2.23%,3
47,1247539121,mjuarez_09,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Noah Vonleh,F,2.23%,19
47,1247547531,Zmerz,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,DeAndre' Bembry,F,2.07%,17.75
47,1247553498,Smitty341,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Buddy Hield,SF,1.96%,47
47,1247564611,mrmikereed,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Rodney McGruder,G,1.96%,13.25
47,1247585287,dogg47,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Harrison Barnes,F,1.96%,8.75
47,1247588690,SunDevils21,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Gary Harris,UTIL,1.90%,7
47,1247590675,mick4,113.7,248.25,SF Jimmy Butler PG Kyle Lowry F Khris Middleton SG Jrue Holiday UTIL Willie Cauley-Stein G Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Draymond Green,F,1.79%,33
47,1247593189,COREYMERCS,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,De'Aaron Fox,UTIL,1.69%,36.5
47,1247653308,CMalaspina,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Tim Hardaway Jr.,G,1.63%,45
47,1247662592,phatdawgsirishboyz,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Hassan Whiteside,C,1.63%,48.5
47,1247673449,JJV345,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Justin Holiday,UTIL,1.52%,18
47,1247696025,dtlfn,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Rudy Gay,UTIL,1.52%,25.5
47,1247733768,theAchillesNeal,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Taj Gibson,UTIL,1.41%,16.5
47,1247752299,jayboo17,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Serge Ibaka,PF,1.41%,38
47,1247804097,TheMagnet,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Kevin Durant,PF,1.41%,35.75
47,1247823653,Deiner10,113.7,248.25,F Jimmy Butler PG Kyle Lowry SF Khris Middleton G Jrue Holiday C Willie Cauley-Stein SG Eric Bledsoe UTIL Ersan Ilyasova PF Pascal Siakam,,Victor Oladipo,UTIL,1.36%,45.25
47,1247833542,DrugSgt,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Dario Saric,PF,1.31%,18.25
47,1247839599,AHabas,113.7,248.25,SF Jimmy Butler PG Kyle Lowry F Khris Middleton SG Jrue Holiday UTIL Willie Cauley-Stein G Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Wesley Matthews,F,1.25%,10.5
47,1247844361,chuymedina,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,JJ Redick,SF,1.20%,35
47,1247845731,bcab80,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Justise Winslow,UTIL,1.14%,16
47,1247853008,russellmatt21,113.7,248.25,F Jimmy Butler PG Kyle Lowry SF Khris Middleton SG Jrue Holiday UTIL Willie Cauley-Stein G Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,CJ McCollum,PG,0.87%,28
47,1247855997,a1perry24,113.7,248.25,UTIL Jimmy Butler G Kyle Lowry SF Khris Middleton SG Jrue Holiday C Willie Cauley-Stein PG Eric Bledsoe PF Ersan Ilyasova F Pascal Siakam,,Al-Farouq Aminu,SF,0.87%,26.5
47,1247916614,altymoose,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Stephen Curry,PG,0.82%,49
47,1247919442,TwardDman,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,D'Angelo Russell,UTIL,0.82%,20.25
47,1247932576,paythepiper09,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Brandon Ingram,SF,0.65%,27.25
47,1247955391,JCLeeds,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Bryn Forbes,PG,0.65%,6
47,1247982107,nohrum,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Justin Jackson,SG,0.65%,11
47,1248021190,siands74,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Lance Stephenson,UTIL,0.65%,21.25
47,1248030178,Giftofgame31,113.7,248.25,SF Jimmy Butler PG Kyle Lowry F Khris Middleton SG Jrue Holiday UTIL Willie Cauley-Stein G Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Josh Okogie,UTIL,0.65%,31.5
47,1248078879,Bpizzle1002,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Jusuf Nurkic,C,0.60%,13.75
47,1248145869,mentalkelso,113.7,248.25,SF Jimmy Butler PG Kyle Lowry F Khris Middleton G Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,Taurean Prince,SF,0.60%,16.5
47,1248160413,TLambertFB,113.7,248.25,F Jimmy Butler G Kyle Lowry SF Khris Middleton PG Jrue Holiday UTIL Willie Cauley-Stein SG Eric Bledsoe C Ersan Ilyasova PF Pascal Siakam,,LaMarcus Aldridge,C,0.60%,17.75
81,1247642349,obey_breezy,108.11,248,SF Ben Simmons PG Kyle Lowry F Khris Middleton UTIL Jrue Holiday G Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Pascal Siakam,,Zach Collins,UTIL,0.54%,27.25
81,1247787057,Bfarrell21,108.11,248,F Ben Simmons PG Kyle Lowry SF Khris Middleton G Jrue Holiday SG Eric Bledsoe UTIL Malcolm Brogdon C Ersan Ilyasova PF Pascal Siakam,,Donte DiVincenzo,SF,0.54%,17.25
81,1248120036,feaglm,108.11,248,SF Ben Simmons PG Kyle Lowry F Khris Middleton UTIL Jrue Holiday G Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Pascal Siakam,,Enes Kanter,C,0.54%,37.75
81,1248120825,woundedgeese,108.11,248,F Ben Simmons PG Kyle Lowry SF Khris Middleton UTIL Jrue Holiday SG Eric Bledsoe G Malcolm Brogdon C Ersan Ilyasova PF Pascal Siakam,,John Henson,C,0.54%,12.75
85,1247941390,Port5858,118.22,247.25,C Joel Embiid F Jimmy Butler SG Khris Middleton G Jrue Holiday UTIL Klay Thompson PG Monte Morris PF Pascal Siakam SF Frank Ntilikina,,Lonzo Ball,UTIL,0.54%,6.25
85,1247636517,maestro8732,87.5,247.25,F Jimmy Butler PG Kyle Lowry C Hassan Whiteside SF Khris Middleton G Eric Bledsoe SG Damyean Dotson PF Ersan Ilyasova UTIL Pascal Siakam,,Kent Bazemore,UTIL,0.49%,31.25
87,1248154292,jjsallmaddenteam,88.42,246.75,G Ben Simmons UTIL Karl-Anthony Towns SF Jimmy Butler SG Eric Bledsoe PG Jeff Teague PF Wendell Carter Jr. C Brook Lopez F Mitchell Robinson,,Evan Turner,G,0.49%,29.5
88,1247855225,AllUCanEat,136.16,246.25,F LeBron James SF Jimmy Butler G Jrue Holiday SG Klay Thompson C Jarrett Allen PG Jeff Teague PF Ersan Ilyasova UTIL Jahlil Okafor,,Ian Clark,UTIL,0.44%,1.25
88,1247809365,kfalik,126.05,246.25,C Karl-Anthony Towns PG Kyle Lowry SF Khris Middleton UTIL Jrue Holiday SG Eric Bledsoe G Jeff Teague PF Ersan Ilyasova F Pascal Siakam,,Josh Hart,SG,0.44%,15.25
88,1247952764,tristan.hoh,126.05,246.25,C Karl-Anthony Towns G Kyle Lowry SF Khris Middleton UTIL Jrue Holiday SG Eric Bledsoe PG Jeff Teague F Ersan Ilyasova PF Pascal Siakam,,Solomon Hill,SF,0.38%,6
88,1247990884,Plainsmen101,126.05,246.25,C Karl-Anthony Towns UTIL Kyle Lowry SF Khris Middleton SG Jrue Holiday PG Eric Bledsoe G Jeff Teague F Ersan Ilyasova PF Pascal Siakam,,Cory Joseph,UTIL,0.38%,1.5
88,1248138439,chuz73,126.05,246.25,C Karl-Anthony Towns G Kyle Lowry SF Khris Middleton SG Jrue Holiday PG Eric Bledsoe UTIL Jeff Teague PF Ersan Ilyasova F Pascal Siakam,,Marvin Bagley III,PF,0.38%,18.25
93,1247370979,jabeus26,98.8,246,C Karl-Anthony Towns G Kyle Lowry SF Khris Middleton UTIL De'Aaron Fox SG Eric Bledsoe PG Jeff Teague F Danny Green PF Pascal Siakam,,Ryan Arcidiacono,G,0.38%,4.5
94,1247498342,Fat_Monkeys,84.4,245.5,F Ben Simmons PG Kyle Lowry SF Khris Middleton SG Eric Bledsoe C Jarrett Allen G Jeff Teague UTIL Malcolm Brogdon PF Pascal Siakam,,Trae Young,G,0.33%,26
95,1247754971,Pinkhippo,125.09,244.75,C Karl-Anthony Towns UTIL Kyle Lowry SF Khris Middleton PG Jrue Holiday SG Eric Bledsoe G Jeff Teague F Wendell Carter Jr. PF Pascal Siakam,,Bojan Bogdanovic,SG,0.33%,21.5
95,1247804542,tthousand66,125.09,244.75,C Karl-Anthony Towns G Kyle Lowry SF Khris Middleton SG Jrue Holiday PG Eric Bledsoe UTIL Jeff Teague PF Wendell Carter Jr. F Pascal Siakam,,Dwyane Wade,PG,0.27%,16.25
95,1248017260,hnglkdnky,90.88,244.75,C Joel Embiid SF Khris Middleton SG Jrue Holiday PG Goran Dragic F Buddy Hield G Jeff Teague UTIL Serge Ibaka PF Ersan Ilyasova,,Allen Crabbe,UTIL,0.22%,12.5
98,1247448054,oargueta,92.95,244,UTIL Stephen Curry G Kyle Lowry SF Khris Middleton SG D'Angelo Russell F Jabari Parker PG Malcolm Brogdon C Ersan Ilyasova PF Pascal Siakam,,Domantas Sabonis,PF,0.22%,24
98,1248038512,DaBizzle,90.88,244,UTIL Jimmy Butler G Kyle Lowry PG De'Aaron Fox C Julius Randle SG Eric Bledsoe F Nemanja Bjelica SF Robert Covington PF Ersan Ilyasova,,Alex Len,C,0.22%,12.5
100,1247937890,rendizzle23,106.19,243.75,UTIL Victor Oladipo G Kyle Lowry C DeAndre Jordan SF Khris Middleton SG Jrue Holiday PG Markelle Fultz PF Ersan Ilyasova F Pascal Siakam,,Trey Lyles,UTIL,0.22%,13
101,1248242064,t_wizzle29,70.60999,243.25,PG Stephen Curry SG Zach LaVine UTIL Khris Middleton SF Kent Bazemore G Buddy Hield PF Kelly Olynyk C Wendell Carter Jr. F Taj Gibson,,Anthony Tolliver,F,0.22%,9.5
102,1248133994,WheresMyMule6,109.93,242.75,SG Jimmy Butler C DeAndre Jordan F Khris Middleton SF Caris LeVert UTIL Eric Bledsoe G Klay Thompson PG Jeff Teague PF Pascal Siakam,,Luka Doncic,F,0.22%,16.25
103,1247610582,wakeywakey,128.54,242.25,C Karl-Anthony Towns SG Jimmy Butler SF Khris Middleton UTIL Jrue Holiday PG Eric Bledsoe G Jeff Teague F Ersan Ilyasova PF Pascal Siakam,,Andrew Wiggins,UTIL,0.22%,0
103,1247757735,OBJForPrez,128.54,242.25,UTIL Karl-Anthony Towns F Jimmy Butler SF Khris Middleton SG Jrue Holiday PG Eric Bledsoe G Jeff Teague C Ersan Ilyasova PF Pascal Siakam,,Cristiano Felicio,C,0.22%,5.75
103,1247621864,Chadg20,100.74,242.25,C Joel Embiid G Jimmy Butler SF Khris Middleton PG Jrue Holiday SG Buddy Hield UTIL Malcolm Brogdon F Ersan Ilyasova PF Pascal Siakam,,Rajon Rondo,UTIL,0.22%,19.5
103,1248223914,Blcothran,91.93,242.25,F LeBron James SG Khris Middleton PG Jrue Holiday G Goran Dragic UTIL Jarrett Allen SF Robert Covington C Ersan Ilyasova PF Pascal Siakam,,Thaddeus Young,PF,0.16%,25.5
103,1247739161,KingSam2323,91.57999,242.25,PG Kyle Lowry SG Zach LaVine SF Khris Middleton UTIL Jrue Holiday G Goran Dragic C Willie Cauley-Stein F Noah Vonleh PF Ersan Ilyasova,,Jonas Jerebko,UTIL,0.16%,14
108,1247312114,RGray04,141.93,241.75,C Joel Embiid SF Khris Middleton PG Jrue Holiday G Jamal Murray PF Julius Randle SG Klay Thompson UTIL Ersan Ilyasova F Pascal Siakam,,Kyle Kuzma,UTIL,0.16%,25.25
108,1247717656,azwhoopr,120.68,241.75,C Karl-Anthony Towns G Kyle Lowry UTIL DeAndre Jordan PG Jrue Holiday SG Eric Bledsoe PF Wendell Carter Jr. SF Al-Farouq Aminu F Ersan Ilyasova,,Chandler Hutchison,SG,0.16%,6
110,1248040034,suprme,103.23,241.5,SF LeBron James SG Jrue Holiday C Jusuf Nurkic UTIL Willie Cauley-Stein G Eric Bledsoe PG Jeff Teague PF Ersan Ilyasova F Pascal Siakam,,C.J. Miles,SF,0.16%,6.25
111,1247816197,jordyschneider1,86.91,241.25,C Joel Embiid UTIL Karl-Anthony Towns G Jrue Holiday SG Eric Bledsoe F Jabari Parker PF Wendell Carter Jr. PG Markelle Fultz SF Frank Ntilikina,,Derrick Jones Jr.,SF,0.11%,0
