Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
374,1251573592,skutash,48,280.25,PF Giannis Antetokounmpo C Joel Embiid PG De'Aaron Fox F Nemanja Bjelica G E'Twaun Moore SG Marcus Smart SF Michael Kidd-Gilchrist UTIL Jahlil Okafor,,,
374,1251684968,mke2288,48,280.25,PF Giannis Antetokounmpo C Joel Embiid PG De'Aaron Fox F Nemanja Bjelica G E'Twaun Moore SG Marcus Smart SF Michael Kidd-Gilchrist UTIL Jahlil Okafor,,,
374,1251649163,aybtdennyp,24,280.25,PG Ben Simmons C Willie Cauley-Stein G De'Aaron Fox PF Jayson Tatum SG Buddy Hield SF Nemanja Bjelica UTIL Cody Zeller F Al-Farouq Aminu,,,
378,1252189957,evenflow22,24,280,C Joel Embiid PG Kemba Walker UTIL Willie Cauley-Stein SF Buddy Hield F Robert Covington G Markelle Fultz PF Al-Farouq Aminu SG Marcus Smart,,,
379,1252052025,Irishlion04,72,279.75,F Nikola Mirotic UTIL Jrue Holiday PG De'Aaron Fox C Julius Randle SG Buddy Hield PF Paul Millsap SF Robert Covington G Terry Rozier,,,
379,1252160709,crzyken,48,279.75,PG Kemba Walker UTIL Jrue Holiday G De'Aaron Fox SG Buddy Hield C Al Horford F Nicolas Batum SF Dario Saric PF Al-Farouq Aminu,,,
379,1252279438,Bverx,48,279.75,G Jrue Holiday PG De'Aaron Fox PF Danilo Gallinari SG Buddy Hield F Nemanja Bjelica C Jusuf Nurkic SF Cedi Osman UTIL Robert Covington,,,
382,1252106008,GreenTailShiner,96,279.5,PG Damian Lillard PF Nikola Mirotic G De'Aaron Fox SG Buddy Hield C Al Horford UTIL Robert Covington F Evan Turner SF Al-Farouq Aminu,,,
382,1251498957,Tigers18,72,279.5,PG Kemba Walker PF Nikola Mirotic C Willie Cauley-Stein UTIL De'Aaron Fox SG Buddy Hield F Robert Covington G Evan Turner SF Al-Farouq Aminu,,,
382,1251654421,Bthrane23,72,279.5,PG Kemba Walker PF Nikola Mirotic C Willie Cauley-Stein UTIL De'Aaron Fox G Buddy Hield SF Robert Covington SG Evan Turner F Al-Farouq Aminu,,,
382,1252106676,beachboycherry,72,279.5,C Joel Embiid PG Jrue Holiday G De'Aaron Fox SG Buddy Hield SF Nemanja Bjelica F JJ Redick PF Zach Collins UTIL Tim Frazier,,,
382,1252146535,stanlee24,72,279.5,PG Kemba Walker F Nikola Mirotic C Willie Cauley-Stein G De'Aaron Fox SG Buddy Hield UTIL Robert Covington SF Evan Turner PF Al-Farouq Aminu,,,
387,1251520569,Erwood8,24,279.25,SF Giannis Antetokounmpo C Willie Cauley-Stein F Jayson Tatum SG Buddy Hield PF Al Horford G Gordon Hayward PG Markelle Fultz UTIL Al-Farouq Aminu,,,
387,1252250460,stepholii,24,279.25,PG Russell Westbrook C Willie Cauley-Stein PF Danilo Gallinari G Buddy Hield SG Lou Williams F Marcus Morris UTIL Marvin Bagley III SF Al-Farouq Aminu,,,
389,1251628542,jester11,72,279,C Joel Embiid PF Nikola Mirotic PG Jrue Holiday G De'Aaron Fox SF Nemanja Bjelica SG Terry Rozier F Al-Farouq Aminu UTIL Iman Shumpert,,,
389,1252131158,jrmich44,72,279,G Kemba Walker F Nikola Mirotic SG Jrue Holiday PG De'Aaron Fox C Al Horford SF Robert Covington UTIL Markelle Fultz PF Al-Farouq Aminu,,,
391,1251695104,IcemanTim,72,278.75,C Steven Adams SG Jrue Holiday PG Trae Young G De'Aaron Fox F Julius Randle SF Buddy Hield PF Robert Covington UTIL Tim Frazier,,,
392,1252046587,liuzzo33,48,278.5,C Joel Embiid PF Nikola Mirotic G Buddy Hield F Nemanja Bjelica SG Kent Bazemore SF Robert Covington PG Terry Rozier UTIL Al-Farouq Aminu,,,
393,1251814152,Juggernautzd,96,278.25,F Nikola Mirotic PG Jrue Holiday G De'Aaron Fox C Julius Randle SG Buddy Hield SF Nemanja Bjelica UTIL Robert Covington PF Al-Farouq Aminu,,,
393,1250868485,sbogunovich83,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251192592,jjcelentjr,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251233822,bamablonde,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251339001,Vertuhcle,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251351650,JeremyRazo,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251352997,tommy709,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251367526,TomsDogs,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251368517,Sloppy_Jo,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251377147,JHurrikane55,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251382358,iMythic,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251390400,sbstewart,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251392475,RL555,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251399487,Double_L,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251408163,cannedfruit,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251413544,FalconsFan07,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251427284,rchavez230,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251428977,CoachL78,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251485007,tidehigh71,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251502838,Rains,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251510450,Amo30,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251526259,nickperks11,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251527823,Rayrae777,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251532560,Coys2287,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251558853,kcwiggs,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251564545,Teems11,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251569369,MommysMoney420,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251570251,redspecial,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251576386,pacman293,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251577730,BoostedRS,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251586007,jppats,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251587047,MDream22,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein G De'Aaron Fox SF Buddy Hield UTIL Nicolas Batum PF Robert Covington PG Terry Rozier,,,
393,1251591424,michaelstanzii,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251595141,Dmoney4333,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251596896,peteyweestro,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield UTIL Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251601947,burnsy2323,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251602390,Colebusta007,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251603981,Lrapp28,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251611336,Droppin_Dimes44,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251615340,Ginchy,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251615809,Jovan914,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251618316,Henny25,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251619443,DogToaster,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251624071,Claytonhmeyers,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251627579,troll7419,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein G De'Aaron Fox SF Buddy Hield UTIL Nicolas Batum PF Robert Covington PG Terry Rozier,,,
393,1251628093,jsirois4,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251628100,CaliElite,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251633119,Stockmannn,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251647467,fuhonky,48,278.25,UTIL Nikola Mirotic G Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington SG Terry Rozier,,,
393,1251648386,jo8chin,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox UTIL Buddy Hield SF Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251649854,rohitbhasin12281,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251653118,picket6,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251653226,BDP34,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield UTIL Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251655042,da1andonlybc,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251664275,neeliyo,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251673573,andmag54,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251681498,dallas1fan21,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251682311,bpl21,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251685023,fonze10,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251686788,poboy88,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251690651,janampatel,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251691817,getbuckets1223,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251700863,mziefel33,48,278.25,F Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein G De'Aaron Fox SF Buddy Hield UTIL Nicolas Batum PF Robert Covington PG Terry Rozier,,,
393,1251701071,wright_gh,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251708899,effortlesskev,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251722056,grizzSLITHER,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251723216,gurneyriderz,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251726784,DuckyOnQuack,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251727501,TaySizzlin,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251729736,Blitz247,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251739122,TallRedGourmet,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251743403,JDrive94,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251748380,Dillhole86,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251749135,Wulfgar17,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251753740,Sobe_N,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251758499,chayse32,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251762107,jjones576,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251763776,TeamUS21,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251769904,mlock1122,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251771663,shawn015156,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251782389,finchie13,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251783612,seager20,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251792395,DBoy858,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251800064,Capt1214,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251801066,49ermikeh,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251846897,vianeygon,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251849442,glide_22,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251884691,jw1211,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251887310,only1u,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251890206,mcniiick9,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251897532,luttmann.cole,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251912714,Marvellous1020,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251913421,PatrykL94,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251927651,Cewalker,48,278.25,C Joel Embiid UTIL Trae Young G De'Aaron Fox SF Nemanja Bjelica F JJ Redick PG Lou Williams SG E'Twaun Moore PF Zach Collins,,,
393,1251928463,ddudek08,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251934986,Hydrolyzable,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251935601,cjm1119,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251937008,jlowins22,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251946159,joshwalston,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251953596,nigam14,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251954829,natumsss,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251983789,pipolechap,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251984218,BigDrive54,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251985684,drewhenson,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1251997351,reugene81,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252000892,meeks0424,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252005624,jddowning10,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252021628,gesino22,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252023597,Heatallday33,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252042769,skip2mylou23,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252066397,mrakifa,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252068985,chicagofire97,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252083166,ReidBolin13,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252087524,bwnoles,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252101260,raiders707,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
393,1252196824,chiggy725,48,278.25,UTIL Nikola Mirotic SG Jrue Holiday C Willie Cauley-Stein PG De'Aaron Fox SF Buddy Hield F Nicolas Batum PF Robert Covington G Terry Rozier,,,
