Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1238176572,DFD13,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Enes Kanter,UTIL,12.51%,19.75
1,1238286916,Sugerdaddy,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Derrick Rose,PG,12.29%,27.75
1,1238295453,gargamel99,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Goran Dragic,UTIL,11.36%,23.75
1,1238297430,ss42004,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Justin Holiday,SF,10.88%,17.25
1,1238298577,C.Dubs,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Rodney McGruder,F,10.22%,37.5
1,1238324847,Matt1899,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Cameron Payne,SG,9.35%,33
1,1238353033,boondocksaint0318,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Mike Conley,UTIL,8.92%,0
1,1238431843,halfhug,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Damyean Dotson,SF,8.65%,42
1,1238439632,supremeking69,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Lonzo Ball,PG,8.65%,0
1,1238488684,SKing2404,27.16,264.5,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela G Nicolas Batum SF Kent Bazemore F Justin Holiday PG Cameron Payne,,Clint Capela,C,8.43%,30
28,1237832651,cwstaat1,14.56,254.25,C Kevin Love G Kemba Walker UTIL Kyle Lowry PG Trae Young SF Luka Doncic PF Wendell Carter Jr. F Damyean Dotson SG Josh Okogie,,Taurean Prince,SF,8.21%,35
29,1238011872,ducklindog,7.28,253.5,SG Zach LaVine PG Trae Young F Luka Doncic C Enes Kanter SF Taurean Prince UTIL Kent Bazemore G Wesley Matthews PF Dorian Finney-Smith,,Wesley Matthews,UTIL,7.50%,31.75
30,1238120307,gniksch,67.88,247.25,PF Kevin Love C Karl-Anthony Towns SG Luka Doncic UTIL Clint Capela F Nicolas Batum SF Kent Bazemore PG Isaiah Canaan G Cameron Payne,,Jeff Teague,UTIL,7.01%,30.5
30,1238148335,TB12sRevenge,67.88,247.25,PF Kevin Love UTIL Karl-Anthony Towns SF Luka Doncic C Clint Capela SG Nicolas Batum F Kent Bazemore PG Isaiah Canaan G Cameron Payne,,Dorian Finney-Smith,SF,6.74%,11.25
32,1238353013,chamhead,82.32,246,PF Kevin Love PG Kemba Walker F DeMar DeRozan SG Zach LaVine G Kent Bazemore SF Rodney McGruder UTIL Cameron Payne C LOCKED,,T.J. Warren,SF,6.63%,0
33,1238396371,Buck29040,46.92,238,PF LaMarcus Aldridge G Kemba Walker UTIL Kyle Lowry C Clint Capela SF Nicolas Batum SG Rodney McGruder F Justin Holiday PG Cameron Payne,,Isaiah Canaan,PG,5.66%,0
34,1238187316,Mguled,37.56,236,F DeMar DeRozan G Kyle Lowry SF Luka Doncic PG Jeff Teague UTIL Domantas Sabonis C Jonas Valanciunas SG Nicolas Batum PF Jae Crowder,,Kyle Lowry,PG,5.44%,38
35,1237625213,TheKurgan100,37.68,228.5,PF Kevin Love SF Kawhi Leonard SG Victor Oladipo C Clint Capela UTIL Nicolas Batum PG Dwyane Wade F Wendell Carter Jr. G Michael Carter-Williams,,DeMar DeRozan,G,4.08%,25.75
36,1238319844,Mikelarry02,51.16,228.25,PG Kemba Walker G Kyle Lowry SG Zach LaVine C Enes Kanter SF JJ Redick PF Serge Ibaka UTIL Rodney McGruder F Damyean Dotson,,Eric Gordon,UTIL,3.92%,14.75
37,1237809562,jonathansullivan2,19.88,227,G James Harden PG Trae Young SF Luka Doncic C Enes Kanter F Cedi Osman PF Wendell Carter Jr. UTIL Cameron Payne SG Josh Okogie,,Kent Bazemore,SF,3.92%,53.25
38,1237716599,CaptainDLH,62.56,221,F LeBron James UTIL Kemba Walker PG Zach LaVine C Jarrett Allen PF Serge Ibaka G Rodney McGruder SF Damyean Dotson SG Josh Okogie,,D'Angelo Russell,G,3.59%,31.75
39,1237987284,HolographicTupac,55.28,219.75,PF Kevin Love UTIL Kyle Lowry PG Trae Young G Luka Doncic SF Taurean Prince F Jaren Jackson Jr. C Wendell Carter Jr. SG Josh Okogie,,Michael Carter-Williams,PG,3.32%,12
39,1238157584,tuskilla,19.88,219.75,PG James Harden UTIL Kemba Walker C Enes Kanter SF Cedi Osman F Nicolas Batum PF Mario Hezonja SG Damyean Dotson G Josh Okogie,,Jarrett Allen,UTIL,2.83%,28.5
41,1237800610,Thejamal,62.56,219,PF Kevin Love G Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. UTIL Derrick Rose C Wendell Carter Jr.,,James Harden,PG,2.83%,45.75
41,1238124991,wwhughes10,62.56,219,PF Kevin Love UTIL Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. G Derrick Rose C Wendell Carter Jr.,,Kyle Anderson,SF,2.66%,0
43,1237888463,ARaven52,101.32,218.25,UTIL Deandre Ayton PG Trae Young SG Luka Doncic C Clint Capela SF Taurean Prince G Kent Bazemore F Wesley Matthews PF Marvin Bagley III,,Giannis Antetokounmpo,SF,2.61%,6.5
44,1238361976,rcasas0622,62.56,215.25,G Zach LaVine C Deandre Ayton PG Trae Young F Luka Doncic SF Cedi Osman UTIL Alex Len SG Kent Bazemore PF Wendell Carter Jr.,,Khris Middleton,SG,2.50%,8.25
45,1237775967,WinkyChrist,62.56,214.25,PF Kevin Love UTIL Devin Booker G Zach LaVine SF Luka Doncic F Taurean Prince PG Derrick Rose C Wendell Carter Jr. SG Josh Okogie,,Karl-Anthony Towns,C,2.28%,32
45,1237866297,craftylefty,62.56,214.25,PF Kevin Love UTIL Devin Booker G Zach LaVine SF Luka Doncic F Taurean Prince PG Derrick Rose C Wendell Carter Jr. SG Josh Okogie,,Garrett Temple,F,2.18%,0
47,1238347652,ryanperrybond,29.12,213.75,UTIL Kevin Love PG Kemba Walker PF Bobby Portis SF Taurean Prince SG Cedi Osman F Nicolas Batum C Wendell Carter Jr. G Damyean Dotson,,Mario Hezonja,F,2.18%,15.75
48,1238272035,JoshuaMFA30,60.6,213.5,F Kevin Love SF Jimmy Butler G Zach LaVine UTIL Josh Richardson PF LOCKED C Tristan Thompson SG Derrick Rose PG Michael Carter-Williams,,Kawhi Leonard,SF,2.12%,55
49,1238199437,thugologist,62.56,212.75,PF Kevin Love UTIL Zach LaVine PG Trae Young SG Luka Doncic F Kyle Kuzma SF Wesley Matthews C Wendell Carter Jr. G Josh Okogie,,JJ Redick,SF,2.07%,5
50,1237751279,EmpireMaker2,69.84,212,F Kevin Love PG Zach LaVine C Deandre Ayton SG Luka Doncic SF Taurean Prince G Nicolas Batum PF Wendell Carter Jr. UTIL Josh Okogie,,Danny Green,F,1.90%,18
51,1237869914,Zak_Gross,30.4,211.75,C Kevin Love SF Kawhi Leonard SG Victor Oladipo UTIL Clint Capela F Nicolas Batum PG Dwyane Wade PF Justise Winslow G Michael Carter-Williams,,LaMarcus Aldridge,C,1.90%,29.25
52,1237462112,jayk123x,62.56,211.5,PF Kevin Love UTIL Kemba Walker SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. C Wendell Carter Jr. G Josh Okogie,,Trevor Ariza,SF,1.85%,0
53,1237862682,ef87tz,55.28,211.25,PF Kevin Love G Zach LaVine C Deandre Ayton PG Trae Young UTIL Cedi Osman F Wesley Matthews SF Rodney McGruder SG Josh Okogie,,Serge Ibaka,PF,1.74%,24.25
54,1238332177,bamargo27,103.28,210,UTIL Kemba Walker SG Jimmy Butler PG Kyle Lowry PF Kyle Kuzma SF Cedi Osman F Rodney McGruder C Marvin Bagley III G Damyean Dotson,,Gerald Green,SF,1.69%,9
55,1238018382,biggiej,67.88,209.5,F LeBron James G Kyle Lowry PG Trae Young C Clint Capela UTIL Nicolas Batum SG Derrick Rose PF Wendell Carter Jr. SF Damyean Dotson,,Marc Gasol,C,1.58%,0
56,1238469195,raym0nd76,62.56,209.25,PF Kevin Love SG Luka Doncic SF Taurean Prince UTIL Josh Richardson PG D'Angelo Russell G Lonzo Ball F Justin Holiday C Wendell Carter Jr.,,Bobby Portis,C,1.58%,15.75
57,1237922674,philadelphiaFF,69.84,208.5,PF Kevin Love G Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell UTIL Jaren Jackson Jr. F Justin Holiday C Wendell Carter Jr.,,Jimmy Butler,SF,1.47%,48.5
57,1238048613,libra989,69.84,208.5,PF Kevin Love UTIL Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. G Justin Holiday C Wendell Carter Jr.,,Victor Oladipo,SG,1.41%,37.5
57,1238158148,Grunz75,69.84,208.5,C Kevin Love UTIL Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. G Justin Holiday PF Wendell Carter Jr.,,Eric Bledsoe,PG,1.41%,2.75
57,1238162352,Bradizpro,69.84,208.5,PF Kevin Love G Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell UTIL Jaren Jackson Jr. F Justin Holiday C Wendell Carter Jr.,,Dwyane Wade,G,1.36%,17
57,1238217822,coon1356,69.84,208.5,PF Kevin Love G Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell UTIL Jaren Jackson Jr. F Justin Holiday C Wendell Carter Jr.,,Justise Winslow,PF,1.36%,0
57,1238346369,feartheturtle7,69.84,208.5,PF Kevin Love UTIL Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. G Justin Holiday C Wendell Carter Jr.,,Caris LeVert,G,1.31%,24.5
57,1238412363,mabrashier,69.84,208.5,C Kevin Love UTIL Zach LaVine SG Luka Doncic SF Taurean Prince PG D'Angelo Russell F Jaren Jackson Jr. G Justin Holiday PF Wendell Carter Jr.,,Joe Harris,SF,1.20%,29.5
64,1238160197,IamBadatDFS,69.84,206.75,C Kevin Love PG Kemba Walker UTIL Deandre Ayton G Trae Young SF Kent Bazemore F Justin Holiday SG Derrick Rose PF Wendell Carter Jr.,,Tim Hardaway Jr.,F,1.20%,21.75
65,1237897545,mikeacree80,25.08,205.75,C LaMarcus Aldridge PG Zach LaVine SF Caris LeVert G D'Angelo Russell SG Spencer Dinwiddie UTIL Derrick Favors F Wesley Matthews PF Dwight Powell,,DeAndre Jordan,UTIL,1.20%,39
66,1238208911,mdeak311,110.56,204.5,PF Kevin Love G Kemba Walker UTIL Zach LaVine F Kyle Kuzma C Jaren Jackson Jr. SF Kent Bazemore PG Derrick Rose SG Josh Okogie,,Michael Kidd-Gilchrist,F,1.14%,12.5
66,1237654071,kdgriffin12,77.12,204.5,C Kevin Love PG Kemba Walker SG Zach LaVine SF Luka Doncic UTIL Nicolas Batum F Jaren Jackson Jr. PF Wendell Carter Jr. G Josh Okogie,,Donovan Mitchell,UTIL,1.09%,45
68,1237955958,Ajml45,69.84,203.75,C Kevin Love G Devin Booker PG Zach LaVine SF Luka Doncic UTIL Taurean Prince F Justin Holiday PF Wendell Carter Jr. SG Josh Okogie,,Josh Richardson,G,1.09%,35
68,1237783875,AceSportScholar,51.16,203.75,PF Kevin Love SG Zach LaVine PG Trae Young SF Khris Middleton UTIL Cedi Osman C Kelly Olynyk G Rodney McGruder F Wendell Carter Jr.,,Ricky Rubio,UTIL,1.09%,10
70,1238433533,Pepperz54,110.56,203,PF Kevin Love UTIL Kemba Walker G Devin Booker PG Zach LaVine C JaVale McGee F Rodney McGruder SF Damyean Dotson SG Josh Okogie,,Willie Cauley-Stein,C,1.03%,0
71,1238244475,cashflow13,77.12,201.5,PF Kevin Love PG Zach LaVine C Deandre Ayton UTIL Enes Kanter SF Nicolas Batum SG Kent Bazemore G Justin Holiday F Wendell Carter Jr.,,Robert Covington,PF,0.92%,3
72,1237922166,BTass2121,110.56,201,F Kawhi Leonard UTIL Devin Booker PG Kyle Lowry SF Luka Doncic G Nicolas Batum PF Jaren Jackson Jr. C Wendell Carter Jr. SG Josh Okogie,,Joe Ingles,SF,0.87%,22.5
72,1238128878,youdacao,110.56,201,G Kawhi Leonard UTIL Devin Booker PG Kyle Lowry SF Luka Doncic F Nicolas Batum PF Jaren Jackson Jr. C Wendell Carter Jr. SG Josh Okogie,,Justin Jackson,SG,0.87%,0
72,1237829647,Baggman71,48,201,PF LeBron James UTIL Enes Kanter PG Dennis Smith Jr. G Goran Dragic C Alex Len SF Kent Bazemore SG Wesley Matthews F Kevin Huerter,,Jae Crowder,F,0.76%,22
72,1237810521,geardaddy,32.48,201,SG James Harden PF Kevin Love UTIL Enes Kanter SF Cedi Osman G Nicolas Batum C Wendell Carter Jr. PG Cameron Payne F Gerald Green,,Alex Len,C,0.76%,26.25
76,1238104792,82Goldtop,62.56,200.5,PF Kevin Love G Zach LaVine UTIL Deandre Ayton SF Luka Doncic F Cedi Osman SG Wesley Matthews PG Derrick Rose C Wendell Carter Jr.,,Tristan Thompson,C,0.71%,21.25
77,1237859106,Marcoux2,55.28,199.5,PF Kevin Love G Devin Booker UTIL Kyle Lowry SF Luka Doncic F Cedi Osman PG Derrick Rose C Wendell Carter Jr. SG Josh Okogie,,T.J. McConnell,G,0.71%,0
78,1237822363,TheJazzIcon,115.76,199.25,C Kevin Love SG Devin Booker PG Zach LaVine PF Kyle Kuzma G D'Angelo Russell SF Rodney McGruder UTIL Cory Joseph F Damyean Dotson,,Antonio Blakeney,UTIL,0.71%,5.5
79,1238311575,kennywayne91,103.28,198.5,PG Devin Booker F Jimmy Butler G Zach LaVine C Enes Kanter SG Cedi Osman UTIL Rodney McGruder PF Marvin Bagley III SF Damyean Dotson,,Shelvin Mack,G,0.71%,0
80,1237702899,Carolinablue12,101.32,198,C Kevin Love G Devin Booker PG Trae Young SF Joe Ingles PF Jaren Jackson Jr. SG Wesley Matthews F Rodney McGruder UTIL Damyean Dotson,,Rondae Hollis-Jefferson,PF,0.65%,19.5
80,1238019793,gsd4,69.84,198,PF Kevin Love PG Kemba Walker UTIL Devin Booker F Luka Doncic SF Nicolas Batum G Derrick Rose C Wendell Carter Jr. SG Josh Okogie,,Dwight Powell,UTIL,0.65%,18
82,1237852574,landers718,110.56,197.75,F LeBron James PG Zach LaVine C Enes Kanter SG Josh Richardson SF Kent Bazemore PF Taj Gibson G Cameron Payne UTIL LOCKED,,Kevin Huerter,SG,0.60%,8.5
83,1238351081,jkman19,65.92,197.5,SG James Harden C Kevin Love SF Caris LeVert PF Jaren Jackson Jr. UTIL Wesley Matthews F Mario Hezonja PG Cameron Payne G Michael Carter-Williams,,J.J. Barea,G,0.60%,23.5
84,1238123433,tzelt,108.48,196.25,SF DeMar DeRozan C Deandre Ayton PG Trae Young G Luka Doncic PF Tristan Thompson UTIL JaVale McGee F Kent Bazemore SG Derrick Rose,,Frank Mason III,G,0.54%,0
85,1238346235,Eagles82363,69.84,195.5,F Jimmy Butler UTIL Kyle Lowry PG Zach LaVine G Trae Young PF Kyle Kuzma SG Justin Holiday SF Dorian Finney-Smith C Wendell Carter Jr.,,Brook Lopez,UTIL,0.54%,3.5
86,1237891145,SEE_BELOW,123.04,195,PF LaMarcus Aldridge SF Jimmy Butler SG Zach LaVine F Kyle Kuzma C Jarrett Allen PG Josh Hart UTIL Michael Kidd-Gilchrist G Damyean Dotson,,Kelly Olynyk,C,0.54%,26.25
86,1237558728,Broseidon757,96,195,G Kyle Lowry C Deandre Ayton PG Trae Young SF Luka Doncic UTIL Enes Kanter PF Kyle Kuzma F Damyean Dotson SG Josh Okogie,,Carmelo Anthony,F,0.54%,33.75
86,1238086983,jaymefbaby,60.48,195,G DeMar DeRozan UTIL Kyle Lowry PF Kyle Kuzma SF Caris LeVert PG Trey Burke C Jonas Valanciunas F Rodney McGruder SG Joe Harris,,Malcolm Brogdon,UTIL,0.54%,4.25
89,1238017677,medicine,103.28,194.25,PF Kevin Love UTIL Devin Booker G Zach LaVine SF Luka Doncic C Jaren Jackson Jr. F Wesley Matthews PG Derrick Rose SG Josh Okogie,,Marvin Williams,PF,0.54%,19.5
89,1237646046,JblosstheBoss,25.2,194.25,PG James Harden C Enes Kanter PF Bobby Portis SF Taurean Prince SG Cedi Osman F Nicolas Batum UTIL Gerald Green G Josh Okogie,,Cory Joseph,UTIL,0.49%,19
91,1237962238,kmj888,60.6,194,UTIL Karl-Anthony Towns SF Jimmy Butler SG Zach LaVine PF Kyle Kuzma F Caris LeVert C Bam Adebayo PG Derrick Rose G Michael Carter-Williams,,Dennis Smith Jr.,PG,0.49%,37.75
92,1238147071,smallball,97.08,193.75,SG Luka Doncic G Tim Hardaway Jr. PG De'Aaron Fox SF Josh Richardson PF Dario Saric UTIL Cedi Osman C Myles Turner F Kent Bazemore,,Dario Saric,UTIL,0.44%,5
92,1237704432,jjmla1,91.88,193.75,G Kyle Lowry PG Zach LaVine F Tim Hardaway Jr. SF Taurean Prince UTIL LOCKED PF Robert Covington C Serge Ibaka SG Rodney McGruder,,Trey Burke,UTIL,0.44%,9
92,1238274011,SportsWiseGuy,55.28,193.75,F Kevin Love G Luka Doncic UTIL Enes Kanter SF Taurean Prince PG D'Angelo Russell PF Jaren Jackson Jr. SG Dwyane Wade C Wendell Carter Jr.,,De'Aaron Fox,PG,0.38%,0
95,1237728985,leggzs257,115.76,193.5,PF LaMarcus Aldridge G Kemba Walker SG Devin Booker PG Trae Young SF Rodney McGruder C Marvin Bagley III UTIL Derrick Rose F Damyean Dotson,,Jeremy Lamb,SF,0.38%,25.25
96,1238275337,ZEDS,62.56,193.25,F Kevin Love PG Kemba Walker G Zach LaVine C Enes Kanter UTIL Goran Dragic PF Kelly Olynyk SF LOCKED SG Josh Okogie,,Joel Embiid,UTIL,0.38%,16
97,1238337174,WiseGuyLocks,117.84,193,SF Kawhi Leonard G Kemba Walker PG Trae Young SG Luka Doncic F Nicolas Batum C Marvin Bagley III UTIL Isaiah Canaan PF Wendell Carter Jr.,,Jonas Valanciunas,C,0.33%,30.75
97,1238132509,aquentins,56.48,193,SF Giannis Antetokounmpo PG Zach LaVine C Enes Kanter UTIL Jarrett Allen SG Rodney McGruder F Jae Crowder G Derrick Rose PF Wendell Carter Jr.,,Ryan Anderson,PF,0.33%,0
99,1238464632,Calcagino,110.56,192.5,PG Kemba Walker G Kyle Lowry UTIL Trae Young SG Luka Doncic PF Kyle Kuzma C JaVale McGee F Wendell Carter Jr. SF Damyean Dotson,,Frank Ntilikina,F,0.33%,19.75
100,1238334541,sendit428,108.48,192.25,UTIL Victor Oladipo F Kyle Kuzma SF Taurean Prince SG Josh Richardson G Dennis Smith Jr. PF LOCKED C Serge Ibaka PG Jordan Clarkson,,Jabari Parker,PF,0.27%,28.25
100,1237963627,jward721,67.88,192.25,PF Kevin Love PG Devin Booker SF Luka Doncic C Enes Kanter SG Eric Gordon G Nicolas Batum UTIL Wendell Carter Jr. F Damyean Dotson,,Taj Gibson,PF,0.27%,22.5
102,1238132659,AuctionKeeper,69.84,192,PF Kevin Love PG Kemba Walker C Enes Kanter SF Taurean Prince F Cedi Osman G Nicolas Batum UTIL Garrett Temple SG Cameron Payne,,Derrick Favors,UTIL,0.27%,23.5
103,1237928256,chuckgalbo,115.76,191.5,F Kevin Love PF LaMarcus Aldridge PG Zach LaVine SF LOCKED UTIL Rondae Hollis-Jefferson C JaVale McGee G Wesley Matthews SG Damyean Dotson,,Markelle Fultz,PG,0.27%,6.5
104,1237783828,soldamyer,140.72,191.25,SF Kawhi Leonard PG Victor Oladipo SG Zach LaVine PF Domantas Sabonis F Buddy Hield G Tyreke Evans C JaVale McGee UTIL Tyler Johnson,,Jared Dudley,UTIL,0.22%,18.75
104,1237825340,Gametime36,133.56,191.25,PF LaMarcus Aldridge SG DeMar DeRozan G Zach LaVine SF Joe Ingles PG Josh Hart C JaVale McGee UTIL Rodney McGruder F Damyean Dotson,,Josh Jackson,F,0.22%,0
106,1238108793,kpurdon87,19.76,191,F Kevin Love PG Kemba Walker SG DeMar DeRozan UTIL Cedi Osman C Rondae Hollis-Jefferson G Rodney McGruder SF Joe Harris PF Justise Winslow,,Domantas Sabonis,PF,0.22%,24.75
107,1237701411,bsdad,69.84,190.5,PF Kevin Love SG Devin Booker PG Trae Young F Taurean Prince UTIL Nicolas Batum SF Wesley Matthews G Justin Holiday C Wendell Carter Jr.,,Noah Vonleh,PF,0.22%,19.25
108,1237858548,twerlau,113.92,190,SG James Harden PG Kemba Walker C Marc Gasol SF Luka Doncic PF Jaren Jackson Jr. UTIL Gerald Green F Damyean Dotson G Josh Okogie,,Kentavious Caldwell-Pope,F,0.22%,0
108,1238059450,NOTW25,62.56,190,C Kevin Love PG Kemba Walker UTIL Zach LaVine G Goran Dragic SF Cedi Osman SG Josh Hart PF Dorian Finney-Smith F Damyean Dotson,,Ben Simmons,F,0.22%,18.25
108,1238345026,olu4dis,62.56,190,C Kevin Love PG Kemba Walker G Zach LaVine UTIL Goran Dragic SF Cedi Osman SG Josh Hart PF Dorian Finney-Smith F Damyean Dotson,,Guillermo Hernangómez,UTIL,0.22%,13.25
111,1237912485,trap4,62.56,189.75,PF Kevin Love PG Kemba Walker SG Luka Doncic C Enes Kanter SF Cedi Osman F Nicolas Batum G Garrett Temple UTIL Josh Okogie,,Ersan Ilyasova,PF,0.22%,9
112,1238063330,FatStackz,117.84,189.25,F Kevin Love SG Zach LaVine G Luka Doncic SF Kyle Kuzma PG D'Angelo Russell PF Jaren Jackson Jr. C Wendell Carter Jr. UTIL Cameron Payne,,Ed Davis,F,0.22%,23.5
112,1238126272,AB34,117.84,189.25,F Kevin Love UTIL Zach LaVine SG Luka Doncic SF Kyle Kuzma G D'Angelo Russell PF Jaren Jackson Jr. C Wendell Carter Jr. PG Cameron Payne,,John Henson,C,0.16%,11
112,1238477247,fvillanu,117.84,189.25,F Kevin Love UTIL Zach LaVine SG Luka Doncic SF Kyle Kuzma G D'Angelo Russell PF Jaren Jackson Jr. C Wendell Carter Jr. PG Cameron Payne,,Bojan Bogdanovic,G,0.16%,13.5
115,1238337609,ihersh,97.08,188.5,SF DeMar DeRozan G Trae Young PG Eric Bledsoe F Taurean Prince UTIL D'Angelo Russell C Alex Len SG Rodney McGruder PF Marvin Bagley III,,MarShon Brooks,SG,0.16%,0
115,1237882467,Cmccurry71043,73.08,188.5,PF LaMarcus Aldridge SG Zach LaVine C Clint Capela PG Goran Dragic UTIL Jeff Teague SF Cedi Osman F Serge Ibaka G Isaiah Canaan,,Dewayne Dedmon,C,0.16%,14.75
