Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,John Holland (11540452),John Holland,11540452,SG/G/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,CLE,0
PF,Billy Preston (11540455),Billy Preston,11540455,PF/F/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,CLE,0
PG,Jaylen Adams (11540458),Jaylen Adams,11540458,PG/G/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,ATL,2.5
SG,Daniel Hamilton (11540461),Daniel Hamilton,11540461,SG/G/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,ATL,0
C,Miles Plumlee (11540653),Miles Plumlee,11540653,C/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,ATL,16.5
SF/PF,Justin Anderson (11540655),Justin Anderson,11540655,SF/PF/F/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,ATL,0
PG,Tyler Dorsey (11540667),Tyler Dorsey,11540667,PG/G/UTIL,3000,ATL@CLE 10/30/2018 07:00PM ET,ATL,6.58
C,Bismack Biyombo (11540464),Bismack Biyombo,11540464,C/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,CHA,9.88
PG,Joe Chealey (11540466),Joe Chealey,11540466,PG/G/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,CHA,0
PG,Devonte' Graham (11540469),Devonte' Graham,11540469,PG/G/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,CHA,7
SG,J.P. Macura (11540472),J.P. Macura,11540472,SG/G/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,CHA,0
SG,Dwayne Bacon (11540475),Dwayne Bacon,11540475,SG/G/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,CHA,11.25
SF,Duncan Robinson (11540478),Duncan Robinson,11540478,SF/F/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,MIA,10.5
PF,Yante Maten (11540481),Yante Maten,11540481,PF/F/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,MIA,0
PF,Udonis Haslem (11540484),Udonis Haslem,11540484,PF/F/UTIL,3000,MIA@CHA 10/30/2018 07:00PM ET,MIA,0.25
SF,Wenyen Gabriel (11540487),Wenyen Gabriel,11540487,SF/F/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,SAC,0
SG,Troy Williams (11540490),Troy Williams,11540490,SG/G/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,SAC,6.75
C,Kosta Koufos (11540493),Kosta Koufos,11540493,C/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,SAC,13
SG/SF,Ben McLemore (11540495),Ben McLemore,11540495,SG/SF/F/G/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,SAC,3
PF,Amile Jefferson (11540500),Amile Jefferson,11540500,PF/F/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,0
C,Timofey Mozgov (11540503),Timofey Mozgov,11540503,C/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,0
PF/C,Jarell Martin (11540505),Jarell Martin,11540505,PF/C/F/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,8
SG,Wes Iwundu (11540509),Wes Iwundu,11540509,SG/G/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,11.42
SG,Troy Caupain (11540512),Troy Caupain,11540512,SG/G/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,0
PG,Isaiah Briscoe (11540515),Isaiah Briscoe,11540515,PG/G/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,6.67
SF,Melvin Frazier (11540518),Melvin Frazier,11540518,SF/F/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,ORL,0
PF/C,Skal Labissiere (11540659),Skal Labissiere,11540659,PF/C/F/UTIL,3000,SAC@ORL 10/30/2018 07:00PM ET,SAC,3.42
PG/SG,Yuta Watanabe (11540521),Yuta Watanabe,11540521,PG/SG/G/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,MEM,4
PG,Jevon Carter (11540525),Jevon Carter,11540525,PG/G/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,MEM,0
PF,Ivan Rabb (11540528),Ivan Rabb,11540528,PF/F/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,MEM,11.5
SF,D.J. Stephens (11540531),D.J. Stephens,11540531,SF/F/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,MEM,0
PG/SG,Jordan McRae (11540534),Jordan McRae,11540534,PG/SG/G/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,WAS,6
SF,Troy Brown (11540538),Troy Brown,11540538,SF/F/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,WAS,7.62
SG,Devin Robinson (11540541),Devin Robinson,11540541,SG/G/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,WAS,0
