Vyncint Smith,WR,3000,0.0,0.0,0
Shaun Wilson,FLEX,3000,0.0,0.0,0
John Kelly,FLEX,3900,0.0,0.0,0
Lamar Jackson,QB,4500,0.0,7.1,1.5777777777777777
Benny Cunningham,RB,3200,0.0,0.0,0
DeAndre Carter,FLEX,3000,0.0,0.0,0
Alan Cross,TE,2500,0.0,1.6,0.64
D'Onta Foreman,FLEX,3700,0.0,0.0,0
Kalen Ballage,FLEX,3300,0.0,0.0,0
David Morgan,TE,2500,0.0,0.0,0
Jay Ajayi,RB,3000,0.0,0.0,0
Matt Cassel,QB,4400,0.0,0.0,0
Trevor Siemian,QB,4400,0.0,0.0,0
Brandon Zylstra,WR,3000,0.0,3.3,1.0999999999999999
Richie James Jr.,WR,3000,0.0,0.0,0
Cameron Artis-Payne,RB,3000,0.0,0.0,0
Dion Sims,TE,2500,0.0,0.0,0
Darren Sproles,FLEX,4000,0.0,0.0,0
Nick Foles,QB,4500,0.0,0.0,0
Josh Adams,RB,3000,0.0,1.7,0.5666666666666667
Damiere Byrd,WR,3000,0.0,1.8,0.6
Blake Jarwin,TE,2500,0.0,2.6,1.04
Ray-Ray McCloud III,WR,3000,0.0,0.0,0
Eric Tomlinson,TE,2500,0.0,0.5,0.2
Dante Pettis,WR,3500,0.0,0.0,0
Ben Braunecker,TE,2500,0.0,0.0,0
Brandon Powell,WR,3000,0.0,0.0,0
Alex Armah,FLEX,3000,0.0,0.0,0
Rob Kelley,RB,3000,0.0,0.0,0
Braxton Berrios,WR,3000,0.0,0.0,0
Jimmy Garoppolo,QB,4000,0.0,0.0,0
Dalton Schultz,TE,2500,0.0,2.2,0.8800000000000001
ArDarius Stewart,FLEX,3000,0.0,0.0,0
Rod Streater,WR,3000,0.0,0.0,0
Jordan Lasley,WR,3000,0.0,0.0,0
Josh McCown,QB,4300,0.0,0.0,0
Brandon Bolden,FLEX,3000,0.0,0.0,0
Dwayne Washington,RB,3000,0.0,0.0,0
Niles Paul,TE,2600,0.0,0.0,0
Javon Wims,FLEX,3000,0.0,0.0,0
Jamize Olawale,RB,3000,0.0,0.0,0
Richard Rodgers,FLEX,2500,0.0,0.0,0
Zach Line,RB,3000,0.0,0.0,0
Trenton Cannon,RB,3000,0.0,11.3,3.766666666666667
Matt Hazel,FLEX,3000,0.0,0.0,0
David Williams,RB,3000,0.0,0.2,0.06666666666666667
Ryan Tannehill,QB,5200,0.0,0.0,0
Logan Thomas,TE,2500,0.0,0.0,0
Jacoby Brissett,QB,4500,0.0,-0.4,0
Adam Shaheen,FLEX,2500,0.0,0.0,0
Mike White,QB,4000,0.0,0.0,0
