Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Daniel Theis (11557252) (LOCKED),Daniel Theis,11557252,PF/C/F/UTIL,3400,Final,BOS,11.65
PG,Frank Mason III (11557256) (LOCKED),Frank Mason III,11557256,PG/G/UTIL,3400,Final,SAC,17.14
PF/C,Mike Muscala (11557259) (LOCKED),Mike Muscala,11557259,PF/C/F/UTIL,3400,Final,PHI,16.8
SG/SF,Kyle Korver (11557263) (LOCKED),Kyle Korver,11557263,SG/SF/F/G/UTIL,3300,Final,CLE,9.04
SG,Hamidou Diallo (11557268) (LOCKED),Hamidou Diallo,11557268,SG/G/UTIL,3300,Final,OKC,12.75
SF,Terrance Ferguson (11557271) (LOCKED),Terrance Ferguson,11557271,SF/F/UTIL,3300,Final,OKC,6.5
SF/PF,Moe Harkless (11557274) (LOCKED),Moe Harkless,11557274,SF/PF/F/UTIL,3300,In Progress,POR,14.6
PF,Jake Layman (11557278) (LOCKED),Jake Layman,11557278,PF/F/UTIL,3300,In Progress,POR,7.68
PF,Caleb Swanigan (11557281) (LOCKED),Caleb Swanigan,11557281,PF/F/UTIL,3300,In Progress,POR,13.92
PF,Cheick Diallo (11557284) (LOCKED),Cheick Diallo,11557284,PF/F/UTIL,3300,In Progress,NO,11.19
PF/C,Thon Maker (11557248) (LOCKED),Thon Maker,11557248,PF/C/F/UTIL,3300,Final,MIL,15.33
SG/SF,Tony Snell (11557287) (LOCKED),Tony Snell,11557287,SG/SF/F/G/UTIL,3300,Final,MIL,11.54
SG,Kevin Huerter (11557292) (LOCKED),Kevin Huerter,11557292,SG/G/UTIL,3300,Final,ATL,14.11
PF,Omari Spellman (11557295) (LOCKED),Omari Spellman,11557295,PF/F/UTIL,3300,Final,ATL,15.62
PG/SG,T.J. McConnell (11557298) (LOCKED),T.J. McConnell,11557298,PG/SG/G/UTIL,3300,Final,PHI,11.09
PG,Milos Teodosic (11557302) (LOCKED),Milos Teodosic,11557302,PG/G/UTIL,3300,Final,LAC,12.75
SG/SF,Torrey Craig (11557305) (LOCKED),Torrey Craig,11557305,SG/SF/F/G/UTIL,3200,Final,DEN,11.21
SF/PF,Juancho Hernangomez (11557310) (LOCKED),Juancho Hernangomez,11557310,SF/PF/F/UTIL,3200,Final,DEN,11.04
SG,J.R. Smith (11557314) (LOCKED),J.R. Smith,11557314,SG/G/UTIL,3200,Final,CLE,5.25
PF/C,Channing Frye (11557317) (LOCKED),Channing Frye,11557317,PF/C/F/UTIL,3200,Final,CLE,12
C,Ante Zizic (11557321) (LOCKED),Ante Zizic,11557321,C/UTIL,3200,Final,CLE,6.88
PG/SG,Raymond Felton (11557323) (LOCKED),Raymond Felton,11557323,PG/SG/G/UTIL,3200,Final,OKC,16.62
PG/SG,Seth Curry (11557327) (LOCKED),Seth Curry,11557327,PG/SG/G/UTIL,3200,In Progress,POR,9.29
PG/SG,Ian Clark (11557331) (LOCKED),Ian Clark,11557331,PG/SG/G/UTIL,3200,In Progress,NO,6.83
SF/PF,Solomon Hill (11557335) (LOCKED),Solomon Hill,11557335,SF/PF/F/UTIL,3200,In Progress,NO,11.32
PG/SG,Yogi Ferrell (11557339) (LOCKED),Yogi Ferrell,11557339,PG/SG/G/UTIL,3200,Final,SAC,11.54
C,Kosta Koufos (11557343) (LOCKED),Kosta Koufos,11557343,C/UTIL,3200,Final,SAC,13.38
SF,Alex Poythress (11557345) (LOCKED),Alex Poythress,11557345,SF/F/UTIL,3200,Final,ATL,13.44
SG,Vince Carter (11557348) (LOCKED),Vince Carter,11557348,SG/G/UTIL,3200,Final,ATL,15.57
PF/C,Amir Johnson (11557351) (LOCKED),Amir Johnson,11557351,PF/C/F/UTIL,3200,Final,PHI,13.12
SF/PF,Luc Richard Mbah a Moute (11557355) (LOCKED),Luc Richard Mbah a Moute,11557355,SF/PF/F/UTIL,3200,Final,LAC,8.94
SF/PF,Mike Scott (11557359) (LOCKED),Mike Scott,11557359,SF/PF/F/UTIL,3200,Final,LAC,8.57
SG/SF,David Nwaba (11557363) (LOCKED),David Nwaba,11557363,SG/SF/F/G/UTIL,3100,Final,CLE,4.88
C,Jahlil Okafor (11557368) (LOCKED),Jahlil Okafor,11557368,C/UTIL,3100,In Progress,NO,9.5
C,Robert Williams (11557370) (LOCKED),Robert Williams,11557370,C/UTIL,3100,Final,BOS,4
PF,Harry Giles (11557372) (LOCKED),Harry Giles,11557372,PF/F/UTIL,3100,Final,SAC,8.96
PG,Landry Shamet (11557375) (LOCKED),Landry Shamet,11557375,PG/G/UTIL,3100,Final,PHI,10.38
PF,Tyler Lydon (11557381) (LOCKED),Tyler Lydon,11557381,PF/F/UTIL,3000,Final,DEN,1.62
PG,DeVaughn Akoon-Purcell (11557384) (LOCKED),DeVaughn Akoon-Purcell,11557384,PG/G/UTIL,3000,Final,DEN,1
SF/PF,Michael Porter Jr. (11557387) (LOCKED),Michael Porter Jr.,11557387,SF/PF/F/UTIL,3000,Final,DEN,0
SF/PF,Jarred Vanderbilt (11557391) (LOCKED),Jarred Vanderbilt,11557391,SF/PF/F/UTIL,3000,Final,DEN,0
C,Thomas Welsh (11557395) (LOCKED),Thomas Welsh,11557395,C/UTIL,3000,Final,DEN,2.75
PF,Billy Preston (11557397) (LOCKED),Billy Preston,11557397,PF/F/UTIL,3000,Final,CLE,0
SG,John Holland (11557400) (LOCKED),John Holland,11557400,SG/G/UTIL,3000,Final,CLE,0
